	observed_species	PD_whole_tree
L4S52.273378	944.0	60.50073
L3S306.274286	1301.0	73.0555
L4S217.274713	303.0	20.8471
L3S295.274807	1091.0	64.12764
L3S23.273548	1084.0	63.39606
L4S147.274736	1195.0	70.57071
L3S364.274972	1191.0	69.93414
L3S321.273466	1333.0	75.91156
L4S121.273488	1001.0	62.2919
L3S8.274112	486.0	32.25323
L3S261.274895	1384.0	78.85154
L4S125.274323	1370.0	79.51747
L3S314.273254	1374.0	78.06305
L4S116.274550	1529.0	92.76608
L4S151.274948	1093.0	63.03088
L4S157.274913	1011.0	62.85763
L3S9.274798	1053.0	63.20367
L3S111.275165	877.0	54.50486
L3S361.273656	1118.0	70.34602
L4S53.273343	836.0	55.392
L3S173.274644	681.0	47.22631
L4S255.273681	772.0	48.37686
L3S343.273923	1030.0	64.61061
L3S253.273835	1230.0	70.59828
L3S356.273592	809.0	53.34413
L3S62.274808	906.0	57.5428
L3S254.275029	781.0	48.63742
L4S110.274943	1407.0	77.48742
L3S274.275030	1046.0	65.13901
L4S58.274981	762.0	54.03649
L3S280.273981	917.0	59.6412
L3S77.274010	1021.0	60.65711
L3S360.273388	1094.0	63.39123
L3S175.273516	525.0	36.48671
L3S17.274662	891.0	56.38332
L2S255.274361	1006.0	62.9491
L3S336.275081	963.0	60.64259
L4S229.273698	1138.0	65.82487
L3S296.274568	1147.0	70.35441
L4S167.274554	615.0	38.98802
L4S274.273701	997.0	59.349
L3S308.273771	979.0	58.46506
L3S267.273984	1031.0	62.71717
L3S95.273785	708.0	44.79555
L4S231.273354	1115.0	66.35308
L2S129.273959	1069.0	63.39965
L4S129.275011	436.0	28.16122
L4S133.273639	907.0	55.63918
L4S187.274677	1019.0	60.535
L4S48.273908	774.0	49.91951
L4S89.274390	1083.0	61.11803
L4S174.273514	463.0	32.74154
L4S23.275107	1139.0	71.26082
L4S6.274137	901.0	57.0458
L4S112.273401	744.0	49.52421
L4S150.273537	1203.0	69.37951
L4S120.274601	1366.0	79.62815
L4S257.274976	986.0	60.41044
L4S102.275028	1110.0	68.90106
L4S201.274355	1374.0	78.32193
L4S249.273807	630.0	40.95506
L4S114.273756	898.0	55.5646
L4S135.273226	937.0	54.8588
L4S124.274897	741.0	48.84755
L4S261.274930	762.0	48.86191
L4S170.273867	567.0	36.66635
L4S16.274238	808.0	51.37159
L4S109.273641	668.0	44.33166
L4S155.273702	708.0	49.45746
L4S175.274654	530.0	34.97746
L4S72.274334	644.0	41.89983
L4S77.273849	547.0	37.57547
L4S194.275019	620.0	41.54033
L4S123.274541	732.0	46.91774
L4S87.274154	881.0	55.65689
L4S80.274159	765.0	48.53835
L4S27.273795	781.0	51.53352
L4S202.273235	1042.0	63.76071
L4S78.273629	981.0	59.68856
L4S45.274753	730.0	46.58838
L4S107.275064	513.0	34.7136
L4S68.275042	760.0	51.47561
L4S127.274754	820.0	51.13967
L4S75.274965	962.0	62.22603
L4S82.275123	509.0	34.2798
L4S85.273674	924.0	59.44542
L4S62.274646	789.0	50.8216
L4S218.275057	965.0	59.85099
L4S256.274495	655.0	43.06526
L4S88.273311	812.0	55.83331
L4S17.273844	847.0	53.51146
L4S9.275080	986.0	60.59554
L4S57.274432	504.0	37.95148
L4S227.273305	1159.0	62.72581
L4S216.273617	970.0	58.17912
L4S248.274393	865.0	52.93721
L4S30.274615	995.0	61.6187
L4S81.273408	880.0	54.9715
L4S153.273928	808.0	56.52826
L4S138.274376	472.0	30.98446
L4S119.274207	1007.0	61.52232
L4S152.274701	1112.0	64.54349
L4S91.274790	470.0	35.29276
L4S56.273478	1053.0	65.50042
L4S161.275088	1214.0	72.70796
L4S117.273939	1081.0	64.22565
L4S15.275110	671.0	43.58906
L4S172.273773	496.0	31.55552
L4S144.274046	610.0	41.57011
L4S108.274991	574.0	39.62496
L4S247.273983	1233.0	72.3177
L4S159.274898	859.0	49.32787
L4S7.273295	545.0	37.23375
L4S28.274864	984.0	58.78506
L4S189.275114	547.0	36.48746
L4S209.274347	749.0	50.66577
L4S5.273376	782.0	48.84578
L4S195.274073	1096.0	63.50501
L4S258.273669	840.0	54.17646
L4S25.274037	1002.0	62.48633
L4S186.273861	789.0	51.81591
L4S203.274402	979.0	60.28171
L4S132.273739	1022.0	62.06802
L4S83.274391	533.0	39.14563
L4S273.274149	1078.0	63.39125
L4S71.274481	681.0	45.27983
L4S260.274084	785.0	47.28232
L4S47.273816	825.0	52.18503
L4S122.274726	685.0	47.0067
L4S103.273853	613.0	41.3345
L4S66.273817	840.0	52.99884
L4S199.273553	687.0	43.10053
L4S185.274210	749.0	47.40057
L4S130.274090	638.0	40.01143
L4S259.274847	939.0	57.24537
L4S142.273680	424.0	34.16148
L4S2.275115	729.0	45.51001
L4S169.274837	516.0	35.79035
L4S284.273517	388.0	31.21364
L4S246.274195	566.0	39.23884
L5S5.274290	1496.0	82.42661
L4S106.273395	638.0	41.74314
L4S93.273870	356.0	24.22405
L4S60.274173	518.0	37.33359
L4S118.273855	481.0	30.66431
L5S1.274015	485.0	30.49427
L2S284.273757	765.0	48.47706
L2S286.274871	742.0	44.29909
L2S256.273735	679.0	39.25895
L2S114.274971	616.0	40.47156
L3S268.274253	772.0	49.36397
L4S208.273997	605.0	43.13795
L4S39.274588	766.0	49.35161
L2S321.273280	865.0	56.28175
L4S4.273869	684.0	41.38896
L4S41.273728	611.0	39.98271
L4S40.274573	586.0	38.15863
L4S86.274094	326.0	20.08703
L4S18.274426	448.0	29.03632
L4S49.274247	512.0	38.52594
L2S168.274483	1309.0	73.76717
L2S312.275026	836.0	52.29748
L2S368.273859	826.0	53.38281
L2S138.274982	736.0	44.22163
L3S109.273665	649.0	44.40125
L3S1.273524	610.0	39.91746
L3S87.273786	696.0	44.66371
L4S200.274383	1022.0	61.69583
L4S101.274773	717.0	45.46315
L2S139.273865	917.0	58.48503
L2S186.274629	1153.0	70.63275
L2S254.273957	1075.0	64.29801
L2S351.273316	695.0	46.02834
L2S105.273526	982.0	57.42203
L2S145.274590	863.0	53.50962
L2S112.273209	907.0	54.12797
L3S301.274885	1061.0	65.60962
L3S243.273595	969.0	58.89601
L3S15.274504	971.0	61.86315
L3S89.273551	1288.0	72.62922
L3S84.274061	903.0	55.96082
L4S92.274560	695.0	45.36924
L4S198.273770	848.0	53.97111
L4S139.273988	739.0	45.34218
L4S134.275056	553.0	36.43823
L4S181.274912	470.0	32.50505
L4S207.274801	805.0	55.69116
L2S180.273868	1209.0	69.78719
L2S272.273569	666.0	43.71763
L2S329.273288	669.0	44.56773
L2S359.274772	1078.0	66.70583
L2S117.275169	944.0	55.94325
L2S122.275099	982.0	61.77465
L2S245.274823	416.0	26.99415
L2S204.274422	871.0	55.98588
L2S225.273366	1125.0	68.12755
L2S136.274044	1030.0	64.59244
L2S366.275139	929.0	58.30073
L2S109.274119	671.0	42.81958
L2S221.273916	958.0	55.48549
L2S195.275103	1206.0	72.678
L2S196.273424	1060.0	67.48694
L3S11.273954	563.0	37.70554
L3S25.273932	783.0	48.77555
L3S266.273363	851.0	51.55401
L3S320.273326	1137.0	72.2238
L3S362.275096	1253.0	74.32976
L3S79.274670	814.0	52.82419
L3S346.274824	1505.0	85.77192
L3S337.273573	744.0	50.4124
L3S330.274669	1097.0	69.97489
L4S76.274075	317.0	22.15681
L4S131.275135	284.0	19.54654
L4S11.274407	560.0	34.42757
L4S168.274699	418.0	30.82073
L4S271.273427	1007.0	60.36679
L4S222.274752	611.0	41.20876
L4S254.275097	463.0	30.43094
L4S223.273496	961.0	58.11917
L4S61.274575	442.0	33.65262
L5S24.273729	728.0	49.70918
L5S16.273599	813.0	49.95466
L2S141.273404	925.0	59.40401
L2S163.275092	1082.0	65.06411
L2S275.274761	869.0	54.64936
L3S281.274580	501.0	31.70862
L4S145.273686	479.0	31.51774
L4S10.274622	1034.0	65.57025
L1S15.273775	239.0	16.37298
L1S57.275149	340.0	19.27197
L1S114.274060	347.0	20.3651
L1S200.273384	390.0	23.2297
L1S135.274571	328.0	19.95037
L3S122.274454	874.0	53.9702
L2S264.274728	458.0	32.17432
L2S262.273847	868.0	55.68333
L2S205.273328	878.0	53.57
L2S314.274562	692.0	47.62459
L2S369.274208	888.0	55.91021
L2S153.273823	1146.0	70.66964
L2S292.274340	734.0	49.52957
L2S99.273432	987.0	57.6953
L2S337.274370	622.0	43.45313
L2S182.273544	1213.0	72.79249
L2S102.273640	1088.0	67.27368
L2S360.274294	748.0	47.21101
L2S119.273810	779.0	50.25758
L2S271.274172	516.0	33.39411
L2S191.274169	534.0	37.15434
L2S184.273588	1193.0	72.96183
L2S206.274681	938.0	58.73075
L2S232.273319	1160.0	69.03642
L2S259.274404	470.0	32.84519
L2S270.273301	845.0	52.12285
L2S261.273625	878.0	55.04557
L2S268.274328	1035.0	63.66377
L2S373.274175	981.0	60.76483
L2S202.273648	1180.0	66.69719
L2S344.274314	578.0	39.74317
L2S223.274381	1062.0	65.72048
L2S131.273525	758.0	46.90802
L2S121.274618	894.0	55.9724
L3S211.274300	757.0	48.20981
L3S237.273438	717.0	39.19877
L3S200.273435	700.0	42.73095
L3S215.274574	419.0	28.45817
L3S246.273437	1033.0	64.22178
L3S82.274800	611.0	38.1774
L3S340.273643	1261.0	74.72452
L3S365.273520	1081.0	65.63832
L3S248.275152	1010.0	59.56915
L3S238.274469	792.0	49.87515
L3S359.274266	681.0	46.88657
L4S221.275124	492.0	33.61889
L3S218.274045	545.0	38.19918
L3S326.274165	929.0	58.17102
L3S256.274419	1125.0	72.28816
L3S239.273231	1255.0	73.10997
L3S300.273751	572.0	36.48966
L3S170.275172	1001.0	61.4525
L3S344.273768	964.0	61.86347
L3S262.273446	1080.0	64.16338
L3S325.273412	1252.0	73.88611
L3S195.274992	538.0	35.87271
L3S318.273933	858.0	52.35496
L3S210.274557	612.0	43.07271
L3S24.273327	984.0	62.95556
L3S222.273213	506.0	33.40159
L3S373.274144	581.0	38.51132
L3S2.275101	418.0	29.22065
L2S252.274922	653.0	42.00242
L3S324.273476	1291.0	76.99828
L3S310.273940	988.0	65.72092
L4S67.274944	542.0	39.3884
L3S93.274969	938.0	57.8145
L3S279.273431	841.0	53.30067
L3S97.274612	555.0	37.87196
L3S153.274227	703.0	47.18141
L4S19.274791	381.0	28.63339
L3S350.273502	793.0	50.38117
L4S270.273519	742.0	46.29013
L4S46.274317	376.0	28.37455
L4S128.273697	906.0	55.72306
L4S20.274959	907.0	57.48235
L4S115.273837	380.0	28.81127
L4S8.274786	662.0	40.58615
L4S33.274689	851.0	53.82008
L4S171.273212	515.0	33.89776
L4S54.274756	568.0	39.82938
L4S141.274652	509.0	35.82206
L4S65.275071	531.0	35.85041
L4S126.273575	532.0	37.54212
L4S196.273506	1161.0	69.0412
L4S149.274438	506.0	33.61169
L4S70.275142	722.0	46.19084
L4S14.273726	568.0	38.68969
L4S36.273864	411.0	28.03066
L4S26.274218	325.0	23.66569
L4S43.274641	787.0	52.91427
L4S184.274599	615.0	41.02931
L4S177.274729	612.0	39.80983
L4S287.274631	522.0	33.96119
L4S34.273419	632.0	42.80068
L4S226.273510	420.0	28.86608
L5S60.274531	639.0	39.68605
L5S59.275070	559.0	37.36239
L5S3.273474	477.0	33.20462
L4S31.274252	520.0	34.45086
L5S67.273692	455.0	29.10165
L5S73.274439	510.0	33.74641
L4S59.274899	681.0	45.97978
L5S76.274543	434.0	29.09162
L5S19.273381	879.0	54.85206
L5S15.275104	456.0	32.94878
L1S274.273705	203.0	13.69517
L1S118.274243	385.0	24.09137
L1S1.275106	337.0	21.44479
L2S160.274499	611.0	40.12918
L2S263.274998	666.0	41.52652
L2S142.274028	972.0	60.4101
L2S278.273562	772.0	50.65451
L2S317.274723	599.0	40.38219
L2S319.273895	450.0	30.34822
L2S381.273428	848.0	51.91367
L2S241.274532	464.0	27.86977
L2S283.274083	605.0	38.30053
L2S161.273767	867.0	54.2311
L2S297.273357	584.0	36.31156
L2S250.274151	534.0	34.69891
L2S144.273964	888.0	60.01376
L2S310.273814	334.0	24.62962
L2S320.274818	374.0	25.93879
L2S327.274876	797.0	49.15249
L2S231.274183	928.0	57.25656
L2S247.274365	510.0	32.48186
L2S148.274630	767.0	49.06251
L2S287.274190	600.0	40.29254
L2S267.274489	611.0	40.04104
L2S281.274734	491.0	31.02159
L2S233.274840	402.0	28.28077
L2S338.274929	713.0	47.23441
L2S348.273779	571.0	37.10367
L2S242.274275	427.0	26.01125
L2S130.274473	851.0	54.23795
L2S339.274279	317.0	25.8805
L2S352.273618	701.0	44.45066
L2S258.274781	269.0	19.62905
L2S276.273904	391.0	25.18771
L2S269.274477	597.0	39.37204
L2S147.273854	879.0	57.17181
L2S325.273636	373.0	24.17495
L2S309.273691	705.0	46.18726
L2S333.273582	817.0	53.38142
L2S249.273863	681.0	41.7988
L2S304.274990	438.0	31.86055
L2S277.274780	447.0	31.13373
L2S318.275058	780.0	51.34973
L2S298.274162	816.0	50.4095
L2S306.274298	628.0	40.82384
L2S302.273675	753.0	47.97114
L2S107.274394	1190.0	70.85892
L2S383.274828	540.0	35.90311
L2S128.274420	790.0	48.7889
L2S243.274397	533.0	31.92043
L2S146.274684	1009.0	62.5126
L2S382.274508	505.0	32.42804
L2S291.274923	774.0	51.8668
L2S244.274518	372.0	26.70078
L3S312.274058	792.0	49.42285
L3S43.274572	439.0	30.6507
L3S217.273947	661.0	42.22691
L3S233.273356	309.0	23.16888
L3S213.274031	387.0	27.62351
L3S107.273949	483.0	36.34424
L3S205.274158	319.0	21.34813
L4S50.274371	655.0	44.01988
L3S293.275055	928.0	57.88876
L3S286.274095	824.0	51.57044
L3S304.275091	654.0	46.38855
L3S257.273445	892.0	57.61684
L3S57.274956	905.0	51.30615
L3S185.273706	543.0	32.75058
L3S29.273794	659.0	41.41111
L3S104.275116	607.0	41.93004
L3S41.275001	440.0	32.51125
L3S103.274212	574.0	38.59177
L3S76.273267	930.0	57.40251
L3S282.273655	1023.0	64.10515
L3S263.274471	1024.0	65.55481
L4S38.275158	513.0	32.24948
L3S250.273486	970.0	56.79776
L3S285.274320	999.0	60.293
L3S319.274074	601.0	41.57704
L3S284.274446	919.0	60.0898
L4S37.274769	530.0	32.97091
L3S225.273214	579.0	38.14812
L4S179.274591	531.0	34.02251
L3S159.274097	509.0	35.92572
L4S94.273505	429.0	27.80415
L4S13.273883	360.0	24.54633
L3S209.273999	230.0	17.37956
L3S287.273761	759.0	47.89514
L3S140.273555	503.0	32.9716
L3S231.273355	469.0	31.46072
L3S333.274099	1106.0	67.96369
L3S381.273470	415.0	25.9219
L3S297.275024	1200.0	72.55519
L4S193.273943	678.0	46.91536
L4S253.274274	706.0	45.71132
L4S191.273409	995.0	60.99137
L3S193.273890	747.0	45.6421
L3S220.274691	361.0	23.95886
L3S80.273494	493.0	31.0542
L3S191.275109	921.0	57.37511
L3S289.274683	826.0	51.1656
L3S275.274900	1206.0	72.67022
L3S302.273750	812.0	52.48397
L3S264.274946	775.0	52.26366
L3S332.273713	1252.0	75.56798
L3S379.274043	339.0	21.48879
L3S219.274311	464.0	29.18326
L2S257.273450	408.0	27.22007
L3S34.273781	468.0	29.90679
L4S224.273365	985.0	58.45357
L4S245.273426	471.0	30.48761
L4S204.274577	512.0	33.30833
L4S21.273906	405.0	30.58513
L4S35.274301	628.0	39.82803
L4S242.275018	398.0	27.67495
L4S12.275133	292.0	21.31575
L4S182.274989	693.0	44.99767
L4S269.275022	516.0	37.77438
L4S176.275098	532.0	35.40024
L4S1.273228	731.0	42.95465
L4S29.274036	632.0	41.55463
L4S236.274820	644.0	40.91259
L4S74.273368	390.0	25.82253
L4S188.274117	608.0	39.64906
L4S105.274484	753.0	51.01642
L4S51.273968	543.0	37.04505
L4S180.275094	472.0	31.2154
L4S244.273659	436.0	31.3637
L4S22.273742	593.0	36.67995
L4S178.274459	515.0	32.61552
L4S282.273852	593.0	36.92183
L4S73.274762	446.0	29.29865
L4S97.273347	351.0	23.82023
L4S32.274443	502.0	32.28705
L4S55.273741	405.0	30.7817
L4S190.274189	436.0	29.53048
L4S104.274716	251.0	20.6204
L4S24.274064	558.0	38.7248
L4S3.274049	492.0	28.83662
L4S64.273421	237.0	19.6109
L4S137.274447	543.0	33.97616
L4S42.273513	535.0	34.1688
L4S233.273529	560.0	35.5608
L4S283.274460	601.0	36.58024
L4S225.274377	593.0	39.26461
L4S243.274813	418.0	31.14577
L4S214.273364	724.0	48.36438
L4S84.274980	748.0	50.06729
L4S219.273703	650.0	41.23685
L4S183.273842	529.0	35.03531
L4S44.274578	508.0	37.64106
L4S156.274308	628.0	41.08323
L4S279.273227	483.0	31.67899
L4S240.275147	485.0	31.39943
L4S238.273642	547.0	35.29296
L4S166.274315	484.0	30.32406
L4S234.273397	377.0	26.99466
L5S64.273276	520.0	32.19185
L5S51.274396	837.0	52.38145
L5S14.273824	685.0	45.80412
L5S47.273876	674.0	44.36494
L4S90.274104	571.0	39.53993
L4S160.274108	689.0	45.31397
L5S9.274983	324.0	23.44543
L4S228.274625	628.0	40.46222
L5S58.273931	345.0	21.74738
L5S57.274776	325.0	19.74003
L5S65.273339	661.0	43.23215
L4S165.274427	515.0	34.00556
L5S12.273358	905.0	60.72713
L5S43.273561	770.0	48.759
L5S13.274019	977.0	60.96061
L5S49.274316	623.0	40.03802
L6S133.273898	278.0	18.43545
L4S206.273845	797.0	55.4746
L3S98.273272	620.0	38.24079
L3S212.274307	653.0	38.04464
L3S108.274542	705.0	44.94016
L4S278.274739	645.0	41.37958
L3S113.273888	664.0	42.91087
L3S110.273905	1270.0	73.855
L3S145.274276	721.0	44.78584
L4S250.273987	483.0	32.08139
L6S130.273903	235.0	15.48933
L6S209.273736	222.0	15.69903
L1S355.273704	441.0	29.11183
L3S174.275039	535.0	35.11761
L3S197.273809	735.0	47.11557
L3S370.274487	1138.0	67.25309
L4S220.274525	991.0	59.33358
L4S173.273443	520.0	39.10427
L5S41.273752	647.0	44.79065
L1S228.273894	421.0	26.99967
L3S66.274080	569.0	41.19226
L4S148.274292	584.0	41.61688
L3S245.274413	1045.0	63.51791
L2S101.274931	1071.0	64.25577
L3S290.274166	1283.0	77.26413
L2S248.274500	502.0	30.34353
L2S132.274707	804.0	50.99389
L2S118.274673	936.0	61.48624
L3S342.274115	751.0	47.8674
L4S252.273716	453.0	32.98026
L3S194.273246	955.0	58.94781
L3S151.273776	441.0	28.42358
L3S83.275072	920.0	55.25152
L3S138.273557	773.0	49.45236
L3S56.275137	835.0	53.7392
L5S66.274354	842.0	52.38702
L3S106.273821	416.0	31.29306
L1S234.275117	413.0	24.94309
L3S252.274993	755.0	48.48978
L3S234.274466	643.0	45.44466
L3S63.273769	1139.0	66.54838
L4S230.274429	466.0	29.68766
L4S241.273621	464.0	30.64879
L5S74.273257	547.0	37.62316
L4S286.274055	406.0	31.2532
L3S125.274039	430.0	28.26419
L3S244.275007	627.0	37.74919
L4S154.274326	559.0	39.01973
L1S273.274399	395.0	24.835
L1S6.274392	289.0	16.01052
L1S142.273722	334.0	23.20171
L1S167.275065	414.0	26.25827
L2S323.273891	466.0	31.0855
L1S108.274826	356.0	23.58032
L1S128.274455	417.0	23.55379
L1S26.274537	287.0	18.35498
L1S131.274927	343.0	19.79148
L1S83.274077	381.0	21.83145
L1S111.274126	338.0	19.47689
L1S61.273389	430.0	25.36072
L1S78.274362	330.0	19.27368
L1S18.273422	250.0	14.70972
L1S197.274086	360.0	21.20582
L1S65.274694	375.0	21.29113
L1S141.275086	329.0	18.32019
L1S79.273707	347.0	22.21491
L1S372.273563	377.0	25.06497
L1S148.273970	402.0	26.46734
L1S130.275078	353.0	19.68276
L1S32.273346	245.0	15.42573
L1S107.274626	369.0	23.40834
L1S223.274322	418.0	25.50241
L1S160.274321	453.0	28.56973
L1S104.274727	331.0	20.59051
L1S166.274223	443.0	26.10114
L1S175.274934	457.0	30.64719
L1S44.274905	477.0	26.75129
L1S105.273315	333.0	20.6958
L1S92.274475	412.0	24.93442
L1S203.273731	414.0	25.02554
L1S85.273291	390.0	24.06174
L1S119.273846	362.0	20.40349
L1S110.274759	425.0	24.87631
L1S278.274121	472.0	30.2608
L1S117.275153	327.0	18.47515
L1S198.273806	468.0	30.92768
L1S74.274032	329.0	18.25075
L1S314.273495	466.0	31.43478
L1S309.274009	497.0	33.05478
L1S304.273937	353.0	22.23313
L1S239.274267	462.0	30.70571
L1S206.273247	396.0	22.46996
L1S122.273565	408.0	21.75297
L1S221.274942	423.0	27.16605
L1S298.274209	392.0	23.82727
L1S178.275068	488.0	31.92273
L1S378.274245	500.0	33.70518
L1S149.274022	484.0	29.18524
L1S68.275111	343.0	20.11465
L1S48.274804	413.0	23.44944
L1S100.274845	348.0	19.71978
L1S214.274105	538.0	33.7327
L1S325.273290	559.0	33.50005
L1S64.274666	332.0	19.97503
L1S236.274787	413.0	24.68441
L1S319.274696	426.0	25.07342
L1S87.273667	351.0	19.67538
L1S308.274545	309.0	18.67702
L1S97.274918	385.0	24.02628
L1S289.274926	445.0	28.3805
L1S313.273714	472.0	31.1251
L1S283.273819	347.0	26.48055
L1S121.275017	349.0	19.94586
L1S70.274844	283.0	16.26478
L1S318.274878	395.0	25.00471
L1S329.274894	470.0	32.12452
L1S134.274174	358.0	22.48811
L1S147.273683	448.0	28.8819
L1S321.273286	497.0	33.22415
L1S376.273829	466.0	30.06892
L1S143.273938	362.0	22.53499
L1S80.274164	365.0	22.37503
L1S77.274342	344.0	19.87423
L1S94.274719	378.0	21.31873
L1S31.274299	292.0	16.62441
