	observed_species	PD_whole_tree
L2S307.273507	541.0	62.56075
L2S274.274264	706.0	71.55766
L2S169.274366	863.0	90.62037
L2S110.274511	1186.0	110.35161
L2S280.274825	624.0	66.09228
L3S348.275040	1586.0	138.33647
L3S354.274774	880.0	87.69738
L3S366.274441	1149.0	106.13155
L3S349.273342	1272.0	124.97747
L3S13.274353	1404.0	124.43209
L3S49.274309	1217.0	115.70903
L3S352.273402	1359.0	122.4468
L3S14.273678	1059.0	101.49615
L4S143.274451	1261.0	116.68128
L3S236.274861	1115.0	110.29181
L3S316.273550	898.0	89.92703
L3S283.274703	753.0	84.06765
L3S272.273223	1186.0	109.0699
L3S345.275161	1828.0	159.02732
L4S163.274482	884.0	82.23211
L4S266.274150	835.0	81.20647
L4S113.274623	1232.0	116.96161
L2S350.274395	868.0	91.23126
L3S18.274069	661.0	68.58995
L3S60.273457	1413.0	124.20285
L3S298.274359	1023.0	105.34811
L3S323.273475	1161.0	105.92822
L3S292.273460	1294.0	120.92018
L3S277.274737	1138.0	106.03834
L3S351.274147	1013.0	101.79224
L3S5.273971	1170.0	111.03001
L3S12.274558	1307.0	121.1011
L3S338.273995	1378.0	127.13868
L3S339.274517	994.0	101.58691
L3S235.274938	1148.0	109.68368
L4S95.275048	1264.0	117.313
L4S265.274767	912.0	94.50408
L2S175.273504	775.0	77.86581
L4S162.273791	1162.0	108.58109
L3S322.274182	1430.0	132.27104
L3S291.273654	1270.0	117.87953
L3S61.274866	1054.0	98.82817
L3S64.274657	1156.0	107.5611
L3S335.274841	1229.0	111.52284
L3S334.274682	1356.0	123.36938
L2S183.273458	1140.0	106.25148
L3S341.273777	1098.0	106.17675
L4S63.274255	1039.0	100.30259
L3S311.275000	1432.0	127.07402
L3S347.273603	1388.0	124.42652
L4S69.274668	632.0	67.08389
L4S164.274024	962.0	92.52544
L3S19.274337	926.0	97.4934
L3S368.273619	1235.0	117.84088
L3S331.274038	1372.0	125.92798
L3S112.273498	579.0	58.7913
L3S309.273407	1416.0	131.14085
L4S263.274538	877.0	85.49497
L3S127.274265	1164.0	110.61291
L4S52.273378	1069.0	102.8258
L3S306.274286	1371.0	126.30967
L4S217.274713	376.0	33.0019
L3S295.274807	1168.0	111.58776
L3S23.273548	1204.0	107.47482
L4S147.274736	1256.0	110.58088
L3S364.274972	1378.0	125.87077
L3S321.273466	1487.0	131.55538
L4S121.273488	1130.0	106.92586
L3S8.274112	544.0	56.23885
L3S261.274895	1536.0	136.11378
L4S125.274323	1485.0	132.54016
L3S314.273254	1614.0	139.86579
L4S116.274550	1749.0	157.74497
L4S151.274948	1196.0	108.42258
L4S157.274913	1112.0	109.93541
L3S9.274798	1215.0	111.3459
L3S111.275165	978.0	92.53567
L3S361.273656	1293.0	120.71529
L4S53.273343	939.0	91.81023
L3S173.274644	736.0	75.07608
L4S255.273681	871.0	88.20208
L3S343.273923	1084.0	109.69594
L3S253.273835	1418.0	128.39208
L3S356.273592	960.0	97.0104
L3S62.274808	1024.0	101.88935
L3S254.275029	941.0	87.61935
L4S110.274943	1651.0	142.48288
L3S274.275030	1129.0	110.75542
L4S58.274981	867.0	91.78995
L3S280.273981	1022.0	102.51249
L3S175.273516	583.0	60.87383
L3S17.274662	986.0	97.73868
L2S255.274361	1163.0	109.67988
L3S336.275081	1071.0	105.62598
L4S229.273698	1278.0	115.89644
L3S296.274568	1245.0	121.59792
L4S167.274554	665.0	62.78613
L4S274.273701	1071.0	103.55711
L3S308.273771	1148.0	114.9375
L3S128.274530	1082.0	103.3973
L3S267.273984	1120.0	104.03874
L3S95.273785	792.0	76.82511
L4S231.273354	1236.0	113.19135
L2S129.273959	1189.0	110.11035
L4S129.275011	531.0	49.22149
L4S133.273639	1056.0	101.81987
L4S187.274677	1092.0	104.59566
L4S48.273908	926.0	92.26108
L4S89.274390	1202.0	112.82881
L4S174.273514	577.0	62.05897
L4S23.275107	1260.0	118.14879
L4S6.274137	1032.0	97.63741
L4S112.273401	852.0	83.45789
L4S150.273537	1318.0	122.78842
L4S120.274601	1532.0	138.39159
L4S257.274976	1093.0	107.02032
L4S102.275028	1272.0	118.30675
L4S201.274355	1526.0	136.10224
L4S249.273807	700.0	70.28003
L4S114.273756	1044.0	102.49433
L4S135.273226	1031.0	101.99825
L4S124.274897	830.0	81.47267
L4S261.274930	827.0	83.32557
L4S170.273867	644.0	65.69412
L4S16.274238	927.0	85.57396
L4S109.273641	742.0	81.45055
L4S155.273702	792.0	83.00763
L4S175.274654	598.0	63.56635
L4S72.274334	725.0	72.43768
L4S77.273849	651.0	63.81206
L4S194.275019	672.0	68.78999
L4S123.274541	839.0	83.91395
L4S87.274154	964.0	94.35138
L4S80.274159	904.0	84.92235
L4S27.273795	885.0	87.41771
L4S202.273235	1177.0	108.34309
L4S78.273629	1041.0	97.919
L4S45.274753	797.0	79.99467
L4S107.275064	609.0	61.3419
L4S68.275042	781.0	81.82105
L4S127.274754	954.0	93.70529
L4S75.274965	1083.0	99.46217
L4S82.275123	618.0	63.36104
L4S85.273674	1058.0	105.1214
L4S62.274646	865.0	84.92198
L4S218.275057	1130.0	103.94068
L4S256.274495	738.0	69.7431
L4S88.273311	926.0	94.83805
L4S17.273844	1020.0	98.30938
L4S9.275080	1155.0	106.76796
L4S57.274432	624.0	64.82143
L4S227.273305	1213.0	105.43033
L4S216.273617	1061.0	98.21428
L4S248.274393	948.0	94.62513
L4S30.274615	1156.0	109.49159
L4S81.273408	1002.0	92.93976
L4S153.273928	982.0	99.1927
L4S138.274376	552.0	51.24053
L4S119.274207	1075.0	107.92666
L4S152.274701	1238.0	109.66004
L4S91.274790	531.0	53.72854
L4S56.273478	1213.0	113.98363
L4S161.275088	1324.0	115.02705
L4S117.273939	1236.0	113.84164
L4S15.275110	769.0	79.72175
L4S172.273773	556.0	54.16409
L4S144.274046	723.0	78.92588
L4S108.274991	692.0	67.41094
L4S247.273983	1311.0	122.72787
L4S159.274898	926.0	86.24035
L4S7.273295	605.0	63.91517
L4S28.274864	1121.0	100.76055
L4S189.275114	630.0	67.9331
L4S209.274347	835.0	84.95338
L4S5.273376	874.0	86.57966
L4S195.274073	1187.0	108.45071
L4S258.273669	975.0	101.06503
L4S25.274037	1143.0	111.86615
L4S186.273861	920.0	90.11408
L4S203.274402	1046.0	104.50722
L4S132.273739	1063.0	102.97804
L4S83.274391	621.0	67.61808
L4S273.274149	1240.0	116.14949
L4S71.274481	801.0	77.98714
L4S260.274084	798.0	79.76187
L4S47.273816	959.0	92.74048
L4S122.274726	804.0	86.0736
L4S103.273853	731.0	70.38511
L4S66.273817	964.0	94.77944
L4S199.273553	800.0	80.73797
L4S185.274210	838.0	88.4184
L4S130.274090	758.0	70.29655
L4S259.274847	1042.0	99.21546
L4S142.273680	575.0	65.59299
L4S2.275115	810.0	72.59955
L4S169.274837	596.0	62.47145
L4S284.273517	452.0	56.10396
L4S246.274195	648.0	73.10797
L5S5.274290	1689.0	137.54316
L4S106.273395	676.0	68.88755
L4S93.273870	426.0	44.23795
L4S60.274173	624.0	66.87667
L4S118.273855	560.0	56.01658
L5S1.274015	543.0	52.30692
L4S10.274622	1130.0	104.95976
L1S365.273336	640.0	51.18633
L1S142.273722	485.0	42.89467
L2S258.274781	354.0	33.79791
L2S250.274151	652.0	66.6073
L2S114.274971	710.0	74.55485
L2S243.274397	630.0	62.06123
L2S206.274681	1042.0	100.5727
L2S149.273233	686.0	64.50612
L2S241.274532	525.0	47.65952
L2S291.274923	846.0	86.2243
L2S109.274119	820.0	82.01274
L2S121.274618	997.0	94.28134
L2S248.274500	598.0	55.18078
L2S97.273709	1094.0	101.37557
L2S163.275092	1187.0	109.81347
L2S298.274162	890.0	86.49633
L2S356.273913	281.0	24.70536
L2S195.275103	1273.0	121.90506
L2S282.273560	649.0	60.22568
L2S302.273675	867.0	80.87908
L2S319.273895	530.0	54.71448
L2S180.273868	1312.0	116.96799
L2S383.274828	609.0	56.85177
L2S262.273847	944.0	94.93024
L2S242.274275	520.0	48.21167
L2S281.274734	620.0	60.04568
L2S304.274990	509.0	56.34041
L2S221.273916	1022.0	98.31184
L2S300.273787	671.0	70.45688
L2S318.275058	812.0	85.34526
L2S301.275033	419.0	38.21987
L2S323.273891	605.0	61.18007
L2S327.274876	851.0	83.62868
L2S349.273530	517.0	54.30156
L2S252.274922	722.0	72.59532
L2S145.274590	963.0	98.16849
L2S373.274175	1095.0	105.08396
L2S112.273209	1066.0	97.54219
L2S264.274728	580.0	59.37289
L2S245.274823	459.0	47.56426
L2S283.274083	719.0	70.47323
L3S263.274471	1161.0	110.31774
L3S222.273213	573.0	56.62958
L3S358.274034	1424.0	131.21961
L3S94.274418	614.0	65.17571
L3S204.274452	408.0	37.85878
L3S122.274454	952.0	94.33225
L3S177.273753	617.0	59.12271
L3S119.273566	925.0	89.18422
L4S44.274578	601.0	70.3913
L4S12.275133	338.0	35.10176
L3S355.274967	991.0	98.10677
L3S319.274074	721.0	78.24019
L3S264.274946	869.0	86.56989
L3S120.274633	919.0	85.00324
L3S126.274724	879.0	86.23732
L3S333.274099	1287.0	121.56429
L2S28.274711	469.0	52.90718
L3S56.275137	873.0	85.30269
L3S256.274419	1298.0	123.38146
L4S235.274693	654.0	57.11168
L4S13.273883	395.0	41.64281
L3S198.274139	834.0	81.25256
L3S376.274011	575.0	49.43771
L3S307.275118	821.0	82.61368
L4S188.274117	701.0	69.79213
L3S249.274882	1154.0	109.11156
L3S252.274993	800.0	79.17583
L2S366.275139	1010.0	96.68245
L3S196.274937	697.0	68.2442
L3S36.274919	461.0	50.0067
L4S104.274716	302.0	34.39924
L3S38.274968	598.0	58.11781
L3S145.274276	784.0	73.60753
L3S363.273899	1187.0	106.32977
L3S90.273210	607.0	61.4424
L3S4.273960	630.0	70.61039
L3S140.273555	577.0	56.83051
L2S196.273424	1194.0	121.89936
L4S90.274104	641.0	65.74608
L4S34.273419	676.0	67.83913
L4S275.273953	604.0	64.91085
L4S51.273968	612.0	64.26281
L4S252.273716	482.0	54.27189
L4S22.273742	702.0	69.07803
L4S3.274049	583.0	54.0479
L4S8.274786	736.0	76.40634
L4S39.274588	881.0	85.82325
L4S240.275147	504.0	49.05559
L4S200.274383	1089.0	104.53645
L4S270.273519	826.0	85.40458
L4S241.273621	516.0	53.65379
L4S214.273364	780.0	77.8421
L4S228.274625	667.0	70.35229
L4S224.273365	1097.0	97.68499
L4S219.273703	732.0	70.82566
L4S100.273740	889.0	92.15636
L4S36.273864	464.0	43.30612
L4S18.274426	564.0	56.84222
L4S250.273987	569.0	61.7503
L4S24.274064	654.0	66.00216
L4S20.274959	1041.0	102.05473
L4S73.274762	507.0	50.87821
L4S154.274326	691.0	70.26418
L4S208.273997	694.0	71.11503
L4S238.273642	634.0	63.68271
L4S223.273496	1067.0	102.85113
L4S14.273726	680.0	74.19497
L5S12.273358	1013.0	103.03473
L5S8.273635	558.0	47.42182
L5S49.274316	720.0	69.57797
L5S17.275120	864.0	85.69911
L4S204.274577	540.0	58.44957
L4S239.275052	466.0	41.01368
L5S37.273534	1179.0	109.23446
L6S43.274193	281.0	28.13046
L4S220.274525	1041.0	99.1871
L5S16.273599	935.0	86.08004
L3S109.273665	700.0	74.46915
L4S134.275056	666.0	63.38354
L4S101.274773	714.0	72.01129
L2S128.274420	811.0	81.02785
L1S259.273813	548.0	43.28201
L1S219.274012	499.0	40.66174
L1S44.274905	611.0	43.12213
L1S336.273230	557.0	46.59691
L1S342.273734	580.0	46.00231
L1S294.273585	536.0	43.11003
L1S271.274887	617.0	48.32396
L1S326.273313	577.0	44.22308
L1S318.274878	594.0	46.76493
L1S347.273632	541.0	52.85389
L1S231.274180	562.0	45.59567
L1S246.273352	548.0	45.4685
L1S312.273453	587.0	45.16234
L1S279.274262	442.0	48.76729
L1S348.273330	513.0	44.4952
L1S297.274827	624.0	49.02526
L1S372.273563	435.0	37.16579
L1S262.273236	612.0	56.64072
L1S290.274811	559.0	47.24997
L1S369.274936	679.0	57.93863
L1S254.273387	562.0	46.91225
L1S180.274231	417.0	33.28758
L1S139.274985	523.0	42.69703
L1S160.274321	610.0	50.40829
L1S376.273829	587.0	52.0117
L1S214.274105	712.0	59.12139
L1S378.274245	594.0	58.11293
L1S315.273440	525.0	42.34048
L1S168.274809	513.0	45.44466
L1S273.274399	558.0	47.26162
L1S359.274297	410.0	34.69612
L1S298.274209	531.0	39.84143
L1S291.274814	591.0	46.94463
L1S269.274498	581.0	45.50626
L1S237.274775	596.0	46.33422
L1S296.273278	580.0	50.26694
L1S313.273714	649.0	56.10689
L1S328.274091	562.0	42.70297
L1S255.274966	595.0	49.6289
L1S181.274221	479.0	41.54156
L1S277.273248	586.0	47.24315
L1S283.273819	459.0	47.85856
L1S295.274567	498.0	42.39749
L1S213.274333	544.0	42.46331
L1S280.274513	425.0	46.99796
L1S202.273285	460.0	47.31051
L1S135.274571	479.0	33.11248
L1S148.273970	511.0	48.29259
L1S322.273615	495.0	39.22258
L1S56.273967	478.0	33.98133
L1S272.274746	388.0	43.34827
L1S285.274434	620.0	49.03879
L1S278.274121	600.0	54.44426
L1S261.274799	591.0	54.31738
L1S220.273571	548.0	44.27504
L1S146.273215	530.0	40.17141
L1S276.273690	511.0	45.3684
L1S293.275143	610.0	53.51288
L1S215.273708	591.0	49.3079
L1S19.274514	399.0	33.25117
L1S314.273495	602.0	55.10925
L1S217.273917	350.0	29.50125
L1S321.273286	653.0	58.4539
L1S289.274926	618.0	50.14084
L1S209.273658	572.0	42.45176
L1S270.273598	517.0	45.29725
L1S354.274130	448.0	38.31716
L1S144.273302	470.0	42.86209
L1S338.273528	530.0	42.93183
L1S292.273647	493.0	38.54412
L1S339.274501	595.0	50.16089
L1S383.274632	565.0	46.08326
L1S363.274890	524.0	44.51482
L1S150.274261	538.0	48.91366
L1S256.274285	524.0	42.36578
L1S116.274735	491.0	36.34767
L1S284.274692	648.0	53.73318
L1S368.274020	571.0	48.71337
L1S244.274295	521.0	42.13528
L1S303.273579	474.0	41.17537
L1S242.273860	557.0	45.3649
L1S346.273710	530.0	44.19208
L2S77.275174	582.0	50.90166
L2S46.274196	493.0	45.11522
L1S143.273938	470.0	35.8164
L1S233.274924	600.0	47.76989
L2S58.275074	441.0	40.23091
L2S4.274408	491.0	42.81235
L2S65.273492	537.0	52.58758
L2S74.275009	441.0	40.17663
L2S68.274198	480.0	50.20878
L2S102.273640	1169.0	110.85981
L1S274.273705	312.0	23.78821
L1S118.274243	536.0	40.05284
L1S1.275106	414.0	36.17538
L2S160.274499	661.0	66.04745
L2S321.273280	912.0	93.31678
L2S263.274998	774.0	77.89272
L2S136.274044	1179.0	115.79776
L2S119.273810	859.0	88.06432
L2S314.274562	774.0	79.66209
L2S346.274797	861.0	88.39855
L2S142.274028	1089.0	106.12829
L2S184.273588	1335.0	123.44469
L2S278.273562	879.0	91.19942
L2S317.274723	692.0	67.66437
L2S381.273428	958.0	95.61994
L2S351.273316	737.0	76.10138
L2S339.274279	402.0	45.64334
L2S268.274328	1151.0	111.66619
L2S141.273404	998.0	101.80549
L2S168.274483	1396.0	126.71579
L2S232.273319	1318.0	112.60952
L2S161.273767	911.0	89.71609
L2S297.273357	649.0	61.2308
L2S144.273964	1044.0	102.27796
L2S106.274109	787.0	81.35914
L2S310.273814	365.0	43.00567
L2S320.274818	455.0	46.63274
L2S105.273526	1110.0	102.65381
L2S254.273957	1195.0	117.81829
L2S182.273544	1300.0	119.80437
L2S231.274183	1124.0	101.61093
L2S153.273823	1255.0	122.82066
L2S247.274365	620.0	58.46358
L2S148.274630	856.0	86.5924
L2S287.274190	668.0	64.53445
L2S267.274489	747.0	69.83131
L2S233.274840	542.0	52.21471
L2S99.273432	1031.0	93.79618
L2S359.274772	1195.0	111.81393
L2S338.274929	772.0	78.11299
L2S270.273301	970.0	97.29981
L2S348.273779	639.0	63.57838
L2S191.274169	603.0	62.49421
L2S130.274473	928.0	93.68538
L2S329.273288	750.0	82.45642
L2S352.273618	795.0	78.95795
L2S369.274208	940.0	90.44973
L2S276.273904	496.0	45.54741
L2S269.274477	694.0	67.03144
L2S147.273854	958.0	90.09068
L2S325.273636	461.0	42.15167
L2S309.273691	784.0	74.09864
L2S292.274340	826.0	80.67628
L2S333.273582	875.0	93.66774
L2S249.273863	800.0	75.37574
L2S295.274733	712.0	71.71138
L2S271.274172	598.0	57.40207
L2S277.274780	572.0	54.67153
L2S306.274298	712.0	71.15634
L2S107.274394	1295.0	115.46427
L2S225.273366	1299.0	121.35625
L2S146.274684	1053.0	98.9108
L2S275.274761	996.0	96.33718
L2S382.274508	625.0	58.36794
L2S244.274518	424.0	46.50612
L2S344.274314	677.0	66.55404
L3S41.275001	499.0	49.16962
L3S227.273614	547.0	55.15232
L3S65.273270	791.0	77.1225
L3S187.273361	1057.0	100.33198
L3S312.274058	843.0	84.90612
L3S43.274572	462.0	50.64689
L3S217.273947	760.0	72.92062
L3S233.273356	351.0	37.04128
L3S213.274031	390.0	42.27649
L3S107.273949	539.0	58.80262
L3S205.274158	371.0	34.89122
L4S50.274371	794.0	80.10759
L3S293.275055	1020.0	97.12597
L3S286.274095	870.0	85.99777
L3S304.275091	648.0	75.22676
L2S122.275099	1123.0	106.90465
L3S318.273933	970.0	95.41265
L3S257.273445	971.0	95.46852
L3S57.274956	965.0	91.21531
L3S185.273706	561.0	50.84379
L3S29.273794	696.0	71.11643
L2S261.273625	984.0	95.50539
L3S76.273267	1040.0	91.90962
L3S44.274749	703.0	68.59366
L3S84.274061	977.0	95.62464
L3S320.273326	1279.0	121.90454
L3S362.275096	1452.0	129.62798
L4S38.275158	628.0	60.09583
L3S325.273412	1401.0	124.9309
L3S279.273431	923.0	94.84941
L3S282.273655	1203.0	112.89767
L3S246.273437	1172.0	115.64264
L3S250.273486	1016.0	96.10353
L4S181.274912	520.0	54.45769
L3S223.274889	754.0	73.31038
L4S242.275018	424.0	44.38852
L4S33.274689	941.0	94.73621
L3S284.274446	1084.0	103.68861
L2S202.273648	1153.0	111.79793
L4S177.274729	694.0	71.70566
L4S40.274573	690.0	64.38708
L3S210.274557	672.0	72.76243
L4S184.274599	731.0	77.3401
L4S179.274591	560.0	54.15629
L4S126.273575	619.0	62.18517
L3S195.274992	570.0	61.90205
L3S159.274097	559.0	59.58563
L4S94.273505	489.0	43.92535
L4S105.274484	886.0	86.61224
L3S209.273999	302.0	31.24363
L3S287.273761	840.0	79.33533
L3S231.273355	567.0	52.43599
L3S381.273470	494.0	45.83304
L2S286.274871	753.0	70.60417
L3S297.275024	1330.0	123.79697
L4S193.273943	777.0	77.37144
L4S253.274274	745.0	73.66885
L4S191.273409	1099.0	104.72242
L2S205.273328	949.0	87.15984
L4S31.274252	633.0	60.81621
L4S287.274631	570.0	58.25483
L3S310.273940	1139.0	114.1941
L3S193.273890	821.0	76.4952
L3S220.274691	405.0	43.24582
L4S207.274801	974.0	99.06321
L3S80.273494	543.0	52.34922
L3S191.275109	1012.0	97.54889
L3S289.274683	971.0	96.10839
L3S275.274900	1287.0	119.85113
L3S302.273750	885.0	92.79638
L3S332.273713	1367.0	130.95649
L3S379.274043	399.0	36.25913
L3S219.274311	507.0	49.48148
L2S257.273450	480.0	44.71268
L3S34.273781	507.0	53.65767
L4S141.274652	569.0	59.09081
L4S245.273426	545.0	52.67192
L4S43.274641	862.0	88.24618
L4S26.274218	450.0	48.07447
L4S182.274989	762.0	75.5259
L4S269.275022	587.0	63.10567
L4S35.274301	751.0	67.38971
L4S176.275098	611.0	61.13227
L4S1.273228	876.0	84.53443
L4S29.274036	697.0	67.64012
L4S236.274820	676.0	68.62155
L4S74.273368	448.0	42.96005
L4S92.274560	780.0	78.7976
L4S37.274769	593.0	52.22557
L4S180.275094	571.0	53.23297
L4S196.273506	1197.0	108.03576
L4S171.273212	563.0	53.98541
L4S244.273659	502.0	53.0571
L4S198.273770	908.0	90.38682
L4S178.274459	572.0	56.23687
L4S282.273852	642.0	59.37162
L4S11.274407	647.0	62.13409
L4S97.273347	449.0	42.6532
L4S32.274443	605.0	58.31358
L4S190.274189	457.0	47.92729
L4S84.274980	859.0	83.48225
L4S67.274944	614.0	63.8584
L4S61.274575	449.0	52.19109
L4S64.273421	276.0	31.75448
L4S137.274447	630.0	58.04405
L4S42.273513	593.0	54.81122
L4S165.274427	568.0	58.33163
L4S233.273529	625.0	59.32925
L4S225.274377	656.0	67.42098
L4S243.274813	516.0	55.03923
L4S41.273728	677.0	66.12818
L4S4.273869	767.0	72.90415
L4S54.274756	633.0	65.57638
L4S46.274317	450.0	48.11776
L4S222.274752	682.0	70.79885
L4S65.275071	608.0	63.21119
L4S166.274315	514.0	49.49845
L4S183.273842	577.0	60.60544
L4S156.274308	725.0	75.36361
L4S279.273227	515.0	52.34442
L4S234.273397	444.0	46.45994
L4S139.273988	773.0	79.75209
L5S64.273276	610.0	50.76763
L5S51.274396	894.0	85.64207
L5S47.273876	781.0	76.02289
L4S160.274108	732.0	72.98569
L5S9.274983	405.0	40.88554
L5S55.274213	258.0	33.1801
L4S19.274791	458.0	51.88727
L5S74.273257	581.0	59.80169
L5S58.273931	432.0	37.3479
L5S57.274776	335.0	29.59603
L4S206.273845	903.0	98.71459
L4S168.274699	469.0	56.30178
L5S73.274439	576.0	57.22266
L5S60.274531	738.0	69.91406
L5S13.274019	1127.0	108.60109
L5S22.274008	642.0	68.02576
L4S283.274460	644.0	60.27434
L5S65.273339	748.0	75.77887
L6S133.273898	333.0	31.29014
L2S117.275169	1052.0	99.52982
L3S27.273556	701.0	72.59307
L3S303.274230	1448.0	131.91338
L3S330.274669	1298.0	122.82027
L3S108.274542	843.0	76.78068
L3S131.274089	1356.0	121.06884
L3S324.273476	1458.0	132.24198
L3S39.274751	711.0	72.92512
L3S81.275006	995.0	96.4777
L3S285.274320	1081.0	103.48201
L3S89.273551	1352.0	116.46734
L3S16.274675	494.0	50.51667
L3S51.274805	738.0	76.31236
L2S101.274931	1148.0	100.75242
L3S139.273657	844.0	79.97911
L4S55.273741	493.0	53.28049
L4S146.273317	510.0	52.50589
L4S128.273697	967.0	95.63757
L3S155.274831	1448.0	123.72919
L3S98.273272	717.0	61.59522
L1S199.274339	556.0	42.36368
L1S200.273384	530.0	39.1503
L1S82.274709	447.0	42.14091
L4S278.274739	677.0	71.41943
L5S19.273381	980.0	94.66351
L2S223.274381	1299.0	116.00359
L2S133.274795	731.0	75.56696
L3S113.273888	725.0	71.81204
L3S207.274676	321.0	26.90058
L3S374.274233	938.0	88.03922
L3S63.273769	1246.0	114.55984
L3S245.274413	1129.0	103.56492
L3S342.274115	860.0	86.28369
L3S301.274885	1137.0	109.69782
L4S70.275142	830.0	74.73296
L4S148.274292	700.0	73.02491
L1S374.273604	468.0	40.85297
L1S177.273454	532.0	45.48126
L1S30.273279	371.0	29.82285
L1S128.274455	591.0	45.13171
L1S15.273775	319.0	27.53924
L1S76.274250	457.0	31.67515
L1S124.274955	391.0	32.61341
L1S31.274299	384.0	30.51042
L1S113.274445	470.0	41.27077
L1S171.273375	522.0	44.52361
L1S117.275153	428.0	32.28819
L1S98.273755	497.0	35.86339
L1S32.273346	383.0	27.79038
L1S173.274765	442.0	34.73719
L1S8.273930	327.0	23.40898
L1S172.273802	371.0	33.22177
L1S103.273727	491.0	37.2128
L1S13.273294	329.0	25.33977
L1S14.273420	384.0	30.69705
L1S114.274060	478.0	35.33417
L1S7.274850	277.0	21.29638
L1S25.273273	377.0	30.8492
L1S28.273497	388.0	28.92394
L1S75.273762	465.0	35.32766
L1S89.273535	452.0	32.38155
