,uc,ucr,ucrC,ucrss,ucrss_wfilter,uc_fast,ucr_fast,ucrC_fast,ucrss_fast,ucrss_fast_wfilter
uc,,0.9999910648407244,0.9988560103714113,0.9999912914924993,0.9999893461777963,0.9999881707257507,0.9999889022986158,0.9976055186195593,0.9999619599047759,0.9999865227114225
ucr,,,0.9988556788451187,0.9999984556640344,0.9999987739856827,0.999990566358598,0.9999947650002475,0.9975972828590669,0.9999673565973664,0.999993242059905
ucrC,,,,0.9988523949246844,0.9988567474144993,0.9988710832989485,0.9988617964381243,0.9990058898834994,0.9988550750132853,0.9988529126151758
ucrss,,,,,0.9999974365059482,0.9999899308208824,0.9999943029281727,0.9975944812122617,0.999968596422382,0.9999930934200227
ucrss_wfilter,,,,,,0.9999899312304628,0.9999942046793203,0.9975983792316135,0.9999647969313855,0.9999949195247454
uc_fast,,,,,,,0.9999964674063783,0.9976129164977513,0.9999702738666035,0.999992097304917
ucr_fast,,,,,,,,0.997605309953732,0.9999749451002293,0.9999961845159572
ucrC_fast,,,,,,,,,0.9975971273990998,0.9975982337740197
ucrss_fast,,,,,,,,,,0.9999665227386897
ucrss_fast_wfilter,,,,,,,,,,
