,uc,ucr,ucrC,ucrss,ucrss_wfilter,uc_fast,ucr_fast,ucrC_fast,ucrss_fast,ucrss_fast_wfilter
uc,,0.974007246783118,0.982908642473094,0.9740048652038845,0.9740084222037293,0.9999702778081532,0.9350614658191192,0.9884723022628135,0.9349356372787992,0.9350145350862274
ucr,,,0.9935730959813339,0.9999971720519162,0.9999969070438504,0.9739781574105999,0.9766327873902735,0.9747261406267577,0.976537636911481,0.9766146144378807
ucrC,,,,0.9935682743727159,0.993570856649069,0.9828469346804811,0.9788003054096013,0.9689707157247249,0.9788262459404078,0.9787878001739266
ucrss,,,,,0.9999946086978688,0.9739747741918316,0.9766302640274691,0.9747246971863149,0.9765362863545104,0.9766125178905133
ucrss_wfilter,,,,,,0.9739793438839188,0.9766362286412315,0.9747272719151281,0.9765383711963366,0.9766211369687902
uc_fast,,,,,,,0.9349732704167948,0.9884685224868556,0.9348465093269842,0.9349211610421228
ucr_fast,,,,,,,,0.954372100721226,0.9999651991823214,0.9999933049739829
ucrC_fast,,,,,,,,,0.9543910020400183,0.9543295953175917
ucrss_fast,,,,,,,,,,0.9999543357940395
ucrss_fast_wfilter,,,,,,,,,,
