	observed_species	PD_whole_tree
L2S357.274102	630.0	40.61531
L2S125.274921	1043.0	67.82061
L2S190.273784	963.0	63.6788
L2S152.273834	984.0	61.51042
L2S115.273884	1189.0	71.13818
L2S124.273871	1057.0	64.98059
L2S209.275051	1362.0	81.09306
L2S226.273622	1182.0	74.28794
L2S313.274461	517.0	37.70248
L2S116.274289	842.0	54.73942
L2S374.274430	472.0	33.88002
L2S170.274497	1246.0	75.73336
L2S140.275066	995.0	62.74478
L2S213.273541	694.0	47.49935
L2S279.273856	725.0	49.16805
L2S172.273405	1150.0	72.86604
L2S123.273268	1120.0	68.86718
L2S120.274680	773.0	49.66949
L2S181.275050	692.0	47.69493
L2S111.273340	942.0	61.30088
L2S188.274490	1154.0	71.50999
L2S171.274467	1137.0	69.46629
L2S260.273463	648.0	44.19899
L2S380.274540	986.0	61.02116
L2S336.273961	740.0	49.18466
L2S253.274272	745.0	46.87779
L2S189.274133	1147.0	72.79945
L2S290.274503	667.0	47.13964
L2S362.273633	1369.0	83.64537
L2S358.274273	885.0	57.59623
L2S135.274833	927.0	60.27502
L2S246.273825	718.0	46.78713
L2S307.273507	467.0	37.35454
L2S274.274264	574.0	40.82205
L2S169.274366	719.0	48.29941
L2S110.274511	1011.0	62.44585
L2S280.274825	510.0	38.0453
L3S348.275040	1318.0	76.52305
L3S354.274774	753.0	49.86055
L3S366.274441	996.0	62.18756
L3S349.273342	1142.0	71.06815
L3S13.274353	1244.0	71.46902
L3S49.274309	1074.0	66.45324
L3S352.273402	1190.0	71.53767
L3S14.273678	950.0	60.8777
L4S143.274451	1036.0	63.27782
L3S236.274861	989.0	63.29023
L3S316.273550	737.0	48.95532
L3S283.274703	635.0	46.80057
L3S272.273223	1083.0	67.86193
L3S345.275161	1571.0	93.68511
L4S163.274482	681.0	46.23067
L4S266.274150	731.0	48.93655
L4S113.274623	1082.0	67.28844
L2S350.274395	784.0	50.46884
L3S18.274069	531.0	36.92269
L3S60.273457	1260.0	73.25556
L3S298.274359	852.0	57.85688
L3S323.273475	1009.0	60.97741
L3S292.273460	1118.0	70.80164
L3S277.274737	974.0	60.60718
L3S351.274147	855.0	57.70773
L3S5.273971	1046.0	66.19599
L3S12.274558	1160.0	70.20335
L3S338.273995	1195.0	73.06866
L3S339.274517	868.0	57.48602
L3S235.274938	1046.0	65.99808
L4S95.275048	1110.0	72.24973
L4S265.274767	776.0	51.78621
L2S175.273504	676.0	43.69591
L4S162.273791	1011.0	62.37784
L3S322.274182	1217.0	73.37734
L3S291.273654	1154.0	69.96534
L3S61.274866	905.0	57.81836
L3S64.274657	1044.0	64.51179
L3S335.274841	1068.0	65.63769
L3S334.274682	1182.0	74.36193
L2S183.273458	949.0	62.78428
L3S341.273777	945.0	60.41584
L4S63.274255	942.0	58.54487
L3S311.275000	1259.0	73.14289
L3S347.273603	1181.0	70.47372
L4S69.274668	547.0	39.71794
L4S164.274024	844.0	52.70713
L3S19.274337	821.0	56.29327
L3S368.273619	1062.0	66.59111
L3S331.274038	1160.0	74.83676
L3S112.273498	485.0	35.1145
L3S309.273407	1244.0	76.83872
L4S263.274538	777.0	49.71172
L3S127.274265	999.0	62.86459
L4S52.273378	938.0	59.86063
L3S306.274286	1198.0	71.35693
L4S217.274713	273.0	18.81826
L3S295.274807	1010.0	60.98513
L3S23.273548	1021.0	62.19176
L4S147.274736	1147.0	69.69028
L3S364.274972	1143.0	70.17046
L3S321.273466	1284.0	76.63708
L4S121.273488	978.0	60.83302
L3S8.274112	472.0	33.2045
L3S261.274895	1327.0	79.13941
L4S125.274323	1279.0	77.59601
L3S314.273254	1378.0	77.88989
L4S116.274550	1465.0	90.44419
L4S151.274948	1044.0	62.29514
L4S157.274913	953.0	62.64484
L3S9.274798	1010.0	63.39912
L3S111.275165	825.0	54.55916
L3S361.273656	1083.0	69.00137
L4S53.273343	828.0	55.95295
L3S173.274644	675.0	46.76646
L4S255.273681	729.0	49.70072
L3S343.273923	989.0	65.28331
L3S253.273835	1209.0	71.79249
L3S356.273592	761.0	52.399
L3S62.274808	873.0	57.45746
L3S254.275029	783.0	50.79647
L4S110.274943	1341.0	78.98828
L3S274.275030	978.0	63.35379
L4S58.274981	780.0	52.84682
L3S280.273981	919.0	59.26176
L3S175.273516	521.0	37.16806
L3S17.274662	888.0	58.00777
L2S255.274361	971.0	64.73024
L3S336.275081	918.0	59.90852
L4S229.273698	1130.0	67.30692
L3S296.274568	1086.0	69.76474
L4S167.274554	574.0	38.4523
L4S274.273701	972.0	59.51843
L3S308.273771	986.0	59.66306
L3S267.273984	1004.0	62.90075
L3S95.273785	703.0	43.56627
L4S231.273354	1108.0	68.85237
L2S129.273959	1000.0	63.6961
L4S129.275011	415.0	29.41374
L4S133.273639	837.0	55.21257
L4S187.274677	961.0	58.51602
L4S48.273908	828.0	54.35838
L4S89.274390	1064.0	63.14543
L4S174.273514	463.0	33.59666
L4S23.275107	1061.0	66.76414
L4S6.274137	901.0	59.50526
L4S112.273401	739.0	50.93184
L4S150.273537	1186.0	70.48227
L4S120.274601	1317.0	78.27308
L4S257.274976	971.0	61.09035
L4S102.275028	1078.0	69.97015
L4S201.274355	1299.0	77.73776
L4S249.273807	593.0	41.17504
L4S114.273756	873.0	56.57154
L4S135.273226	848.0	54.52455
L4S124.274897	683.0	45.67308
L4S261.274930	716.0	47.44195
L4S170.273867	558.0	37.83961
L4S16.274238	779.0	50.3686
L4S109.273641	651.0	46.11837
L4S155.273702	731.0	50.33607
L4S175.274654	498.0	36.39222
L4S72.274334	657.0	43.79213
L4S77.273849	534.0	34.8229
L4S194.275019	598.0	40.98249
L4S123.274541	647.0	46.32618
L4S87.274154	831.0	55.06896
L4S80.274159	814.0	53.36074
L4S27.273795	788.0	53.68562
L4S202.273235	1002.0	63.08982
L4S78.273629	950.0	57.78258
L4S45.274753	707.0	45.64961
L4S107.275064	513.0	36.3209
L4S68.275042	711.0	46.90016
L4S127.274754	765.0	51.21854
L4S75.274965	940.0	61.35335
L4S82.275123	461.0	33.11339
L4S85.273674	882.0	58.67847
L4S62.274646	758.0	49.67245
L4S218.275057	893.0	56.91129
L4S256.274495	666.0	44.28714
L4S88.273311	798.0	53.56282
L4S17.273844	856.0	57.12624
L4S9.275080	929.0	60.4469
L4S57.274432	515.0	38.79824
L4S227.273305	1092.0	64.04734
L4S216.273617	950.0	59.37252
L4S248.274393	810.0	52.5141
L4S30.274615	958.0	59.09917
L4S81.273408	837.0	51.5201
L4S153.273928	792.0	54.82723
L4S138.274376	462.0	31.39218
L4S119.274207	931.0	61.29726
L4S152.274701	1071.0	63.53324
L4S91.274790	471.0	35.52964
L4S56.273478	1096.0	68.83822
L4S161.275088	1169.0	71.33671
L4S117.273939	1088.0	67.43581
L4S15.275110	665.0	45.6583
L4S172.273773	505.0	32.05982
L4S144.274046	596.0	41.62601
L4S108.274991	584.0	38.6672
L4S247.273983	1127.0	68.5192
L4S159.274898	791.0	50.28824
L4S7.273295	560.0	38.8496
L4S28.274864	899.0	57.4837
L4S189.275114	536.0	36.62063
L4S209.274347	779.0	52.03834
L4S5.273376	762.0	49.48003
L4S195.274073	1043.0	65.65695
L4S258.273669	853.0	58.24286
L4S25.274037	991.0	62.39946
L4S186.273861	815.0	52.64058
L4S203.274402	958.0	59.96355
L4S132.273739	896.0	57.97947
L4S83.274391	485.0	36.32897
L4S273.274149	1091.0	65.15754
L4S71.274481	702.0	45.44404
L4S260.274084	709.0	47.13215
L4S47.273816	809.0	51.91745
L4S122.274726	666.0	45.40939
L4S103.273853	591.0	40.36517
L4S66.273817	808.0	52.27547
L4S199.273553	650.0	45.47432
L4S185.274210	737.0	49.27243
L4S130.274090	631.0	40.3261
L4S259.274847	892.0	57.65153
L4S142.273680	444.0	33.00826
L4S2.275115	697.0	44.56993
L4S169.274837	462.0	36.03255
L4S284.273517	405.0	32.57794
L4S246.274195	577.0	41.49057
L5S5.274290	1466.0	82.74781
L4S106.273395	602.0	41.67542
L4S93.273870	349.0	24.56579
L4S60.274173	561.0	39.87127
L4S118.273855	449.0	31.86352
L5S1.274015	471.0	31.17961
L4S10.274622	1014.0	64.61108
L1S365.273336	520.0	32.1513
L1S142.273722	341.0	23.42579
L2S258.274781	288.0	20.45561
L2S250.274151	498.0	35.55375
L2S114.274971	579.0	39.70366
L2S243.274397	498.0	33.1157
L2S206.274681	934.0	61.27185
L2S149.273233	612.0	41.29468
L2S241.274532	428.0	27.26709
L2S291.274923	734.0	52.97762
L2S109.274119	645.0	42.88795
L2S121.274618	870.0	55.55714
L2S248.274500	495.0	29.34825
L2S97.273709	928.0	58.87465
L2S163.275092	1029.0	65.66648
L2S298.274162	779.0	52.50559
L2S356.273913	217.0	16.01336
L2S195.275103	1102.0	69.10331
L2S282.273560	572.0	35.94576
L2S302.273675	724.0	49.93516
L2S319.273895	408.0	29.30781
L2S180.273868	1183.0	71.48544
L2S383.274828	532.0	35.26869
L2S262.273847	841.0	55.11414
L2S242.274275	426.0	27.66324
L2S281.274734	493.0	32.72954
L2S304.274990	425.0	33.64174
L2S221.273916	885.0	56.45678
L2S300.273787	572.0	41.57481
L2S318.275058	723.0	49.71576
L2S301.275033	331.0	25.44037
L2S323.273891	426.0	30.98231
L2S327.274876	755.0	47.17558
L2S349.273530	428.0	32.97998
L2S252.274922	615.0	41.08447
L2S145.274590	798.0	53.38781
L2S373.274175	918.0	58.85198
L2S112.273209	855.0	55.20233
L2S264.274728	430.0	32.1011
L2S245.274823	371.0	27.93198
L2S283.274083	600.0	39.53121
L3S263.274471	985.0	63.36095
L3S222.273213	484.0	33.40661
L3S358.274034	1228.0	74.34473
L3S94.274418	549.0	40.11676
L3S204.274452	385.0	25.96816
L3S122.274454	849.0	54.51925
L3S177.273753	528.0	35.59044
L3S119.273566	834.0	56.09645
L4S44.274578	520.0	38.79419
L4S12.275133	281.0	22.38893
L3S355.274967	829.0	53.86531
L3S319.274074	609.0	42.85234
L3S264.274946	736.0	50.28124
L3S120.274633	823.0	52.06752
L3S333.274099	1084.0	68.91633
L2S28.274711	399.0	30.9825
L3S56.275137	822.0	55.19641
L3S256.274419	1089.0	69.81412
L4S235.274693	591.0	36.31661
L4S13.273883	376.0	25.48833
L3S198.274139	725.0	46.09126
L3S376.274011	492.0	29.97246
L3S307.275118	709.0	49.13202
L4S188.274117	656.0	44.00481
L3S249.274882	1017.0	62.57021
L3S252.274993	721.0	48.96014
L2S366.275139	887.0	58.21098
L3S196.274937	608.0	40.83454
L3S36.274919	350.0	27.12472
L4S104.274716	238.0	18.71199
L3S38.274968	545.0	35.48057
L3S145.274276	726.0	45.61052
L3S363.273899	990.0	60.66757
L3S90.273210	528.0	38.66123
L3S4.273960	546.0	39.66377
L3S140.273555	497.0	33.53546
L2S196.273424	1036.0	67.27503
L4S90.274104	581.0	42.81359
L4S34.273419	594.0	42.6172
L4S275.273953	494.0	36.09565
L4S51.273968	545.0	39.69097
L4S252.273716	436.0	33.1751
L4S22.273742	587.0	37.12015
L4S3.274049	480.0	28.51529
L4S8.274786	618.0	39.59914
L4S39.274588	746.0	47.67661
L4S240.275147	463.0	31.83499
L4S200.274383	970.0	61.85591
L4S270.273519	718.0	47.78102
L4S241.273621	455.0	31.3359
L4S214.273364	694.0	47.27293
L4S228.274625	603.0	41.10799
L4S224.273365	967.0	57.51648
L4S219.273703	590.0	38.28163
L4S100.273740	800.0	54.00783
L4S36.273864	376.0	26.07098
L4S18.274426	458.0	31.81616
L4S250.273987	463.0	33.24333
L4S24.274064	564.0	39.56973
L4S20.274959	894.0	56.69065
L4S73.274762	446.0	32.32408
L4S154.274326	526.0	37.28235
L4S208.273997	591.0	42.35682
L4S238.273642	527.0	35.2391
L4S223.273496	933.0	58.64785
L4S14.273726	567.0	38.76854
L5S12.273358	928.0	61.95844
L5S8.273635	493.0	31.55524
L5S49.274316	639.0	40.98913
L5S17.275120	736.0	48.70499
L4S204.274577	477.0	35.28747
L4S239.275052	418.0	27.11007
L5S37.273534	1074.0	65.16263
L6S43.274193	238.0	17.32801
L4S220.274525	918.0	58.59689
L5S16.273599	831.0	52.02071
L3S109.273665	637.0	44.78256
L4S134.275056	519.0	36.93142
L4S101.274773	669.0	45.93945
L2S128.274420	733.0	49.77217
L1S259.273813	390.0	26.21063
L1S219.274012	355.0	23.75447
L1S44.274905	436.0	27.88636
L1S336.273230	397.0	25.42559
L1S342.273734	426.0	27.56263
L1S294.273585	394.0	24.74779
L1S271.274887	430.0	28.23307
L1S326.273313	423.0	26.07764
L1S318.274878	408.0	25.16756
L1S347.273632	431.0	30.85656
L1S231.274180	378.0	24.69429
L1S246.273352	362.0	24.23234
L1S312.273453	419.0	26.90812
L1S279.274262	327.0	27.80376
L1S348.273330	386.0	27.14162
L1S297.274827	414.0	26.37693
L1S372.273563	341.0	24.78523
L1S262.273236	448.0	31.45594
L1S290.274811	433.0	28.08819
L1S369.274936	488.0	33.73276
L1S254.273387	388.0	26.3009
L1S180.274231	273.0	17.84155
L1S139.274985	392.0	25.35986
L1S160.274321	413.0	27.27531
L1S376.273829	428.0	29.41257
L1S214.274105	521.0	34.32908
L1S378.274245	432.0	31.6577
L1S315.273440	353.0	22.19067
L1S168.274809	391.0	24.31231
L1S273.274399	373.0	24.73793
L1S359.274297	318.0	20.98522
L1S298.274209	360.0	22.75043
L1S291.274814	386.0	25.12411
L1S269.274498	395.0	26.33756
L1S237.274775	412.0	26.79294
L1S296.273278	435.0	29.11482
L1S313.273714	482.0	32.57822
L1S328.274091	352.0	22.83083
L1S255.274966	410.0	27.48971
L1S181.274221	321.0	21.88071
L1S277.273248	375.0	25.64392
L1S283.273819	334.0	26.20026
L1S295.274567	380.0	26.00545
L1S213.274333	428.0	28.16433
L1S280.274513	291.0	23.72212
L1S202.273285	329.0	25.99648
L1S135.274571	296.0	18.70709
L1S148.273970	402.0	26.87141
L1S322.273615	356.0	24.20562
L1S56.273967	315.0	21.00118
L1S272.274746	266.0	22.28167
L1S285.274434	431.0	27.88985
L1S278.274121	452.0	31.44406
L1S261.274799	466.0	32.63425
L1S220.273571	376.0	23.53933
L1S146.273215	390.0	24.79867
L1S276.273690	402.0	26.64848
L1S293.275143	426.0	29.81717
L1S215.273708	417.0	27.34728
L1S19.274514	284.0	18.48581
L1S314.273495	413.0	28.74151
L1S217.273917	242.0	16.71384
L1S321.273286	475.0	33.61559
L1S289.274926	403.0	27.76094
L1S209.273658	380.0	23.42643
L1S270.273598	395.0	26.19134
L1S354.274130	348.0	23.77047
L1S144.273302	342.0	24.21696
L1S338.273528	394.0	25.73031
L1S292.273647	387.0	24.69322
L1S339.274501	411.0	27.57045
L1S383.274632	411.0	28.10726
L1S363.274890	388.0	25.56953
L1S150.274261	382.0	27.32002
L1S256.274285	344.0	23.35979
L1S116.274735	306.0	20.12364
L1S284.274692	440.0	30.36814
L1S368.274020	410.0	27.98462
L1S244.274295	375.0	23.04324
L1S303.273579	348.0	23.77527
L1S242.273860	383.0	24.57027
L1S346.273710	406.0	27.34966
L2S77.275174	409.0	28.44696
L2S46.274196	389.0	26.52494
L1S143.273938	339.0	20.78546
L1S233.274924	389.0	25.25466
L2S58.275074	369.0	24.99687
L2S4.274408	377.0	25.40599
L2S65.273492	422.0	30.93429
L2S74.275009	334.0	23.32368
L2S68.274198	389.0	30.61498
L2S102.273640	1013.0	66.96752
L1S274.273705	267.0	16.4742
L1S118.274243	364.0	24.04042
L1S1.275106	289.0	20.12313
L2S160.274499	612.0	41.16122
L2S321.273280	815.0	55.15709
L2S263.274998	652.0	42.71581
L2S136.274044	995.0	65.66075
L2S119.273810	756.0	52.84482
L2S314.274562	633.0	44.07608
L2S346.274797	792.0	53.54614
L2S142.274028	944.0	61.59793
L2S184.273588	1141.0	72.20264
L2S278.273562	719.0	49.45051
L2S317.274723	591.0	39.3716
L2S381.273428	850.0	54.12167
L2S351.273316	668.0	44.76192
L2S339.274279	323.0	24.22769
L2S268.274328	954.0	61.74483
L2S141.273404	843.0	57.17689
L2S168.274483	1248.0	75.62257
L2S232.273319	1123.0	68.75503
L2S161.273767	775.0	52.52114
L2S297.273357	542.0	38.12662
L2S144.273964	881.0	61.09745
L2S106.274109	626.0	40.78669
L2S310.273814	278.0	23.0552
L2S320.274818	370.0	26.06777
L2S105.273526	960.0	61.12153
L2S254.273957	1005.0	65.91829
L2S182.273544	1156.0	71.22107
L2S231.274183	928.0	59.0927
L2S153.273823	1056.0	68.72139
L2S247.274365	498.0	33.35252
L2S148.274630	802.0	53.05848
L2S287.274190	577.0	39.80123
L2S267.274489	579.0	39.26072
L2S233.274840	460.0	31.72452
L2S99.273432	891.0	56.77101
L2S359.274772	1013.0	62.57217
L2S338.274929	702.0	49.84616
L2S270.273301	793.0	53.17776
L2S348.273779	526.0	35.41372
L2S191.274169	488.0	35.02097
L2S130.274473	824.0	55.19194
L2S329.273288	636.0	44.87636
L2S352.273618	695.0	46.74967
L2S369.274208	826.0	54.41474
L2S276.273904	429.0	27.64522
L2S269.274477	614.0	39.87653
L2S147.273854	859.0	55.79685
L2S325.273636	337.0	21.59822
L2S309.273691	713.0	44.76366
L2S292.274340	730.0	50.80457
L2S333.273582	769.0	52.8028
L2S249.273863	656.0	40.98956
L2S295.274733	605.0	41.0307
L2S271.274172	450.0	29.06204
L2S277.274780	450.0	29.81144
L2S306.274298	597.0	40.74773
L2S107.274394	1100.0	68.83328
L2S225.273366	1122.0	69.80877
L2S146.274684	900.0	57.86878
L2S275.274761	857.0	54.55216
L2S382.274508	513.0	34.36512
L2S244.274518	378.0	26.60271
L2S344.274314	594.0	41.83841
L3S41.275001	455.0	32.16391
L3S227.273614	495.0	35.19412
L3S65.273270	710.0	46.73405
L3S187.273361	960.0	59.92353
L3S312.274058	749.0	49.14838
L3S43.274572	431.0	30.9938
L3S217.273947	667.0	43.61481
L3S233.273356	322.0	23.93145
L3S213.274031	342.0	26.0699
L3S107.273949	467.0	34.87811
L3S205.274158	316.0	22.60553
L4S50.274371	677.0	45.16302
L3S293.275055	896.0	57.16856
L3S286.274095	746.0	52.13714
L3S304.275091	614.0	45.58816
L2S122.275099	993.0	64.65981
L3S318.273933	816.0	53.09056
L3S257.273445	875.0	60.86538
L3S57.274956	857.0	52.21933
L3S185.273706	504.0	32.79596
L3S29.273794	634.0	42.17464
L2S261.273625	834.0	55.36952
L3S76.273267	942.0	58.00284
L3S44.274749	645.0	42.07942
L3S84.274061	882.0	57.5608
L3S320.273326	1108.0	71.53538
L3S362.275096	1211.0	73.86529
L4S38.275158	512.0	31.84168
L3S325.273412	1201.0	74.01529
L3S279.273431	845.0	55.62148
L3S282.273655	1017.0	64.60226
L3S246.273437	992.0	64.88686
L3S250.273486	934.0	58.03609
L4S181.274912	469.0	32.27111
L3S223.274889	653.0	41.59228
L4S242.275018	353.0	25.52491
L4S33.274689	863.0	56.14811
L3S284.274446	914.0	61.51059
L2S202.273648	1072.0	65.94526
L4S177.274729	588.0	39.53409
L4S40.274573	591.0	39.23689
L3S210.274557	585.0	40.94728
L4S184.274599	622.0	42.81282
L4S179.274591	537.0	34.49691
L4S126.273575	519.0	35.39171
L3S195.274992	512.0	35.56644
L3S159.274097	509.0	36.29246
L4S94.273505	430.0	28.04479
L4S105.274484	763.0	51.72537
L3S209.273999	237.0	17.9995
L3S287.273761	727.0	46.44593
L3S231.273355	488.0	32.33702
L3S381.273470	414.0	26.39701
L2S286.274871	688.0	44.14317
L3S297.275024	1193.0	73.51894
L4S193.273943	646.0	47.04761
L4S253.274274	708.0	46.99649
L4S191.273409	961.0	61.61502
L2S205.273328	844.0	52.2784
L4S31.274252	525.0	32.52734
L4S287.274631	516.0	34.97429
L3S310.273940	997.0	65.84754
L3S193.273890	741.0	46.82908
L3S220.274691	349.0	23.4189
L4S207.274801	804.0	58.98072
L3S80.273494	436.0	29.91451
L3S191.275109	877.0	57.64859
L3S289.274683	783.0	50.36524
L3S275.274900	1107.0	71.17555
L3S302.273750	765.0	52.95296
L3S332.273713	1219.0	75.65336
L3S379.274043	334.0	21.02715
L3S219.274311	444.0	29.5086
L2S257.273450	387.0	26.02454
L3S34.273781	436.0	29.22913
L4S141.274652	494.0	34.79867
L4S245.273426	453.0	30.1864
L4S43.274641	757.0	52.74598
L4S26.274218	325.0	23.99587
L4S182.274989	645.0	44.27108
L4S269.275022	513.0	38.50334
L4S35.274301	633.0	38.8103
L4S176.275098	503.0	34.98371
L4S1.273228	738.0	49.04316
L4S29.274036	624.0	42.22433
L4S236.274820	620.0	43.62643
L4S74.273368	398.0	25.51475
L4S92.274560	683.0	46.11562
L4S37.274769	571.0	35.50024
L4S180.275094	498.0	32.29996
L4S196.273506	1067.0	65.09139
L4S171.273212	500.0	34.72787
L4S244.273659	448.0	33.27
L4S198.273770	784.0	52.29824
L4S178.274459	516.0	32.70946
L4S282.273852	618.0	41.20149
L4S11.274407	562.0	37.0913
L4S97.273347	354.0	26.07773
L4S32.274443	501.0	33.13133
L4S190.274189	395.0	28.36192
L4S84.274980	714.0	48.55343
L4S67.274944	544.0	39.29508
L4S61.274575	433.0	34.79492
L4S64.273421	197.0	17.96971
L4S137.274447	511.0	32.77175
L4S42.273513	509.0	33.52889
L4S165.274427	522.0	35.87855
L4S233.273529	558.0	37.19443
L4S225.274377	581.0	40.62103
L4S243.274813	430.0	30.8376
L4S41.273728	595.0	44.00127
L4S4.273869	674.0	42.39339
L4S54.274756	560.0	39.01082
L4S46.274317	386.0	29.59181
L4S222.274752	607.0	41.62678
L4S65.275071	491.0	34.16992
L4S166.274315	476.0	31.0722
L4S183.273842	505.0	34.86969
L4S156.274308	592.0	39.31501
L4S279.273227	463.0	32.41756
L4S234.273397	365.0	26.93893
L4S139.273988	686.0	45.03325
L5S64.273276	506.0	32.174
L5S51.274396	810.0	50.91573
L5S47.273876	700.0	44.46642
L4S160.274108	644.0	43.54097
L5S9.274983	332.0	24.48297
L4S19.274791	368.0	28.76714
L5S74.273257	531.0	36.96449
L5S58.273931	355.0	22.03366
L5S57.274776	313.0	20.0752
L4S206.273845	723.0	55.65972
L4S168.274699	396.0	33.27516
L5S73.274439	513.0	34.12252
L5S60.274531	625.0	39.84901
L5S13.274019	950.0	63.00793
L5S22.274008	555.0	38.91886
L4S283.274460	557.0	35.75551
L5S65.273339	670.0	44.37617
L6S133.273898	276.0	17.96526
L2S117.275169	892.0	54.81468
L3S27.273556	673.0	44.70889
L3S303.274230	1248.0	77.45851
L3S330.274669	1063.0	69.42717
L3S108.274542	695.0	45.52723
L3S324.273476	1241.0	77.33796
L3S39.274751	647.0	43.86134
L3S81.275006	907.0	55.78275
L3S285.274320	983.0	62.19248
L3S89.273551	1194.0	70.8456
L3S16.274675	391.0	29.00143
L3S51.274805	668.0	46.09552
L2S101.274931	986.0	62.33747
L4S55.273741	449.0	32.0511
L4S146.273317	374.0	28.23677
L4S128.273697	841.0	54.36086
L3S98.273272	634.0	39.59669
L1S199.274339	370.0	23.80679
L1S200.273384	377.0	23.62355
L1S82.274709	324.0	22.48091
L4S278.274739	596.0	39.95047
L5S19.273381	884.0	55.80054
L2S223.274381	1009.0	66.79912
L2S133.274795	639.0	43.84983
L3S113.273888	646.0	43.2874
L3S207.274676	283.0	19.48742
L3S374.274233	785.0	51.15379
L3S63.273769	1093.0	66.58266
L3S245.274413	1014.0	63.47209
L3S342.274115	711.0	47.7829
L3S301.274885	1027.0	64.7685
L4S70.275142	709.0	46.45074
L4S148.274292	599.0	42.72711
L1S374.273604	373.0	25.59321
L1S177.273454	372.0	26.10762
L1S30.273279	258.0	18.53116
L1S128.274455	396.0	25.08271
L1S15.273775	238.0	17.0209
L1S76.274250	312.0	18.71122
L1S124.274955	274.0	18.68486
L1S31.274299	253.0	16.78618
L1S113.274445	327.0	23.52134
L1S171.273375	380.0	25.72322
L1S117.275153	295.0	19.89355
L1S98.273755	337.0	21.93896
L1S32.273346	280.0	16.60948
L1S173.274765	330.0	21.59516
L1S8.273930	223.0	14.19014
L1S172.273802	263.0	19.09284
L1S103.273727	356.0	23.10259
L1S13.273294	254.0	16.97576
L1S14.273420	272.0	17.97917
L1S114.274060	344.0	22.29506
L1S7.274850	193.0	12.67234
L1S25.273273	245.0	17.15456
L1S28.273497	276.0	17.34505
L1S75.273762	341.0	21.75337
L1S89.273535	332.0	20.87119
L1S126.274219	351.0	23.56513
L1S34.274509	337.0	21.04007
L1S110.274759	403.0	25.72406
L1S123.274118	335.0	21.93647
L1S49.273695	351.0	22.06818
L1S51.274027	284.0	20.48731
L1S97.274918	334.0	22.96902
L1S169.274242	376.0	27.32158
L1S20.274555	272.0	18.73315
L1S162.273721	384.0	25.07693
L1S90.273946	400.0	25.37483
L1S4.273385	216.0	13.47431
