	observed_species	PD_whole_tree
M21Plmr.140842	215.0	27.13492
M21Pinl.140313	95.0	15.33261
M21Kner.140721	195.0	26.45926
M21Fotr.140859	221.0	28.26084
M53Fotr.140451	311.0	34.6353
F22Plmr.140357	140.0	20.63761
F22Labi.140560	109.0	15.40001
M31Fcsw.140368	180.0	18.58742
F22Fcsp.140783	174.0	16.2756
M22Nose.140594	158.0	18.97771
M21Fcsp.140319	142.0	13.73679
F31Fcsw.140492	166.0	16.54983
F32Fcsp.140464	151.0	15.49556
M21Fcsw.140493	174.0	15.13169
F32Fcsw.140706	155.0	16.82911
F31Fcsp.140571	145.0	15.15836
M21Plml.140352	237.0	28.15851
M21Hair.140504	200.0	23.80466
M33Fcsw.140557	166.0	17.20236
M24Knee.140796	178.0	23.63671
F34Fcsw.140733	170.0	15.87976
M53Fcsw.140426	114.0	10.7066
M13Fcsw.140390	196.0	17.76255
M54Urin.140480	134.0	18.03374
M22Fcsw.140276	162.0	15.76121
M22Fcsp.140527	123.0	11.78976
M24Fcsw.140647	193.0	17.77093
F24Fcsw.140765	163.0	16.06491
F22Kner.140705	194.0	28.17119
M32Fcsw.140646	146.0	15.3631
F22Fcsw.140281	181.0	17.47474
M21Nstl.140369	221.0	23.97298
F21Aptr.140500	61.0	10.20434
M21Nstr.140593	227.0	26.43425
M11Fcsp.140589	147.0	18.70663
F11Fcsw.140616	219.0	22.29307
M23Fcsw.140821	211.0	19.30924
M22Forl.140587	203.0	25.26748
M53Fotl.140376	355.0	38.90874
F21Fcsp.140536	194.0	19.7259
F21Plml.140704	171.0	22.64029
F21Fcsw.140506	201.0	20.04485
M22Nstl.140860	192.0	22.88295
M43Fcsw.140714	178.0	17.08095
M32Fotr.140562	242.0	30.23276
M14Plml.140544	106.0	12.03735
F32Pinr.140328	35.0	7.36604
F33Plmr.140674	338.0	31.10614
F32Labi.140727	44.0	7.15699
M41Nstl.140739	110.0	12.88121
M32Nstr.140494	114.0	16.53167
M33Knee.140298	142.0	17.11913
M43Nost.140345	97.0	11.50798
F22Aptr.140609	49.0	7.77442
M14Knee.140681	148.0	18.22504
F22Nstr.140671	78.0	11.15818
M22Nstr.140393	192.0	21.93791
M54Knee.140481	177.0	22.81207
M14Nost.140445	62.0	8.30373
M31Glns.140477	93.0	9.74767
M11Knel.140676	145.0	16.97129
M21Indl.140576	200.0	23.00592
