OTU	Test-Statistic	P	FDR_P	Bonferroni_P	skin/other_mean	oral_mean	gut_mean	taxonomy
denovo164	288.653292132	2.08801696012e-63	2.70590936362e-60	3.51768217271e-59	0.0062893081761	0.0	2.80952380952	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__
denovo2111	281.057274147	9.31511818836e-62	1.12094140085e-58	1.56931796119e-57	0.0922431865828	4.26086956522	0.0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;s__
denovo20240	278.390877306	3.53336975226e-61	3.96844534775e-58	5.95266802163e-57	0.0356394129979	0.0	3.02380952381	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo5081	275.69523713	1.36000314794e-60	1.43199831458e-57	2.29119730333e-56	0.0104821802935	0.0	6.0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__
denovo9924	271.084026676	1.36411674883e-59	1.35183969809e-56	2.29812748676e-55	0.0020964360587	0.0	1.02380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
denovo21119	267.813190227	7.00010656964e-59	6.55171085438e-56	1.17930795379e-54	0.14465408805	8.80434782609	0.214285714286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar
denovo695	265.060781286	2.77193255574e-58	2.45782882982e-55	4.66987477666e-54	0.0335429769392	1.76086956522	0.0	k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__
denovo8855	260.522162507	2.68121231122e-57	2.25851919036e-54	4.51703838071e-53	0.0293501048218	1.78260869565	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
denovo2222	258.485442079	7.4233412662e-57	5.9552871577e-54	1.25061030312e-52	0.0083857442348	0.0	1.57142857143	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
denovo21058	256.833307699	1.69572666182e-56	1.29854123053e-53	2.85679070718e-52	0.0041928721174	1.02173913043	0.0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__
denovo175	251.787626123	2.11354588902e-55	1.54812641706e-52	3.56069075924e-51	0.0566037735849	1.91304347826	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__
denovo12491	251.531609301	2.40217713178e-55	1.6862282558e-52	4.04694781391e-51	0.117400419287	2.13043478261	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo22532	251.30149733	2.69508959694e-55	1.81616697759e-52	4.54041744397e-51	0.0775681341719	3.97826086957	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__
denovo12486	250.956194005	3.20298475804e-55	2.07541093149e-52	5.39606842187e-51	0.0545073375262	0.0	1.33333333333	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
denovo2946	244.309050191	8.89127026225e-54	5.54782333734e-51	1.49791230108e-49	0.0	0.0	1.09523809524	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo18372	243.428866061	1.38068105859e-53	8.3072620693e-51	2.3260333794e-49	0.0901467505241	2.86956521739	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo1965	236.005802694	5.64925392997e-52	3.28182692959e-49	9.51729809582e-48	0.0062893081761	1.08695652174	0.0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__
denovo6744	235.206137169	8.42628722686e-52	4.73192203036e-49	1.41957660911e-47	0.398322851153	0.0217391304348	11.119047619	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo22780	234.38381704	1.27116172049e-51	6.90814887264e-49	2.14152615052e-47	0.710691823899	0.0217391304348	20.0714285714	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo19522	230.820725127	7.54946861795e-51	3.97455930645e-48	1.27185897807e-46	0.0020964360587	0.0	0.595238095238	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo8285	225.194981566	1.25756683887e-49	6.42006925285e-47	2.11862285344e-45	0.119496855346	2.84782608696	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nanceiensis
denovo7945	221.792492034	6.89242884007e-49	3.41519849026e-46	1.16116748669e-44	0.0083857442348	0.0	2.11904761905	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
denovo13739	221.440848	8.21733178901e-49	3.95535396141e-46	1.38437388649e-44	0.0146750524109	1.67391304348	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo15782	218.059330351	4.45674771493e-48	2.08563413204e-45	7.50828287534e-44	0.0020964360587	0.0	1.7380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
denovo4334	215.476612484	1.62124298362e-47	7.38191366082e-45	2.7313080545e-43	0.352201257862	0.0	4.42857142857	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
denovo20973	214.687576253	2.4053880553e-47	1.06640980441e-44	4.05235725677e-43	0.672955974843	30.1304347826	0.0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__
denovo7657	212.401781921	7.54291272125e-47	3.25834488756e-44	1.27075450615e-42	0.190775681342	0.0	39.4523809524	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo7574	211.868404681	9.84828206517e-47	4.1478501988e-44	1.65914007952e-42	0.0104821802935	0.0	1.35714285714	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__
denovo5977	209.82620027	2.73413234058e-46	1.12346164736e-43	4.60619275417e-42	0.0041928721174	0.608695652174	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar
denovo20190	209.591478788	3.07460022277e-46	1.23328071317e-43	5.17977899531e-42	0.786163522013	60.3695652174	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica
denovo16101	209.3538333	3.46252339262e-46	1.35658445571e-43	5.83331315954e-42	0.0	0.521739130435	0.0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
denovo4172	208.468734163	5.39000976426e-46	2.04822639201e-43	9.08054944985e-42	0.0356394129979	0.0	1.64285714286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
denovo18975	208.438900287	5.47101487746e-46	2.04822639201e-43	9.21701876406e-42	0.201257861635	9.32608695652	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
denovo747	208.257382711	5.9907877984e-46	2.1940609139e-43	1.0092680204e-41	0.140461215933	3.4347826087	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae
denovo955	207.673945594	8.02002453237e-46	2.8747521978e-43	1.35113353297e-41	0.0503144654088	2.28260869565	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__
denovo13443	207.219899921	1.00639961505e-45	3.53225298225e-43	1.69548143148e-41	0.247379454927	13.4347826087	0.119047619048	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo2873	206.707712555	1.30014124298e-45	4.47009786133e-43	2.19034795205e-41	0.0251572327044	0.0	1.2619047619	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo17758	205.966003105	1.88386898402e-45	6.34750815476e-43	3.17375407738e-41	0.0041928721174	0.0	0.833333333333	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
denovo21972	202.187275732	1.24620910319e-44	4.11664407088e-42	2.09948847615e-40	0.0251572327044	0.0	2.28571428571	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo24652	201.232600513	2.00861179742e-44	6.50751595215e-42	3.38390829512e-40	0.509433962264	15.0217391304	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo21777	198.620378514	7.41536971469e-44	2.35710818082e-41	1.24926733583e-39	0.0167714884696	0.0	3.64285714286	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo13689	197.258458959	1.46510881968e-43	4.57086820095e-41	2.46826882852e-39	0.557651991614	9.89130434783	0.0238095238095	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__
denovo6598	196.160032868	2.53740667295e-43	7.77230731257e-41	4.27476902192e-39	0.0566037735849	0.0	1.97619047619	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii
denovo19728	194.318118964	6.37318609561e-43	1.91730475273e-40	1.07369066153e-38	0.115303983229	0.0	12.619047619	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo22642	192.794560023	1.36519038401e-42	4.03497585956e-40	2.29993623995e-38	0.0293501048218	1.34782608696	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
denovo13181	192.080957103	1.9505187328e-42	5.66558432611e-40	3.28603890914e-38	0.0796645702306	0.0	6.11904761905	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
denovo15729	188.513448951	1.1609798391e-41	3.31508938124e-39	1.95590273493e-37	0.0251572327044	0.0	0.857142857143	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo11938	185.430488469	5.4235174347e-41	1.52283330371e-38	9.13699982225e-37	0.0	0.521739130435	0.0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
denovo15013	182.634795945	2.19461305755e-40	6.0610895378e-38	3.69726461806e-36	0.0083857442348	0.0	4.02380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo6657	181.760154135	3.39847449216e-40	9.23453222088e-38	5.72540997694e-36	0.0188679245283	0.913043478261	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula
denovo6852	178.418951513	1.80641256493e-39	4.83057658435e-37	3.04326324814e-35	0.0	0.0	0.47619047619	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo21044	178.177063529	2.03864803883e-39	5.36642242347e-37	3.43451035102e-35	0.0020964360587	0.0	0.52380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo24791	177.582028581	2.74506385306e-39	7.11478318963e-37	4.62460907326e-35	0.0104821802935	0.586956521739	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa
denovo4481	177.072523109	3.54152374932e-39	9.04000766739e-37	5.96640506048e-35	44.5890985325	0.0	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__
denovo14852	176.439173615	4.86093992361e-39	1.22227246109e-36	8.1892254893e-35	0.0314465408805	0.0	4.66666666667	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__
denovo20020	176.296617063	5.22006625912e-39	1.2932714157e-36	8.79424562675e-35	177.201257862	0.152173913043	0.404761904762	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
denovo15361	175.279911159	8.67862449088e-39	2.11896792461e-36	1.46208786798e-34	0.150943396226	13.5869565217	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica
denovo17551	175.096263943	9.51326038197e-39	2.2895699665e-36	1.60269897655e-34	0.0083857442348	0.521739130435	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__
denovo11192	173.867405102	1.75862276479e-38	4.1728898195e-36	2.96275177184e-34	1.25157232704	24.0217391304	0.0238095238095	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo2404	173.519116166	2.09316118266e-38	4.89770645059e-36	3.52634864442e-34	0.0	0.434782608696	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo17485	169.95474047	1.24393308864e-37	2.87075900607e-35	2.09565407443e-33	0.0062893081761	0.0	4.28571428571	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__;s__
denovo4059	169.334318753	1.69636726931e-37	3.86198640352e-35	2.85786993861e-33	0.0188679245283	0.586956521739	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo9587	169.25585454	1.76424206059e-37	3.96295813264e-35	2.97221859948e-33	0.1928721174	6.30434782609	0.0238095238095	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo2483	169.036496168	1.96875301856e-37	4.36415553995e-35	3.31675821037e-33	0.0356394129979	1.5	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo23728	168.125428721	3.10475274327e-37	6.7929570735e-35	5.23057694659e-33	0.0104821802935	0.0	0.714285714286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
denovo22484	165.020355625	1.46651015698e-36	3.16747392495e-34	2.47062966146e-32	0.0251572327044	0.0	1.52380952381	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo6897	164.687743137	1.7318527325e-36	3.69323075752e-34	2.91765229844e-32	0.0062893081761	0.0	0.833333333333	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
denovo15193	164.179687165	2.2327181961e-36	4.70182543121e-34	3.76146034497e-32	0.0230607966457	0.0	3.52380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__
denovo8127	163.824703099	2.6663534727e-36	5.54568604378e-34	4.49200569546e-32	0.186582809224	0.0	2.54761904762	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo17251	163.308449099	3.45160312949e-36	7.09136072226e-34	5.81491579225e-32	1.82599580713	37.2608695652	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa
denovo18439	162.400246121	5.43543898456e-36	1.10326313943e-33	9.15708405729e-32	1.36897274633	0.0217391304348	10.7857142857	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
denovo4042	162.186201651	6.04942074177e-36	1.21326894329e-33	1.01914591237e-31	0.0041928721174	0.478260869565	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__
denovo18082	161.654704106	7.89090866533e-36	1.56397809747e-33	1.32938138285e-31	0.0	0.54347826087	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella
denovo23409	160.785022431	1.21892221651e-35	2.3878119281e-33	2.05351825816e-31	0.16142557652	0.0	1.78571428571	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__
denovo6084	160.024226554	1.78312060465e-35	3.45290032489e-33	3.00402328266e-31	0.656184486373	59.1956521739	0.0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
denovo9885	159.48855796	2.33077137476e-35	4.46210288075e-33	3.92665053506e-31	0.109014675052	0.0	3.80952380952	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__
denovo20844	159.291350989	2.57230596771e-35	4.86917288068e-33	4.33356386381e-31	0.0188679245283	0.0	0.738095238095	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo5754	159.221536664	2.66368345621e-35	4.9861194652e-33	4.48750751868e-31	0.0251572327044	1.19565217391	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo19095	158.663722951	3.52054842211e-35	6.51765706234e-33	5.93106792673e-31	0.0104821802935	0.0	0.547619047619	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo17271	158.130774133	4.59556261256e-35	8.41537427542e-33	7.74214433338e-31	1.57651991614	71.5652173913	0.738095238095	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo6820	158.098720107	4.66980913857e-35	8.45938436101e-33	7.86722745574e-31	0.0167714884696	0.913043478261	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__
denovo9919	157.922485041	5.09997549112e-35	9.14034969137e-33	8.59192870989e-31	0.922431865828	0.0217391304348	77.2857142857	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo19939	156.827247437	8.81852423839e-35	1.56384924046e-32	1.48565677844e-30	0.249475890985	3.23913043478	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo4153	156.107495064	1.26382852976e-34	2.21788742092e-32	2.12917192408e-30	0.0083857442348	0.0	0.928571428571	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__
denovo1118	155.785717532	1.48443524837e-34	2.57817326076e-32	2.50082806293e-30	2.72536687631	72.7391304348	0.880952380952	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar
denovo14378	152.485737054	7.72934894489e-34	1.32873818035e-31	1.30216341675e-29	0.0020964360587	0.0	2.09523809524	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
denovo6508	152.38751753	8.11841060522e-34	1.34421897588e-31	1.36770863466e-29	0.0	0.0	0.404761904762	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
denovo22389	152.384672766	8.12996630363e-34	1.34421897588e-31	1.36965542317e-29	0.0	0.0	0.571428571429	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis
denovo2002	152.383859996	8.13327087251e-34	1.34421897588e-31	1.37021214389e-29	0.0	0.0	0.404761904762	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo12864	152.382559581	8.13856090342e-34	1.34421897588e-31	1.3711033554e-29	0.0	0.0	0.47619047619	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo5697	152.276710667	8.58089163325e-34	1.40351729462e-31	1.44562281345e-29	0.199161425577	2.80434782609	0.0238095238095	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo11007	152.015689554	9.77715346139e-34	1.58380484965e-31	1.64715704364e-29	0.0020964360587	0.0	0.333333333333	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
denovo669	150.242206385	2.37311841324e-33	3.80761199123e-31	3.99799259079e-29	0.0041928721174	0.369565217391	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
denovo2578	143.78543162	5.98949538596e-32	9.51934233653e-30	1.00905028767e-27	0.0083857442348	0.565217391304	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo12291	142.950285483	9.09368515963e-32	1.43178798023e-29	1.53201313884e-27	0.0440251572327	2.26086956522	0.0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__
denovo19137	142.698100064	1.03157612475e-31	1.60916323831e-29	1.73789629737e-27	0.0104821802935	0.0	0.642857142857	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus
denovo3335	140.981567774	2.43355705547e-31	3.76129685446e-29	4.09981357136e-27	0.0062893081761	0.521739130435	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
denovo7818	140.518838274	3.06705784598e-31	4.69733850284e-29	5.16707235312e-27	0.0041928721174	0.0	0.357142857143	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis
denovo7061	139.52821341	5.03307524469e-31	7.63893861687e-29	8.47922186472e-27	0.0020964360587	0.0	1.04761904762	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo9599	139.434025143	5.27577353923e-31	7.87130633762e-29	8.88809568154e-27	0.0	0.0	0.619047619048	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
denovo8234	139.432567437	5.27962020627e-31	7.87130633762e-29	8.89457616151e-27	0.0	0.0	0.619047619048	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__
denovo563	138.774656734	7.33611576753e-31	1.08413633628e-28	1.23591542336e-26	0.0041928721174	0.0	0.428571428571	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
denovo25095	138.06151477	1.04790759028e-30	1.53513905856e-28	1.76540991734e-26	0.14465408805	1.58695652174	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
denovo16792	137.669028189	1.27511796439e-30	1.85188899534e-28	2.1481912346e-26	0.0020964360587	0.413043478261	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__
