	observed_species	PD_whole_tree
M12Fcsw.140326	154.0	19.34454
M12Fcsp.140668	134.0	17.65461
M43Plml.140405	217.0	26.05962
F12Forr.140302	187.0	26.25012
F32Indl.140607	163.0	22.50339
F32Ewxr.140535	72.0	12.96105
M21Knel.140490	233.0	32.01083
M12Plmr.140584	122.0	16.52405
M23Plmr.140648	163.0	19.32401
F31Pinl.140395	61.0	10.81626
F22Pinl.140717	24.0	4.03722
M44Plmr.140868	169.0	19.82045
F11Indl.140283	169.0	22.90748
F11Mout.140583	139.0	16.41629
F11Frhd.140508	96.0	15.12119
F12Plmr.140839	241.0	31.6435
F31Nstr.140608	82.0	12.47306
M41Plmr.140782	187.0	26.92129
M43Frhd.140486	81.0	12.00825
F32Nstl.140804	121.0	17.93714
M41Indl.140854	186.0	20.58681
M32Mout.140657	145.0	15.65297
F34Plml.140846	169.0	21.78469
M41Plml.140691	166.0	21.37531
M32Tong.140309	99.0	12.18671
M31Plmr.140505	182.0	20.81401
M22Pinl.140526	86.0	12.77009
M63Ewax.140384	34.0	4.11346
F31Nose.140465	69.0	12.36736
F12Nose.140365	84.0	13.3346
F21Ewxl.140312	38.0	5.0292
M41Fotl.140801	29.0	2.90965
F23Fotr.140680	29.0	2.36093
M43Knee.140412	218.0	27.40107
M12Navl.140334	171.0	22.77759
F22Indl.140644	126.0	18.62753
M11Kner.140517	148.0	20.93513
M12Knel.140275	133.0	16.12616
F34Fotl.140856	338.0	34.7791
M12Hair.140590	61.0	8.15072
M32Forl.140592	147.0	22.33467
F13Plmr.140454	239.0	29.18364
F32Navl.140293	107.0	16.43748
F14Fotr.140665	107.0	14.18921
F34Nost.140282	62.0	8.63348
F13Fotr.140798	55.0	6.46382
F13Fotl.140488	83.0	10.7396
M41Fotr.140652	58.0	6.45189
M63Nost.140870	61.0	7.16307
M64Plml.140628	170.0	22.9991
M23Ewax.140338	49.0	5.41293
M21Ewxr.140654	61.0	8.9229
M24Ewax.140460	35.0	3.6879
F12Ewxl.140466	51.0	8.3665
M11Fotr.140751	85.0	12.40104
M63Urin.140645	31.0	7.80621
M34Urin.140663	93.0	17.49821
M14Uric.140532	118.0	18.13598
M42Forr.140521	200.0	27.81852
F32Indr.140459	94.0	14.36821
M32Indl.140814	152.0	20.80404
M32Plmr.140307	147.0	21.61535
M32Pinl.140666	85.0	12.73187
M42Hair.140700	96.0	14.88959
M23Fotl.140684	179.0	21.3438
M21Aptr.140329	117.0	16.69165
F32Plml.140737	162.0	23.77801
M31Mout.140342	166.0	18.87651
M22Aptr.140827	85.0	16.3276
M31Nstl.140392	66.0	9.04352
F22Ewxl.140693	38.0	5.30057
M33Fotr.140533	132.0	18.50997
M33Nost.140351	88.0	12.53311
F22Fotr.140698	61.0	10.85666
M13Knee.140288	113.0	12.92547
M42Fotr.140861	60.0	8.71477
M42Plml.140513	200.0	27.14165
M44Knee.140736	206.0	26.77692
F13Frhd.140649	59.0	10.40729
M42Knel.140699	162.0	23.07873
M32Nstl.140853	98.0	13.7966
M24Plmr.140833	175.0	22.13301
M12Plml.140817	125.0	16.44802
F32Nose.140543	56.0	9.85227
F24Fotr.140273	53.0	6.75002
F32Aptl.140820	167.0	23.37812
M42Forl.140600	224.0	28.98259
F13Fcsw.140387	233.0	22.93796
F32Plmr.140529	181.0	23.62966
M53Plmr.140520	94.0	14.3626
M22Plmr.140574	259.0	33.5617
M13Fotl.140685	99.0	12.53957
F11Indr.140809	205.0	27.49341
M42Nstr.140784	116.0	13.42908
M24Frhd.140442	66.0	9.34529
F31Hair.140753	75.0	14.81112
M42Nose.140308	98.0	12.45914
F32Hair.140769	52.0	8.41427
M41Nose.140779	56.0	7.07713
F31Pinr.140799	53.0	8.24787
M21Ewxl.140436	71.0	8.76537
F22Hair.140512	92.0	14.46394
M31Nose.140415	26.0	3.651
M12Indl.140438	71.0	9.7609
M31Nstr.140461	77.0	10.18443
M12Nstr.140690	63.0	8.56757
M41Pinr.140509	66.0	10.15502
M53Nost.140611	64.0	7.5757
F31Ewxr.140289	85.0	12.8495
F32Pinl.140578	36.0	6.70074
F11Nose.140325	67.0	10.8453
F22Pinr.140355	28.0	3.96979
M11Pinl.140316	79.0	11.07531
F12Pinl.140479	95.0	14.36605
F31Aptl.140409	71.0	12.50228
M21Frhd.140641	124.0	16.57149
M12Nose.140763	29.0	4.73643
M31Hair.140713	48.0	7.87563
M22Glns.140314	138.0	19.43018
M12Pinl.140722	66.0	9.45914
F33Frhd.140757	112.0	16.95001
M11Hair.140577	61.0	10.42287
F21Nose.140573	31.0	4.07054
M42Frhd.140770	99.0	10.81668
F32Ewxl.140542	48.0	9.62417
F21Frhd.140623	31.0	5.3405
M32Pinr.140389	63.0	9.43626
M13Nost.140290	51.0	6.41091
M22Forr.140708	205.0	29.87474
F32Frhd.140444	92.0	17.32848
F14Nost.140522	66.0	10.76426
M34Frhd.140638	50.0	6.36213
M22Ewxr.140787	89.0	14.89638
F32Pinr.140328	43.0	8.82938
M41Frhd.140449	67.0	10.51567
M63Frhd.140286	40.0	6.73793
M42Pinl.140354	119.0	13.82148
M34Nost.140408	73.0	12.55909
M11Plmr.140866	139.0	20.13676
M23Plml.140503	100.0	13.6714
M22Hair.140456	153.0	20.78246
M23Frhd.140404	55.0	7.59612
F31Indl.140679	156.0	22.87033
F31Urin.140602	20.0	3.58022
F31Labi.140819	47.0	7.6187
F24Nost.140792	83.0	13.64658
F23Ewax.140304	36.0	3.35204
M12Ewxr.140434	35.0	4.64264
M42Ewxr.140604	51.0	6.55801
F21Ewxr.140299	47.0	5.45523
M44Ewax.140411	51.0	5.6261
F21Fotl.140348	25.0	2.2295
F14Frhd.140741	50.0	9.1053
M44Fotl.140595	58.0	8.51653
F23Plmr.140435	172.0	19.94779
M12Nstl.140399	74.0	8.47616
F34Knee.140341	160.0	19.82785
F12Aptr.140530	171.0	26.03902
F11Nstl.140539	81.0	10.71194
M21Aptl.140554	108.0	17.06888
M41Urin.140696	91.0	14.38338
M21Navl.140850	47.0	6.93882
F12Indl.140710	140.0	20.14729
M42Ewxl.140553	57.0	7.31555
F13Ewax.140760	30.0	4.23733
F14Ewax.140371	34.0	4.48747
M12Pinr.140598	68.0	9.22306
M41Nstr.140549	94.0	9.44827
M53Frhd.140768	40.0	5.02297
M54Ewax.140661	33.0	4.97227
M12Fotl.140774	107.0	13.31077
M42Glns.140719	131.0	14.93551
F32Aptr.140339	125.0	19.97558
F21Indr.140440	122.0	16.8546
F33Knee.140702	205.0	28.44512
M43Fotr.140475	117.0	15.25686
F22Forr.140732	179.0	25.3553
M42Fotl.140742	48.0	7.99764
M13Frhd.140349	70.0	8.68026
M14Plmr.140579	119.0	14.24422
M14Frhd.140825	78.0	10.19298
M41Hair.140413	102.0	15.52247
M43Urin.140463	51.0	9.88488
F22Fotl.140421	38.0	5.95473
F21Fotr.140485	29.0	3.82159
F21Hair.140524	72.0	10.63262
M31Frhd.140336	26.0	4.05714
M13Plmr.140301	154.0	19.85483
F32Urin.140725	15.0	2.6215
F34Ewax.140285	63.0	10.3183
M33Ewax.140613	35.0	5.08858
M42Indr.140519	144.0	21.12942
M42Nstl.140363	131.0	15.62857
M53Plml.140660	102.0	14.45984
F23Nost.140510	82.0	12.44978
M22Navl.140637	62.0	10.50708
F31Aptr.140458	82.0	13.76437
M12Glns.140683	60.0	9.77026
M12Ewxl.140401	40.0	4.93844
M14Ewax.140489	20.0	2.38968
M11Ewxl.140424	38.0	5.40461
F22Ewxr.140747	40.0	4.79087
M43Ewax.140650	39.0	4.34983
M13Ewax.140391	26.0	3.77949
F11Ewxl.140795	48.0	7.77864
F12Nstr.140310	90.0	11.58687
M44Nost.140343	77.0	9.20458
M12Aptl.140844	58.0	6.09252
M23Nost.140669	84.0	10.98972
F21Aptl.140686	71.0	9.5588
F11Nstr.140303	76.0	10.75321
F22Aptl.140370	58.0	8.02345
M14Fotr.140729	95.0	12.65666
M11Frhd.140548	78.0	10.81794
F13Nost.140811	60.0	7.89243
M13Plml.140472	124.0	16.33862
M14Plml.140544	110.0	13.71421
M44Uric.140688	53.0	9.6898
M42Aptl.140537	70.0	7.93306
M12Aptr.140800	40.0	4.83582
M11Aptr.140378	64.0	7.88594
M34Ewax.140864	27.0	3.70936
M13Fotr.140755	127.0	16.07494
F34Frhd.140568	64.0	9.61114
F24Frhd.140858	18.0	3.80517
M11Nstl.140810	63.0	6.96369
F34Plmr.140416	141.0	18.23374
F23Frhd.140622	16.0	4.74773
F34Urin.140432	18.0	3.95184
F33Uric.140793	17.0	3.10795
F33Urin.140518	7.0	1.27289
M44Urin.140414	32.0	4.54839
F34Uric.140423	17.0	3.0199
M11Aptl.140830	71.0	8.73778
F33Nost.140487	52.0	9.35376
F21Nstr.140791	47.0	6.95762
M12Frhd.140766	81.0	12.00217
M31Pinr.140627	42.0	7.59741
F24Fotl.140630	37.0	4.19568
F23Fotl.140863	37.0	2.78917
M12Forl.140812	126.0	14.8453
M31Ewxr.140754	18.0	2.37264
M32Ewxl.140473	37.0	4.00199
F12Navl.140828	33.0	4.87511
M64Ewax.140550	42.0	3.31436
M64Nost.140402	60.0	7.19796
M11Fotl.140711	68.0	8.80588
M11Nose.140428	38.0	5.53455
M54Nost.140835	63.0	7.65636
F12Hair.140386	32.0	6.21553
F22Navl.140838	78.0	11.53264
M41Navl.140280	54.0	7.74662
F24Urin.140403	14.0	1.97947
M32Aptr.140847	27.0	3.20063
M32Ewxr.140697	24.0	2.92368
M41Aptl.140841	43.0	5.03801
M41Aptr.140772	70.0	7.99927
M42Aptr.140377	57.0	5.80722
F11Navl.140566	44.0	6.54224
M24Urin.140388	41.0	6.50598
M44Fotr.140394	39.0	6.21737
F14Fotl.140552	63.0	6.47296
M31Aptl.140756	30.0	4.05706
F23Urin.140495	12.0	2.317
M31Aptr.140474	45.0	6.23088
M63Uric.140617	32.0	7.16944
F22Frhd.140836	28.0	4.75839
M53Ewax.140448	30.0	4.04689
M32Aptl.140296	24.0	2.68567
F24Uric.140658	18.0	3.16644
