,uc,ucr,ucrC,ucrss,ucrss_wfilter,uc_fast,ucr_fast,ucrC_fast,ucrss_fast,ucrss_fast_wfilter
uc,,0.9999968015915618,0.9970028077920662,0.9999923548662057,0.9996587017132013,0.9999968092756855,0.99999628558741,0.99682730106698,0.9999866028474906,0.998449295896842
ucr,,,0.9970041323422034,0.9999984019153585,0.9996650443111506,0.9999998042506945,0.9999998464357203,0.9968310391269503,0.9999934388937217,0.9984603364998458
ucrC,,,,0.9970004169605405,0.9973870919505953,0.9969985305580193,0.9969995031043319,0.9998437835525992,0.997000538381015,0.9976014552311429
ucrss,,,,,0.9996650758209086,0.9999981843148524,0.9999985228986508,0.9968283052652174,0.9999946643273445,0.9984602479876677
ucrss_wfilter,,,,,,0.9996642297315985,0.999664592451905,0.997215747499171,0.9996603035908705,0.9994888522614603
uc_fast,,,,,,,0.9999999218976523,0.9968244326951943,0.9999931076721821,0.9984602887109316
ucr_fast,,,,,,,,0.9968258126970848,0.9999936509668955,0.9984610351027393
ucrC_fast,,,,,,,,,0.9968302806394037,0.9974261553491958
ucrss_fast,,,,,,,,,,0.9984571416399
ucrss_fast_wfilter,,,,,,,,,,
