	observed_species	PD_whole_tree
M31Urin.140563	127.0	16.35011
F21Nstl.140383	100.0	13.70773
F22Indl.140644	139.0	17.78656
M41Plml.140691	175.0	22.92425
F31Ewxr.140289	93.0	12.78529
F31Hair.140753	95.0	15.28872
M22Forr.140708	261.0	30.9885
M21Knel.140490	272.0	32.11385
M21Frhd.140641	174.0	18.83497
M22Ewxl.140750	149.0	18.42468
M42Nstl.140363	139.0	16.23646
M41Kner.140735	191.0	25.84042
M42Pinl.140354	144.0	14.23871
M22Hair.140456	212.0	22.25119
M21Navl.140850	49.0	6.45574
M41Hair.140413	110.0	15.96942
M41Forr.140728	227.0	28.0574
M41Navl.140280	53.0	8.78438
M21Aptl.140554	135.0	17.12346
M41Pinl.140284	71.0	10.15292
F31Indl.140679	187.0	23.9121
M42Forl.140600	242.0	28.61416
M41Nstr.140549	102.0	10.22982
F32Frhd.140444	91.0	13.65611
M41Nstl.140739	106.0	10.27241
F31Plmr.140385	207.0	28.09997
M44Urin.140414	32.0	3.62457
M23Nost.140669	105.0	12.89746
M64Plml.140628	180.0	22.33023
M43Urin.140463	68.0	10.01559
M23Plmr.140648	183.0	18.16369
M44Uric.140688	68.0	10.71942
M43Knee.140412	255.0	29.09217
M43Nost.140345	104.0	13.36234
M43Plml.140405	251.0	27.78649
M54Plml.140636	209.0	25.75243
M24Plmr.140833	209.0	22.24537
M13Uric.140340	68.0	11.50367
M44Plml.140614	225.0	24.30234
F24Knee.140744	157.0	17.47267
M22Plmr.140574	296.0	33.2906
F13Plmr.140454	266.0	29.51311
F23Tong.140417	121.0	12.90585
F23Plml.140585	174.0	22.08712
M23Ewax.140338	59.0	5.44061
F23Knee.140816	174.0	22.47924
M13Plmr.140301	182.0	19.30356
M53Plmr.140520	123.0	14.21129
F34Fotr.140673	372.0	39.4524
M23Plml.140503	127.0	13.7977
M24Frhd.140442	84.0	9.96572
M34Tong.140540	107.0	12.3733
M53Uric.140515	94.0	15.10089
M54Tong.140619	138.0	13.41819
M24Nost.140862	127.0	14.14222
F34Knee.140341	189.0	20.66931
F14Knee.140634	204.0	23.60128
M63Fotr.140467	297.0	32.6755
F34Fotl.140856	371.0	36.95539
M34Fotr.140476	199.0	24.55459
M63Frhd.140286	48.0	7.0237
F14Plmr.140786	204.0	25.53856
M43Frhd.140486	110.0	12.10703
M44Knee.140736	242.0	29.41131
M53Tong.140327	107.0	11.45245
F24Plml.140452	163.0	20.42035
F34Frhd.140568	75.0	8.20123
F34Plml.140846	204.0	20.91693
F24Frhd.140858	23.0	3.6975
M33Nost.140351	99.0	14.9385
F23Nost.140510	105.0	14.49041
F24Nost.140792	114.0	16.84563
M13Plml.140472	147.0	14.01127
M34Plml.140373	198.0	23.75796
M54Fotr.140667	263.0	29.72679
F24Tong.140829	138.0	14.45693
M22Fotl.140555	307.0	36.43477
M33Fotr.140533	141.0	17.86793
M64Plmr.140356	185.0	24.44226
M31Fcsw.140368	234.0	19.76989
F12Fcsw.140400	286.0	22.31635
M12Fcsw.140326	188.0	19.10667
F12Fcsp.140694	249.0	22.0482
F22Labi.140560	123.0	15.51487
F22Fcsp.140783	221.0	17.75863
M12Fcsp.140668	179.0	18.57992
M11Fcsw.140610	187.0	18.92228
M22Glns.140314	178.0	20.60297
M21Fcsw.140493	243.0	14.72824
F32Fcsp.140464	192.0	16.03695
M22Frhd.140287	162.0	16.4479
M41Fcsp.140643	159.0	15.56627
M21Aptr.140329	143.0	19.08629
M21Pinr.140516	112.0	17.5746
F31Fcsp.140571	177.0	14.64051
F13Fcsw.140387	257.0	23.9059
F14Fcsw.140752	232.0	20.46358
M64Fotl.140777	356.0	39.24013
M34Urin.140663	104.0	16.32153
F31Fcsw.140492	203.0	15.68722
M24Knee.140796	212.0	23.33064
M33Fcsw.140557	235.0	18.0335
M64Fcsw.140360	160.0	15.74787
F24Fcsw.140765	173.0	16.87996
M24Fcsw.140647	237.0	17.78673
M11Fotl.140711	75.0	9.94748
M22Fotr.140381	309.0	37.35115
M42Knel.140699	178.0	22.7972
M24Fotl.140320	282.0	30.95525
M21Fotl.140499	274.0	31.34042
F33Plmr.140674	389.0	34.1836
M23Fotr.140344	154.0	20.95197
F14Plml.140525	167.0	19.17722
F33Fotl.140406	364.0	37.24092
M33Urin.140845	267.0	35.32151
M21Fotr.140859	239.0	29.37351
M11Urin.140484	83.0	12.55577
M63Fotl.140731	247.0	31.4435
F11Pinl.140315	161.0	24.6345
M22Aptr.140827	90.0	14.86856
M42Glns.140719	152.0	17.17766
F14Fotr.140665	100.0	13.31557
M64Fotr.140624	206.0	23.73998
F13Fotr.140798	67.0	8.36136
M32Fotr.140562	279.0	33.45535
F12Hair.140386	28.0	5.65981
F22Forr.140732	209.0	26.16492
M32Fotl.140843	223.0	26.75537
F11Indl.140283	196.0	23.93228
F11Forl.140437	210.0	27.19679
M32Frhd.140776	61.0	9.27769
F12Pinr.140498	116.0	17.73174
M31Pinr.140627	59.0	7.75063
M31Pinl.140703	101.0	13.95522
F22Pinl.140717	27.0	2.91297
F12Navl.140828	52.0	5.60742
F22Ewxr.140747	46.0	4.99643
M11Forl.140337	190.0	22.5653
F11Frhd.140508	113.0	16.96937
F12Nose.140365	84.0	11.29933
M12Pinr.140598	76.0	9.35297
F21Nose.140573	50.0	6.80368
F21Knel.140372	171.0	24.73594
F32Hair.140769	49.0	8.7613
M22Ewxr.140787	87.0	11.511
F31Frhd.140832	73.0	12.19571
F31Knel.140379	124.0	21.32757
F31Indr.140675	190.0	23.17738
M22Navl.140637	70.0	9.95691
F31Nstr.140608	100.0	13.32453
F32Forr.140528	137.0	17.95539
M41Frhd.140449	78.0	10.33674
M22Pinl.140526	115.0	14.58632
F32Kner.140397	248.0	29.93503
F31Fotl.140715	231.0	28.28567
M41Pinr.140509	83.0	11.13952
F32Ewxr.140535	85.0	12.58517
F34Plmr.140416	160.0	16.54198
M23Frhd.140404	64.0	8.4629
F13Plml.140601	154.0	18.63153
F13Frhd.140649	70.0	10.71284
M54Uric.140775	117.0	18.35736
M64Knee.140570	216.0	24.60045
F23Frhd.140622	25.0	4.85225
M63Knee.140419	204.0	26.41425
F13Knee.140670	177.0	22.15557
F34Ewax.140285	85.0	10.86272
F14Frhd.140741	66.0	10.42647
M44Frhd.140730	87.0	10.61938
F33Nost.140487	65.0	9.7438
M44Ewax.140411	56.0	6.4111
F34Nost.140282	76.0	7.40442
M64Frhd.140834	38.0	6.11819
F11Pinr.140867	73.0	10.39381
M44Nost.140343	78.0	9.61767
F13Ewax.140760	26.0	3.49086
F13Tong.140677	114.0	12.84508
F21Fcsw.140506	240.0	20.41737
M54Urin.140480	171.0	18.65702
M23Fcsw.140821	251.0	17.67466
M22Fcsp.140527	158.0	11.15797
M34Fotl.140468	121.0	17.50149
M34Knee.140362	161.0	17.74087
F23Fcsw.140551	198.0	16.96316
M42Kner.140502	281.0	36.32601
M31Glns.140477	104.0	11.00649
M32Glns.140441	85.0	10.54443
F12Labi.140407	110.0	10.36392
F31Labi.140819	58.0	8.52175
M32Plml.140507	201.0	22.88418
M12Fotr.140278	113.0	14.01311
F12Aptr.140530	185.0	27.38052
F12Kner.140545	203.0	25.69685
M12Ewxr.140434	37.0	4.90676
M54Fotl.140823	288.0	33.3151
M41Plmr.140782	215.0	25.80719
M53Fotr.140451	342.0	37.21698
M53Knee.140318	228.0	25.05524
F31Aptl.140409	87.0	13.97248
M14Fotr.140729	100.0	13.12729
M33Plml.140822	213.0	25.67344
M34Plmr.140826	228.0	25.80251
M13Fotr.140755	133.0	17.60981
M14Plmr.140579	132.0	13.25405
M13Fotl.140685	102.0	12.91785
M11Knel.140676	166.0	17.07585
M11Mout.140852	195.0	19.40699
M31Nose.140415	36.0	4.07638
M32Indl.140814	187.0	20.42842
M32Tong.140309	108.0	12.62171
M41Knel.140855	231.0	31.07705
M21Ewxl.140436	71.0	9.54861
M22Tong.140364	140.0	15.74143
M14Tong.140420	114.0	12.17262
F31Forl.140333	179.0	23.32156
F11Tong.140366	113.0	12.31447
F21Kner.140678	129.0	19.86262
M31Kner.140321	197.0	22.13493
M11Fotr.140751	98.0	12.06017
M11Aptr.140378	64.0	7.01519
M32Fcsw.140646	187.0	15.41845
M32Fcsp.140470	132.0	12.43368
F11Aptl.140780	199.0	25.58104
F31Kner.140761	207.0	27.02764
F31Tong.140785	133.0	15.81607
M43Tong.140396	135.0	12.98037
M13Tong.140491	129.0	13.11238
F22Urin.140306	40.0	8.87936
F21Urin.140569	27.0	5.47229
F21Labi.140606	55.0	9.33771
F21Ewxr.140299	51.0	4.53529
M21Urin.140335	113.0	16.41012
M22Urin.140805	54.0	9.77063
F21Aptl.140686	64.0	9.92983
F22Nose.140758	47.0	7.48407
M54Knee.140481	217.0	26.23968
M14Knee.140681	169.0	16.57545
M14Fotl.140639	76.0	9.75872
M33Frhd.140580	85.0	10.72106
M33Uric.140581	70.0	11.16167
M11Nstl.140810	71.0	7.01639
M12Frhd.140766	100.0	12.80885
M12Fotl.140774	123.0	15.20821
F32Labi.140727	51.0	7.26743
M13Urin.140575	31.0	5.45702
M14Frhd.140825	82.0	7.17592
M14Nost.140445	70.0	9.5743
M32Nstr.140494	137.0	18.38918
M31Tong.140808	105.0	13.21371
M11Tong.140453	146.0	16.10121
M12Mout.140350	187.0	19.04164
M12Tong.140559	147.0	14.50028
F32Pinr.140328	47.0	9.6886
M53Urin.140277	98.0	15.29835
M33Tong.140346	116.0	14.41585
M64Tong.140427	100.0	11.71038
M63Tong.140865	130.0	15.28213
F33Tong.140358	101.0	11.03281
M23Tong.140462	96.0	10.79302
M12Aptr.140800	47.0	5.575
F11Fotl.140558	89.0	10.99612
F11Fotr.140431	99.0	10.47657
M12Forl.140812	133.0	13.13681
F12Fotr.140597	87.0	9.309
F12Fotl.140294	79.0	8.93214
F24Fotl.140630	46.0	7.02638
F13Fotl.140488	79.0	9.31303
M33Fotl.140701	84.0	11.93996
F24Fotr.140273	47.0	6.65356
M42Ewxr.140604	59.0	6.92786
M12Plmr.140584	137.0	17.1181
M11Pinr.140546	96.0	12.60935
M11Pinl.140316	87.0	11.42722
M12Plml.140817	148.0	17.83093
M14Plml.140544	136.0	12.85544
M34Ewax.140864	30.0	3.66576
M31Nstl.140392	70.0	10.00415
F32Pinl.140578	52.0	6.90601
M11Frhd.140548	88.0	11.56689
M12Aptl.140844	63.0	7.48461
F31Pinl.140395	72.0	10.78024
F21Fcsp.140536	228.0	19.37032
M21Tong.140323	117.0	14.46095
M44Tong.140642	128.0	13.29257
F12Tong.140538	108.0	10.35552
F22Frhd.140836	38.0	5.2147
M32Indr.140748	125.0	17.46917
F32Tong.140410	127.0	13.83234
F32Aptr.140339	147.0	19.70556
F34Tong.140848	97.0	9.9222
M24Tong.140439	124.0	13.14138
F14Tong.140430	106.0	10.18664
M14Uric.140532	146.0	18.86639
M54Nost.140835	72.0	8.30814
M14Urin.140599	80.0	11.64083
M24Uric.140635	78.0	12.25982
M24Ewax.140460	50.0	5.46632
M63Nost.140870	73.0	9.24317
M33Ewax.140613	40.0	5.8912
M64Nost.140402	65.0	7.17814
M12Hair.140590	69.0	8.43853
F14Uric.140596	43.0	8.38054
F22Aptr.140609	60.0	7.77662
M12Nstr.140690	67.0	6.37988
F22Nstl.140534	76.0	9.83028
M12Nstl.140399	68.0	7.65495
M12Indl.140438	84.0	9.49197
F22Nstr.140671	91.0	11.59491
M11Nose.140428	54.0	5.83439
M32Aptr.140847	36.0	5.14071
M31Nstr.140461	80.0	9.72817
M12Nose.140763	36.0	3.73571
M31Aptr.140474	49.0	6.21699
F11Nstr.140303	79.0	11.5871
F22Aptl.140370	64.0	7.96115
M31Frhd.140336	38.0	5.45242
F11Labi.140687	83.0	11.43908
M11Plml.140620	191.0	20.58966
F11Navl.140566	50.0	5.90538
M42Aptl.140537	83.0	8.77933
M42Aptr.140377	61.0	6.64772
M41Aptl.140841	55.0	5.84754
M41Aptr.140772	66.0	7.69228
M63Ewax.140384	47.0	5.06483
M53Nost.140611	68.0	8.05533
M13Nost.140290	64.0	6.0115
M34Nost.140408	87.0	11.64045
F21Nstr.140791	53.0	7.89195
F14Nost.140522	75.0	10.80241
M64Ewax.140550	54.0	4.8355
F13Nost.140811	51.0	6.97337
M34Frhd.140638	53.0	6.70689
M53Ewax.140448	43.0	4.70655
M54Frhd.140695	45.0	6.79488
M63Plmr.140815	163.0	17.80466
M12Pinl.140722	73.0	10.09626
M24Fotr.140398	231.0	25.45107
M64Urin.140764	123.0	17.48812
F21Frhd.140623	35.0	6.10913
M43Fotr.140475	129.0	16.58852
M43Ewax.140650	36.0	4.36119
F32Fotr.140582	143.0	21.55673
F11Urin.140632	36.0	7.73789
F32Navl.140293	117.0	16.9564
F31Nose.140465	99.0	15.93176
M42Ewxl.140553	58.0	7.72064
F31Pinr.140799	65.0	8.67359
F22Fotr.140698	66.0	10.47046
F31Aptr.140458	91.0	12.13353
M43Fotl.140659	136.0	19.27603
F12Urin.140382	40.0	7.23727
F24Uric.140658	24.0	3.96614
M63Uric.140617	37.0	8.18636
M63Urin.140645	35.0	7.75468
F22Fotl.140421	44.0	6.70533
M13Frhd.140349	79.0	8.04847
M44Fotl.140595	64.0	7.93017
M13Knee.140288	137.0	14.04199
F12Ewxl.140466	67.0	10.75347
M42Pinr.140457	55.0	7.07374
M23Uric.140523	66.0	11.59655
F13Urin.140615	48.0	8.3018
F13Uric.140806	48.0	9.00124
M24Urin.140388	42.0	7.50651
M41Ewxr.140794	62.0	8.71754
M53Plml.140660	121.0	14.85542
M11Aptl.140830	77.0	9.36917
M12Ewxl.140401	54.0	5.69404
F21Fotr.140485	38.0	3.93038
M32Nose.140531	48.0	5.60396
M32Ewxr.140697	28.0	4.26396
M41Fotl.140801	48.0	4.99128
M41Fotr.140652	52.0	5.14138
M42Fotr.140861	59.0	10.1334
M42Fotl.140742	66.0	9.20786
F23Fotr.140680	34.0	2.97503
M44Fotr.140394	59.0	6.76519
M23Fotl.140684	184.0	22.37137
M53Frhd.140768	45.0	5.66951
M64Uric.140672	104.0	14.08158
F14Urin.140297	25.0	4.76966
F21Pinr.140773	34.0	4.42565
M11Ewxl.140424	43.0	5.19039
F33Ewax.140872	69.0	10.1528
F11Ewxr.140797	62.0	9.63527
M13Ewax.140391	32.0	4.05794
F32Ewxl.140542	59.0	9.67536
F22Pinr.140355	21.0	2.49207
F11Ewxl.140795	52.0	8.20884
M31Ewxl.140375	31.0	3.99723
F22Ewxl.140693	32.0	2.97906
F21Ewxl.140312	42.0	4.58829
M31Ewxr.140754	19.0	2.93109
M41Ewxl.140482	61.0	7.00055
F24Ewax.140807	39.0	5.97144
F14Ewax.140371	43.0	6.36831
F23Ewax.140304	31.0	3.05848
M14Ewax.140489	24.0	3.05269
M54Ewax.140661	34.0	3.71801
M23Urin.140740	68.0	9.10239
F23Uric.140274	19.0	4.77411
M31Aptl.140756	35.0	3.75888
F23Fotl.140863	32.0	2.68539
M32Aptl.140296	29.0	4.73914
F34Urin.140432	17.0	2.59859
F31Urin.140602	14.0	2.15708
F23Urin.140495	15.0	2.02019
F34Uric.140423	15.0	2.08919
F32Urin.140725	13.0	1.76489
F33Uric.140793	19.0	3.14914
F33Urin.140518	8.0	1.10775
F24Urin.140403	15.0	3.17858
