	observed_species	PD_whole_tree
F21Indl.140446	160.0	21.04864
F21Indr.140440	157.0	18.85835
F21Plmr.140745	136.0	18.6504
M32Pinl.140666	92.0	13.37284
F11Nose.140325	72.0	9.82394
F12Mout.140450	149.0	13.97665
F12Forr.140302	228.0	27.19274
F21Forr.140353	182.0	23.27128
F21Mout.140380	187.0	16.29333
F22Kner.140705	211.0	25.2155
F21Forl.140295	221.0	28.03692
M31Fotr.140572	213.0	23.24862
M32Forl.140592	165.0	20.92122
M32Hair.140734	75.0	8.8279
M12Navl.140334	219.0	24.47859
M32Forr.140802	160.0	19.58127
F11Nstl.140539	78.0	9.5822
F22Tong.140837	148.0	14.17345
F21Aptr.140500	68.0	8.89489
F22Hair.140512	117.0	15.21465
F21Tong.140655	154.0	16.4033
F11Plml.140803	307.0	33.25205
F21Hair.140524	92.0	11.69001
M32Pinr.140389	71.0	8.82671
M11Kner.140517	194.0	21.77789
F22Plml.140347	160.0	17.99908
M11Plmr.140866	167.0	20.52687
M31Hair.140713	66.0	8.83048
F12Nstr.140310	94.0	11.376
F22Forl.140279	193.0	23.96705
M32Plmr.140307	171.0	17.93336
M32Ewxl.140473	37.0	4.71284
F22Navl.140838	98.0	12.83253
M41Tong.140317	154.0	14.73949
M12Forr.140849	146.0	15.67661
M21Ewxr.140654	68.0	8.72161
M22Plml.140625	260.0	21.37972
M42Hair.140700	114.0	14.52713
M41Forl.140496	173.0	20.35631
M22Nose.140594	203.0	19.3163
M42Urin.140778	47.0	7.83779
M22Nstr.140393	235.0	20.29796
M21Pinl.140313	98.0	10.71178
M21Kner.140721	221.0	25.27412
M41Indl.140854	223.0	21.14366
M42Plmr.140511	223.0	25.19209
M42Tong.140857	134.0	13.06262
M41Nose.140779	70.0	7.14156
M31Urin.140563	127.0	16.67447
F21Nstl.140383	98.0	12.68463
F22Indl.140644	141.0	18.59997
M41Plml.140691	183.0	22.5317
F31Ewxr.140289	96.0	11.55082
F31Hair.140753	96.0	13.56682
M22Forr.140708	245.0	27.70716
M21Knel.140490	287.0	33.41393
M21Frhd.140641	176.0	18.74484
M22Ewxl.140750	153.0	17.16076
M42Nstl.140363	134.0	14.21628
M41Kner.140735	192.0	24.11647
M42Pinl.140354	140.0	14.12427
M22Hair.140456	205.0	20.39777
M21Navl.140850	59.0	5.49917
M41Hair.140413	108.0	13.29215
M41Forr.140728	223.0	25.7112
M41Navl.140280	54.0	6.91648
M21Aptl.140554	132.0	16.74452
M41Pinl.140284	76.0	10.81099
F31Indl.140679	183.0	21.51523
M42Forl.140600	224.0	25.81658
M41Nstr.140549	106.0	9.48633
F32Frhd.140444	110.0	15.05806
M41Nstl.140739	95.0	9.75269
F31Plmr.140385	193.0	25.7192
M44Urin.140414	34.0	4.80113
M23Nost.140669	114.0	13.60632
M64Plml.140628	181.0	22.0307
M43Urin.140463	70.0	10.30315
M23Plmr.140648	173.0	16.96675
M44Uric.140688	67.0	10.57868
M43Knee.140412	253.0	27.6399
M43Nost.140345	101.0	10.57583
M43Plml.140405	261.0	26.85438
M54Plml.140636	203.0	23.00495
M24Plmr.140833	210.0	21.24005
M13Uric.140340	70.0	10.14382
M44Plml.140614	225.0	24.42359
F24Knee.140744	152.0	17.37874
M22Plmr.140574	289.0	31.41232
F13Plmr.140454	269.0	28.65821
F23Tong.140417	127.0	13.01081
F23Plml.140585	177.0	21.89216
M23Ewax.140338	61.0	6.08833
F23Knee.140816	161.0	21.23307
M13Plmr.140301	174.0	17.55855
M53Plmr.140520	127.0	14.14234
F34Fotr.140673	359.0	37.21694
M23Plml.140503	118.0	11.68775
M24Frhd.140442	85.0	9.09051
M34Tong.140540	111.0	12.3371
M53Uric.140515	97.0	14.8207
M54Tong.140619	138.0	13.25404
M24Nost.140862	110.0	12.56123
F34Knee.140341	185.0	19.11457
F14Knee.140634	211.0	24.45246
M63Fotr.140467	286.0	31.21139
F34Fotl.140856	398.0	37.58625
M34Fotr.140476	191.0	21.30167
M63Frhd.140286	51.0	6.04372
F14Plmr.140786	204.0	25.23302
M43Frhd.140486	92.0	9.71354
M44Knee.140736	247.0	28.28681
M53Tong.140327	112.0	12.56174
F24Plml.140452	162.0	20.34761
F34Frhd.140568	79.0	9.07062
F34Plml.140846	208.0	21.07127
F24Frhd.140858	24.0	3.86721
M33Nost.140351	95.0	13.51356
F23Nost.140510	93.0	12.44134
F24Nost.140792	115.0	16.05181
M13Plml.140472	156.0	16.27607
M34Plml.140373	203.0	23.16349
M54Fotr.140667	266.0	29.23986
F24Tong.140829	147.0	14.64585
M22Fotl.140555	317.0	35.64238
M33Fotr.140533	144.0	18.01939
M64Plmr.140356	199.0	23.79332
M31Fcsw.140368	243.0	19.79512
F12Fcsw.140400	281.0	22.11963
M12Fcsw.140326	183.0	18.79885
F12Fcsp.140694	238.0	22.63587
F22Labi.140560	131.0	14.55891
F22Fcsp.140783	220.0	16.59123
M12Fcsp.140668	170.0	17.15859
M11Fcsw.140610	184.0	17.54496
M22Glns.140314	166.0	17.6248
M21Fcsw.140493	238.0	15.70313
F32Fcsp.140464	189.0	15.35879
M22Frhd.140287	157.0	14.05586
M41Fcsp.140643	167.0	14.60572
M21Aptr.140329	135.0	16.29327
M21Pinr.140516	111.0	16.31848
F31Fcsp.140571	181.0	14.42358
F13Fcsw.140387	278.0	23.83796
F14Fcsw.140752	244.0	21.47706
M64Fotl.140777	363.0	38.57392
M34Urin.140663	105.0	16.42512
F31Fcsw.140492	209.0	16.02744
M24Knee.140796	213.0	24.49757
M33Fcsw.140557	226.0	15.95189
M64Fcsw.140360	159.0	14.78594
F24Fcsw.140765	181.0	14.82581
M24Fcsw.140647	227.0	17.11702
M11Fotl.140711	69.0	8.29304
M22Fotr.140381	314.0	36.62704
M42Knel.140699	199.0	24.79523
M24Fotl.140320	304.0	30.21479
M21Fotl.140499	275.0	31.89562
F33Plmr.140674	399.0	34.30491
M23Fotr.140344	146.0	16.97834
F14Plml.140525	177.0	20.21944
F33Fotl.140406	364.0	37.65636
M33Urin.140845	274.0	34.20027
M21Fotr.140859	226.0	27.50592
M11Urin.140484	85.0	12.85545
M63Fotl.140731	254.0	29.94292
F11Pinl.140315	162.0	23.85636
M22Aptr.140827	83.0	12.20973
M42Glns.140719	163.0	16.39687
F14Fotr.140665	111.0	12.35209
M64Fotr.140624	210.0	22.46498
F13Fotr.140798	68.0	6.45292
M32Fotr.140562	268.0	29.85135
F12Hair.140386	31.0	4.84979
F22Forr.140732	209.0	24.25612
M32Fotl.140843	223.0	25.47173
F11Indl.140283	198.0	22.81166
F11Forl.140437	218.0	26.85869
M32Frhd.140776	56.0	7.13089
F12Pinr.140498	105.0	14.85346
M31Pinr.140627	61.0	7.38966
M31Pinl.140703	112.0	13.70166
F22Pinl.140717	39.0	4.93508
F12Navl.140828	50.0	5.1137
F22Ewxr.140747	37.0	4.88111
M11Forl.140337	185.0	20.77764
F11Frhd.140508	118.0	16.76088
F12Nose.140365	83.0	11.7726
M12Pinr.140598	76.0	8.38258
F21Nose.140573	33.0	5.00216
F21Knel.140372	178.0	22.0292
F32Hair.140769	46.0	6.90823
M22Ewxr.140787	98.0	12.69017
F31Frhd.140832	72.0	10.76491
F31Knel.140379	120.0	18.21971
F31Indr.140675	202.0	23.40943
M22Navl.140637	68.0	8.4537
F31Nstr.140608	95.0	11.78023
F32Forr.140528	128.0	16.14545
M41Frhd.140449	70.0	8.83523
M22Pinl.140526	114.0	12.43689
F32Kner.140397	253.0	29.66004
F31Fotl.140715	218.0	26.83622
M41Pinr.140509	82.0	11.15214
F32Ewxr.140535	81.0	11.34221
F34Plmr.140416	161.0	16.84164
M23Frhd.140404	61.0	7.49165
F13Plml.140601	163.0	17.43187
F13Frhd.140649	63.0	8.63732
M54Uric.140775	124.0	18.24966
M64Knee.140570	225.0	23.60923
F23Frhd.140622	23.0	3.58689
M63Knee.140419	206.0	25.6327
F13Knee.140670	179.0	21.67153
F34Ewax.140285	85.0	9.72089
F14Frhd.140741	70.0	10.26658
M44Frhd.140730	85.0	9.77054
F33Nost.140487	69.0	9.28679
M44Ewax.140411	57.0	5.61055
F34Nost.140282	75.0	7.68205
M64Frhd.140834	35.0	4.39501
F11Pinr.140867	76.0	9.47484
M44Nost.140343	83.0	10.44655
F13Ewax.140760	29.0	3.82721
F13Tong.140677	111.0	11.82282
F21Fcsw.140506	240.0	19.39623
M54Urin.140480	166.0	18.83774
M23Fcsw.140821	265.0	17.81496
M22Fcsp.140527	170.0	12.65782
M34Fotl.140468	113.0	15.91259
M34Knee.140362	154.0	15.89258
F23Fcsw.140551	182.0	15.60818
M42Kner.140502	271.0	31.86827
M31Glns.140477	108.0	10.53945
M32Glns.140441	85.0	9.64712
F12Labi.140407	116.0	11.42026
F31Labi.140819	53.0	7.12573
M32Plml.140507	193.0	23.85282
M12Fotr.140278	110.0	12.78902
F12Aptr.140530	183.0	25.22328
F12Kner.140545	199.0	23.54778
M12Ewxr.140434	36.0	4.99117
M54Fotl.140823	280.0	29.94411
M41Plmr.140782	200.0	22.54722
M53Fotr.140451	359.0	35.56105
M53Knee.140318	235.0	25.48006
F31Aptl.140409	85.0	13.4581
M14Fotr.140729	111.0	13.09699
M33Plml.140822	224.0	24.0454
M34Plmr.140826	224.0	25.02139
M13Fotr.140755	128.0	14.96491
M14Plmr.140579	135.0	12.07061
M13Fotl.140685	109.0	12.72494
M11Knel.140676	163.0	16.99751
M11Mout.140852	209.0	20.35332
M31Nose.140415	28.0	3.38871
M32Indl.140814	177.0	20.41553
M32Tong.140309	108.0	11.33707
M41Knel.140855	237.0	28.10863
M21Ewxl.140436	62.0	7.99555
M22Tong.140364	133.0	12.25096
M14Tong.140420	116.0	11.69916
F31Forl.140333	185.0	24.77923
F11Tong.140366	105.0	11.09304
F21Kner.140678	128.0	17.57394
M31Kner.140321	192.0	20.47138
M11Fotr.140751	91.0	10.77165
M11Aptr.140378	62.0	6.6584
M32Fcsw.140646	185.0	15.50232
M32Fcsp.140470	129.0	10.67086
F11Aptl.140780	201.0	23.78936
F31Kner.140761	197.0	25.19141
F31Tong.140785	128.0	14.31497
M43Tong.140396	136.0	13.34225
M13Tong.140491	124.0	13.63711
F22Urin.140306	34.0	7.36876
F21Urin.140569	29.0	5.14362
F21Labi.140606	49.0	7.48024
F21Ewxr.140299	47.0	5.12612
M21Urin.140335	104.0	14.06383
M22Urin.140805	52.0	8.6712
F21Aptl.140686	77.0	9.11988
F22Nose.140758	42.0	5.74779
M54Knee.140481	206.0	24.75964
M14Knee.140681	170.0	17.3345
M14Fotl.140639	74.0	8.26404
M33Frhd.140580	83.0	10.18681
M33Uric.140581	73.0	11.11337
M11Nstl.140810	71.0	6.76874
M12Frhd.140766	95.0	10.91761
M12Fotl.140774	108.0	12.87986
F32Labi.140727	55.0	6.74105
M13Urin.140575	33.0	5.03227
M14Frhd.140825	87.0	7.68608
M14Nost.140445	64.0	7.68893
M32Nstr.140494	121.0	16.98295
M31Tong.140808	111.0	11.44233
M11Tong.140453	148.0	14.67843
M12Mout.140350	182.0	17.75547
M12Tong.140559	136.0	12.64565
F32Pinr.140328	46.0	7.39926
M53Urin.140277	93.0	13.68894
M33Tong.140346	119.0	13.24135
M64Tong.140427	96.0	12.09279
M63Tong.140865	137.0	14.7605
F33Tong.140358	98.0	11.06495
M23Tong.140462	98.0	11.06754
M12Aptr.140800	46.0	4.80473
F11Fotl.140558	83.0	10.77011
F11Fotr.140431	94.0	9.43673
M12Forl.140812	139.0	13.4548
F12Fotr.140597	92.0	9.31007
F12Fotl.140294	77.0	7.55375
F24Fotl.140630	39.0	5.01789
F13Fotl.140488	76.0	8.75214
M33Fotl.140701	84.0	10.72526
F24Fotr.140273	44.0	6.33551
M42Ewxr.140604	53.0	4.50029
M12Plmr.140584	151.0	17.29009
M11Pinr.140546	93.0	11.92659
M11Pinl.140316	87.0	10.29779
M12Plml.140817	156.0	16.84938
M14Plml.140544	136.0	12.10839
M34Ewax.140864	31.0	3.6517
M31Nstl.140392	72.0	9.80146
F32Pinl.140578	49.0	6.09435
M11Frhd.140548	89.0	10.72595
M12Aptl.140844	62.0	6.49698
F31Pinl.140395	78.0	10.51497
F21Fcsp.140536	232.0	17.39937
M21Tong.140323	128.0	13.19353
M44Tong.140642	132.0	13.05723
F12Tong.140538	110.0	11.05655
F22Frhd.140836	36.0	5.14987
M32Indr.140748	123.0	16.64954
F32Tong.140410	119.0	12.50823
F32Aptr.140339	150.0	18.44242
F34Tong.140848	109.0	11.70895
M24Tong.140439	124.0	12.31351
F14Tong.140430	116.0	11.14222
M14Uric.140532	147.0	16.82158
M54Nost.140835	70.0	8.71504
M14Urin.140599	68.0	10.17003
M24Uric.140635	76.0	11.4615
M24Ewax.140460	46.0	5.60672
M63Nost.140870	66.0	8.08511
M33Ewax.140613	43.0	6.32469
M64Nost.140402	66.0	7.92484
M12Hair.140590	70.0	7.8369
F14Uric.140596	41.0	8.07995
F22Aptr.140609	69.0	9.01615
M12Nstr.140690	76.0	8.03766
F22Nstl.140534	74.0	8.37877
M12Nstl.140399	80.0	8.78064
M12Indl.140438	84.0	9.09367
F22Nstr.140671	84.0	9.68651
M11Nose.140428	50.0	5.0416
M32Aptr.140847	37.0	4.60249
M31Nstr.140461	88.0	9.7808
M12Nose.140763	42.0	3.86756
M31Aptr.140474	55.0	6.55768
F11Nstr.140303	80.0	9.28704
F22Aptl.140370	58.0	6.49887
M31Frhd.140336	34.0	4.26563
F11Labi.140687	81.0	10.98952
M11Plml.140620	187.0	19.10056
F11Navl.140566	60.0	6.25081
M42Aptl.140537	82.0	8.3201
M42Aptr.140377	63.0	5.85124
M41Aptl.140841	62.0	5.73598
M41Aptr.140772	65.0	6.82095
M63Ewax.140384	41.0	4.09655
M53Nost.140611	67.0	5.89837
M13Nost.140290	61.0	6.51521
M34Nost.140408	91.0	11.97936
F21Nstr.140791	55.0	7.43075
F14Nost.140522	74.0	10.05951
M64Ewax.140550	45.0	4.09559
F13Nost.140811	53.0	7.06125
M34Frhd.140638	55.0	5.75095
M53Ewax.140448	37.0	4.06607
M54Frhd.140695	57.0	7.92975
M63Plmr.140815	160.0	17.95075
M12Pinl.140722	73.0	9.17922
M24Fotr.140398	227.0	22.44633
M64Urin.140764	125.0	17.18046
F21Frhd.140623	28.0	5.11583
M43Fotr.140475	136.0	15.50869
M43Ewax.140650	31.0	3.19857
F32Fotr.140582	122.0	18.22822
F11Urin.140632	36.0	6.96746
F32Navl.140293	119.0	15.66057
F31Nose.140465	79.0	12.27451
M42Ewxl.140553	49.0	6.93069
F31Pinr.140799	66.0	7.69807
F22Fotr.140698	71.0	11.42113
F31Aptr.140458	91.0	11.02849
M43Fotl.140659	133.0	14.95818
F12Urin.140382	32.0	5.18996
F24Uric.140658	21.0	3.20833
M63Uric.140617	35.0	7.1851
M63Urin.140645	30.0	6.10378
F22Fotl.140421	42.0	4.6023
M13Frhd.140349	82.0	8.17134
M44Fotl.140595	63.0	6.71581
M13Knee.140288	139.0	13.01659
F12Ewxl.140466	65.0	9.7215
M42Pinr.140457	53.0	6.48149
M23Uric.140523	63.0	9.86013
F13Urin.140615	37.0	6.26875
F13Uric.140806	47.0	7.97789
M24Urin.140388	44.0	6.8304
M41Ewxr.140794	54.0	6.43083
M53Plml.140660	131.0	15.32989
M11Aptl.140830	78.0	7.70729
M12Ewxl.140401	58.0	5.15544
F21Fotr.140485	40.0	3.55851
M32Nose.140531	47.0	4.99424
M32Ewxr.140697	23.0	3.6874
M41Fotl.140801	45.0	4.23403
M41Fotr.140652	57.0	5.75758
M42Fotr.140861	59.0	8.38473
M42Fotl.140742	59.0	7.43565
F23Fotr.140680	34.0	2.70992
M44Fotr.140394	54.0	5.58639
M23Fotl.140684	178.0	19.50454
M53Frhd.140768	55.0	5.33233
M64Uric.140672	102.0	13.17369
F14Urin.140297	25.0	4.46938
F21Pinr.140773	39.0	4.56593
M11Ewxl.140424	45.0	5.11371
F33Ewax.140872	73.0	10.13539
F11Ewxr.140797	61.0	8.98816
M13Ewax.140391	32.0	3.28578
F32Ewxl.140542	64.0	9.82413
F22Pinr.140355	20.0	1.73655
F11Ewxl.140795	53.0	7.50558
M31Ewxl.140375	31.0	5.16302
F22Ewxl.140693	30.0	3.72547
F21Ewxl.140312	34.0	3.76012
M31Ewxr.140754	25.0	4.44001
M41Ewxl.140482	53.0	5.43073
F24Ewax.140807	41.0	6.87049
F14Ewax.140371	32.0	4.79704
F23Ewax.140304	25.0	2.60878
M14Ewax.140489	20.0	2.91094
M54Ewax.140661	42.0	4.97557
M23Urin.140740	69.0	9.21778
F23Uric.140274	20.0	3.93548
M31Aptl.140756	30.0	3.09472
F23Fotl.140863	36.0	3.53908
M32Aptl.140296	35.0	3.9844
F34Urin.140432	18.0	2.75251
F31Urin.140602	17.0	2.47895
F23Urin.140495	18.0	2.44919
F34Uric.140423	16.0	2.44485
F32Urin.140725	11.0	2.13793
F33Uric.140793	17.0	2.72509
F33Urin.140518	7.0	1.29561
F24Urin.140403	17.0	2.53087
