	observed_species	PD_whole_tree
L2S312.275026	902.0	88.49384
L2S143.273631	1313.0	117.78599
L2S324.274843	956.0	89.23684
L2S371.274597	824.0	84.11232
L2S174.274862	857.0	82.44403
L2S164.274096	982.0	99.10894
L2S308.274146	839.0	79.42076
L2S197.275032	1415.0	134.64956
L2S228.273850	1235.0	115.13824
L2S134.275076	1305.0	120.07832
L2S214.275121	1358.0	120.74134
L2S212.274232	1326.0	122.22226
L2S345.273609	965.0	96.36822
L2S199.273944	1302.0	124.78002
L2S334.273744	943.0	93.95142
L2S367.275059	720.0	76.58941
L2S203.273915	1173.0	113.23629
L2S378.273921	998.0	96.76041
L2S273.274755	884.0	87.24656
L2S193.274142	1100.0	107.94964
L2S166.274382	1268.0	121.8998
L2S173.273804	1329.0	122.95931
L2S285.274068	743.0	71.48574
L2S341.273465	1154.0	109.95398
L2S364.275173	912.0	86.39384
L2S216.273851	1616.0	138.19652
L2S159.273882	1006.0	97.64853
L2S229.274131	1440.0	125.45632
L2S167.274135	1080.0	100.88195
L2S224.275168	1523.0	131.71461
L2S294.273818	823.0	82.29669
L2S155.273430	819.0	83.87215
L2S335.273456	1005.0	90.87856
L2S227.275054	1440.0	124.11336
L2S361.273372	1459.0	135.69073
L2S370.273996	1337.0	123.2016
L2S376.273627	541.0	46.49562
L2S176.274685	1572.0	138.30466
L2S365.274608	1440.0	133.67023
L2S331.274731	464.0	43.60152
L2S201.273251	1453.0	132.53146
L2S156.274830	1335.0	123.54674
L2S165.273826	1705.0	142.89354
L2S219.273918	1101.0	102.09271
L2S355.274178	1443.0	120.9508
L2S108.274917	1285.0	114.90244
L2S126.273811	782.0	79.69876
L2S185.274170	1384.0	131.60931
L2S207.274643	1847.0	160.19515
L2S215.274614	1218.0	109.17336
L2S289.275164	941.0	97.79016
L2S218.274421	984.0	98.24655
L2S179.274237	979.0	101.02401
L2S154.273597	947.0	88.49998
L2S211.274302	1360.0	128.23042
L2S113.273234	1148.0	100.64288
L2S98.274156	1375.0	124.24285
L2S293.274140	837.0	80.06998
L2S100.273994	918.0	91.06412
L2S217.274124	1395.0	126.21544
L2S127.273578	980.0	91.06854
L2S103.274678	1379.0	120.50971
L2S151.274704	1152.0	109.49274
L2S377.274512	1027.0	98.51453
L2S330.275005	904.0	87.79989
L2S372.275084	1204.0	113.18219
L2S347.275157	1088.0	108.17183
L2S296.273441	746.0	68.44256
L2S210.273444	1705.0	155.17862
L2S311.274660	668.0	66.38067
L2S265.273653	789.0	74.52356
L2S198.273998	1148.0	112.76753
L2S208.274717	1734.0	149.69147
L2S200.273345	1163.0	113.00381
L2S157.274738	1253.0	122.83182
L2S299.274778	845.0	83.92331
L2S178.274740	1210.0	115.27315
L2S187.273503	1236.0	115.19893
L2S158.273322	1507.0	137.82511
L2S222.273793	1404.0	127.89961
L2S315.275112	817.0	83.94526
L2S137.273277	1285.0	117.98663
L2S220.274533	1571.0	141.0427
L2S162.274593	954.0	93.0089
L2S194.274054	1284.0	122.31047
L2S150.273249	1321.0	121.18006
L2S230.274079	1345.0	119.7141
L2S357.274102	706.0	68.67013
L2S125.274921	1216.0	119.5115
L2S190.273784	1135.0	108.6446
L2S152.273834	1161.0	105.51404
L2S115.273884	1343.0	126.71797
L2S124.273871	1258.0	119.04629
L2S209.275051	1569.0	142.59916
L2S226.273622	1392.0	128.10352
L2S313.274461	604.0	65.38117
L2S116.274289	938.0	92.73897
L2S374.274430	635.0	65.34639
L2S170.274497	1478.0	138.39417
L2S140.275066	1131.0	104.71488
L2S213.273541	830.0	81.45707
L2S279.273856	854.0	83.10629
L2S172.273405	1297.0	120.88027
L2S123.273268	1229.0	111.77048
L2S120.274680	973.0	95.91034
L2S181.275050	810.0	82.27305
L2S111.273340	1009.0	99.99448
L2S188.274490	1311.0	122.09854
L2S171.274467	1330.0	121.82365
L2S260.273463	839.0	80.29876
L2S380.274540	1146.0	109.29249
L2S336.273961	871.0	85.15774
L2S253.274272	867.0	80.76793
L2S189.274133	1294.0	120.73032
L2S290.274503	779.0	82.57574
L2S362.273633	1629.0	144.18489
L2S358.274273	1004.0	101.55705
L2S135.274833	1104.0	104.37115
L2S246.273825	848.0	80.49423
L2S307.273507	563.0	66.57249
L2S274.274264	735.0	75.8888
L2S169.274366	909.0	92.52807
L2S110.274511	1185.0	110.27351
L2S280.274825	629.0	65.65592
L3S348.275040	1562.0	138.01232
L3S354.274774	923.0	89.94467
L3S366.274441	1194.0	109.93675
L3S349.273342	1300.0	126.38709
L3S13.274353	1397.0	122.13643
L3S49.274309	1214.0	114.6995
L3S352.273402	1321.0	119.49421
L3S14.273678	1072.0	100.6265
L4S143.274451	1230.0	113.01088
L3S236.274861	1106.0	109.54067
L3S316.273550	884.0	87.67203
L3S283.274703	766.0	83.00532
L3S272.273223	1191.0	111.29977
L3S345.275161	1826.0	162.62831
L4S163.274482	878.0	80.36335
L4S266.274150	792.0	77.32977
L4S113.274623	1266.0	119.29038
L2S350.274395	899.0	89.49185
L3S18.274069	631.0	62.4472
L3S60.273457	1412.0	124.66603
L3S298.274359	1038.0	108.64351
L3S323.273475	1171.0	107.88681
L3S292.273460	1326.0	121.9867
L3S277.274737	1129.0	101.18578
L3S351.274147	1037.0	105.69694
L3S5.273971	1202.0	113.58737
L3S12.274558	1303.0	120.20692
L3S338.273995	1367.0	128.58034
L3S339.274517	985.0	99.47293
L3S235.274938	1149.0	108.95957
L4S95.275048	1376.0	129.5612
L4S265.274767	895.0	89.57182
L2S175.273504	809.0	80.05236
L4S162.273791	1181.0	108.29622
L3S322.274182	1454.0	135.14176
L3S291.273654	1293.0	113.64895
L3S61.274866	1034.0	95.5192
L3S64.274657	1148.0	107.66286
L3S335.274841	1225.0	110.20962
L3S334.274682	1349.0	125.43736
L2S183.273458	1123.0	107.00976
L3S341.273777	1080.0	99.30865
L4S63.274255	1063.0	96.83262
L3S311.275000	1416.0	128.37708
L3S347.273603	1349.0	122.71177
L4S69.274668	639.0	67.64687
L4S164.274024	989.0	98.05007
L3S19.274337	893.0	88.73312
L3S368.273619	1269.0	118.8811
L3S331.274038	1362.0	125.22434
L3S112.273498	606.0	60.09943
L3S309.273407	1434.0	132.32976
L4S263.274538	923.0	84.44187
L3S127.274265	1178.0	112.35213
L4S52.273378	1060.0	102.09048
L3S306.274286	1396.0	127.68264
L4S217.274713	375.0	34.19387
L3S295.274807	1180.0	111.59887
L3S23.273548	1190.0	106.24807
L4S147.274736	1312.0	115.24328
L3S364.274972	1364.0	125.40381
L3S321.273466	1505.0	129.88569
L4S121.273488	1148.0	107.49688
L3S8.274112	535.0	56.12734
L3S261.274895	1572.0	139.15862
L4S125.274323	1480.0	130.71294
L3S314.273254	1630.0	138.39099
L4S116.274550	1722.0	147.91465
L4S151.274948	1243.0	110.83086
L4S157.274913	1095.0	104.86079
L3S9.274798	1180.0	106.2098
L3S111.275165	952.0	91.86417
L3S361.273656	1275.0	122.08039
L4S53.273343	960.0	94.53784
L3S173.274644	732.0	75.59025
L4S255.273681	857.0	88.62894
L3S343.273923	1115.0	107.19079
L3S253.273835	1409.0	126.45946
L3S356.273592	951.0	93.07848
L3S62.274808	995.0	100.87414
L3S254.275029	964.0	94.43621
L4S110.274943	1598.0	133.08838
L3S274.275030	1129.0	106.61846
L4S58.274981	873.0	89.27166
L3S280.273981	1028.0	100.59835
L3S175.273516	590.0	61.31203
L3S17.274662	1023.0	94.34238
L2S255.274361	1149.0	107.80991
L3S336.275081	1107.0	107.05156
L4S229.273698	1232.0	110.87816
L3S296.274568	1242.0	123.0642
L4S167.274554	640.0	60.70832
L4S274.273701	1111.0	107.91939
L3S308.273771	1184.0	112.5203
L3S128.274530	1091.0	102.48529
L3S267.273984	1144.0	105.95577
L3S95.273785	794.0	74.06143
L4S231.273354	1258.0	113.14767
L2S129.273959	1176.0	108.01822
L4S129.275011	546.0	51.93907
L4S133.273639	1035.0	98.58677
L4S187.274677	1120.0	107.76684
L4S48.273908	967.0	96.16964
L4S89.274390	1226.0	109.35165
L4S174.273514	574.0	61.13549
L4S23.275107	1262.0	121.48813
L4S6.274137	1042.0	99.40687
L4S112.273401	867.0	81.67793
L4S150.273537	1397.0	124.52059
L4S120.274601	1578.0	141.40362
L4S257.274976	1070.0	100.19688
L4S102.275028	1242.0	114.96686
L4S201.274355	1490.0	131.99395
L4S249.273807	736.0	70.69483
L4S114.273756	1043.0	101.57342
L4S135.273226	1026.0	93.87168
L4S124.274897	790.0	81.17647
L4S261.274930	809.0	81.48339
L4S170.273867	622.0	61.90983
L4S16.274238	929.0	90.88555
L4S109.273641	746.0	79.38002
L4S155.273702	795.0	81.6456
L4S175.274654	606.0	64.19621
L4S72.274334	742.0	69.61055
L4S77.273849	673.0	61.15278
L4S194.275019	714.0	66.24575
L4S123.274541	859.0	82.80055
L4S87.274154	1003.0	96.49675
L4S80.274159	913.0	87.0272
L4S27.273795	913.0	87.24158
L4S202.273235	1133.0	99.79964
L4S78.273629	1061.0	96.30641
L4S45.274753	842.0	79.28946
L4S107.275064	617.0	59.18038
L4S68.275042	810.0	78.10201
L4S127.274754	931.0	88.27647
L4S75.274965	1083.0	101.52963
L4S82.275123	631.0	64.64009
L4S85.273674	1090.0	103.63954
L4S62.274646	851.0	83.45683
L4S218.275057	1103.0	103.39352
L4S256.274495	709.0	71.04215
L4S88.273311	912.0	86.5937
L4S17.273844	1025.0	104.35771
L4S9.275080	1157.0	108.11948
L4S57.274432	615.0	65.00308
L4S227.273305	1267.0	109.31237
L4S216.273617	1021.0	94.54218
L4S248.274393	944.0	95.00375
L4S30.274615	1076.0	103.91405
L4S81.273408	970.0	92.47029
L4S153.273928	989.0	97.51568
L4S138.274376	528.0	49.45141
L4S119.274207	1120.0	112.95328
L4S152.274701	1211.0	105.11077
L4S91.274790	534.0	53.5406
L4S56.273478	1220.0	114.27664
L4S161.275088	1333.0	115.50614
L4S117.273939	1242.0	113.66746
L4S15.275110	801.0	79.83374
L4S172.273773	559.0	54.11407
L4S144.274046	698.0	70.63778
L4S108.274991	690.0	67.67019
L4S247.273983	1319.0	121.05544
L4S159.274898	907.0	83.44195
L4S7.273295	612.0	58.31008
L4S28.274864	1100.0	101.49073
L4S189.275114	639.0	65.05539
L4S209.274347	889.0	90.89921
L4S5.273376	892.0	89.93992
L4S195.274073	1203.0	110.07706
L4S258.273669	997.0	101.3316
L4S25.274037	1153.0	112.64658
L4S186.273861	915.0	89.42528
L4S203.274402	1069.0	102.78602
L4S132.273739	1109.0	105.06214
L4S83.274391	615.0	64.57215
L4S273.274149	1232.0	111.32938
L4S71.274481	827.0	77.05837
L4S260.274084	839.0	78.87364
L4S47.273816	967.0	91.90361
L4S122.274726	887.0	89.79726
L4S103.273853	749.0	70.37316
L4S66.273817	929.0	91.20543
L4S199.273553	759.0	76.74302
L4S185.274210	837.0	80.9773
L4S130.274090	754.0	74.03858
L4S259.274847	1060.0	102.82819
L4S142.273680	570.0	58.70506
L4S2.275115	818.0	77.56356
L4S169.274837	575.0	60.46236
L4S284.273517	467.0	58.07282
L4S246.274195	671.0	69.17244
L5S5.274290	1683.0	138.94851
L4S106.273395	693.0	69.82406
L4S93.273870	405.0	37.55585
L4S60.274173	632.0	66.23049
L4S118.273855	563.0	53.44791
L5S1.274015	534.0	48.34426
L4S10.274622	1146.0	107.92283
L1S365.273336	656.0	48.07851
L1S142.273722	437.0	39.1528
L2S258.274781	355.0	32.40685
L2S250.274151	646.0	62.36447
L2S114.274971	665.0	66.29716
L2S243.274397	651.0	62.61185
L2S206.274681	1102.0	106.09644
L2S149.273233	693.0	62.69204
L2S241.274532	544.0	48.44458
L2S291.274923	877.0	89.97297
L2S109.274119	792.0	77.14085
L2S121.274618	949.0	90.56996
L2S248.274500	596.0	51.20142
L2S97.273709	1081.0	101.44763
L2S163.275092	1189.0	107.39013
L2S298.274162	928.0	90.25283
L2S356.273913	277.0	25.58513
L2S195.275103	1288.0	124.55186
L2S282.273560	634.0	60.28704
L2S302.273675	838.0	77.23633
L2S319.273895	522.0	51.94464
L2S180.273868	1343.0	115.57631
L2S383.274828	610.0	60.7025
L2S262.273847	961.0	91.02062
L2S242.274275	492.0	45.14521
L2S281.274734	644.0	59.24747
L2S304.274990	512.0	57.32266
L2S221.273916	1031.0	94.78176
L2S300.273787	679.0	71.19054
L2S318.275058	841.0	87.88285
L2S301.275033	446.0	43.45961
L2S323.273891	584.0	57.31882
L2S327.274876	852.0	85.65279
L2S349.273530	486.0	52.38432
L2S252.274922	795.0	71.7617
L2S145.274590	987.0	96.88245
L2S373.274175	1076.0	99.99134
L2S112.273209	1045.0	94.54617
L2S264.274728	581.0	59.56941
L2S245.274823	482.0	49.38748
L2S283.274083	716.0	67.70373
L3S263.274471	1150.0	110.60588
L3S222.273213	543.0	50.58683
L3S358.274034	1439.0	130.14929
L3S94.274418	603.0	63.72678
L3S204.274452	414.0	36.77403
L3S122.274454	949.0	91.22077
L3S177.273753	593.0	52.62432
L3S119.273566	909.0	88.1564
L4S44.274578	645.0	68.04181
L4S12.275133	372.0	39.47019
L3S355.274967	975.0	98.02878
L3S319.274074	715.0	72.47393
L3S264.274946	884.0	93.21914
L3S120.274633	923.0	89.46881
L3S126.274724	884.0	84.97699
L3S333.274099	1292.0	123.71114
L2S28.274711	515.0	53.32017
L3S56.275137	918.0	86.04421
L3S256.274419	1308.0	125.44353
L4S235.274693	662.0	58.66324
L4S13.273883	402.0	34.66844
L3S198.274139	830.0	80.8401
L3S376.274011	578.0	48.16635
L3S307.275118	846.0	81.45315
L4S188.274117	704.0	68.84481
L3S249.274882	1187.0	110.92097
L3S252.274993	782.0	74.80057
L2S366.275139	1010.0	93.58968
L3S196.274937	703.0	66.99654
L3S36.274919	472.0	52.8095
L4S104.274716	302.0	34.36242
L3S38.274968	583.0	54.64593
L3S145.274276	766.0	73.51174
L3S363.273899	1161.0	103.88476
L3S90.273210	648.0	64.42934
L3S4.273960	646.0	67.70161
L3S140.273555	572.0	54.58099
L2S196.273424	1196.0	115.75709
L4S90.274104	670.0	67.77076
L4S34.273419	736.0	71.12982
L4S275.273953	560.0	57.17006
L4S51.273968	616.0	59.31097
L4S252.273716	503.0	55.75048
L4S22.273742	678.0	65.04472
L4S3.274049	588.0	54.42957
L4S8.274786	747.0	72.32807
L4S39.274588	877.0	82.94218
L4S240.275147	517.0	46.68643
L4S200.274383	1068.0	104.47819
L4S270.273519	826.0	82.81294
L4S241.273621	522.0	54.42879
L4S214.273364	759.0	70.89199
L4S228.274625	678.0	66.13384
L4S224.273365	1110.0	102.5053
L4S219.273703	709.0	64.64431
L4S100.273740	875.0	87.96977
L4S36.273864	461.0	44.39522
L4S18.274426	533.0	53.72361
L4S250.273987	553.0	61.21814
L4S24.274064	674.0	68.20455
L4S20.274959	1028.0	103.33536
L4S73.274762	479.0	51.15706
L4S154.274326	679.0	70.43641
L4S208.273997	715.0	74.96787
L4S238.273642	627.0	61.09892
L4S223.273496	1086.0	102.09203
L4S14.273726	650.0	66.33773
L5S12.273358	1017.0	99.33571
L5S8.273635	558.0	45.65184
L5S49.274316	701.0	67.26166
L5S17.275120	874.0	83.24439
L4S204.274577	535.0	54.97038
L4S239.275052	451.0	41.53592
L5S37.273534	1187.0	108.25522
L6S43.274193	291.0	27.93276
L4S220.274525	1056.0	99.69747
L5S16.273599	960.0	90.6682
L3S109.273665	699.0	72.64661
L4S134.275056	684.0	67.61396
L4S101.274773	744.0	75.84162
L2S128.274420	858.0	82.2794
L1S259.273813	528.0	43.87443
L1S219.274012	525.0	40.26844
L1S44.274905	595.0	42.71646
L1S336.273230	554.0	42.1694
L1S342.273734	578.0	44.83346
L1S294.273585	547.0	42.91749
L1S271.274887	613.0	47.32408
L1S326.273313	617.0	47.86941
L1S318.274878	590.0	45.74167
L1S347.273632	550.0	51.97089
L1S231.274180	548.0	43.22996
L1S246.273352	514.0	42.67015
L1S312.273453	586.0	41.92198
L1S279.274262	466.0	45.85842
L1S348.273330	519.0	44.40789
L1S297.274827	586.0	45.88003
L1S372.273563	439.0	38.54278
L1S262.273236	630.0	57.53178
L1S290.274811	569.0	46.27143
L1S369.274936	695.0	58.81865
L1S254.273387	591.0	49.20661
L1S180.274231	403.0	32.5787
L1S139.274985	528.0	41.66327
L1S160.274321	608.0	50.06536
L1S376.273829	570.0	47.98022
L1S214.274105	729.0	58.00149
L1S378.274245	608.0	55.63827
L1S315.273440	514.0	42.03421
L1S168.274809	522.0	44.5372
L1S273.274399	557.0	44.84931
L1S359.274297	431.0	34.46934
L1S298.274209	545.0	42.09472
L1S291.274814	561.0	45.6555
L1S269.274498	585.0	47.7925
L1S237.274775	601.0	48.90056
L1S296.273278	639.0	50.54667
L1S313.273714	630.0	55.08695
L1S328.274091	529.0	41.02016
L1S255.274966	637.0	51.17952
L1S181.274221	454.0	37.653
L1S277.273248	590.0	47.08996
L1S283.273819	482.0	48.41446
L1S295.274567	515.0	41.86403
L1S213.274333	562.0	43.69141
L1S280.274513	451.0	45.73572
L1S202.273285	490.0	48.20185
L1S135.274571	444.0	31.20141
L1S148.273970	543.0	45.7257
L1S322.273615	517.0	40.66931
L1S56.273967	429.0	33.32813
L1S272.274746	362.0	38.90043
L1S285.274434	590.0	44.91248
L1S278.274121	596.0	52.07448
