	observed_species	PD_whole_tree
F21Plml.140704	187.0	23.34853
M22Pinr.140692	97.0	10.36499
F12Aptl.140591	141.0	20.26579
M11Indl.140749	158.0	19.86657
F31Forr.140586	182.0	22.40886
F32Nstr.140767	110.0	14.06541
M33Plmr.140723	178.0	22.13918
M21Plml.140352	295.0	25.72168
F24Plmr.140433	195.0	23.03946
M53Fotl.140376	382.0	40.14177
M63Plml.140689	155.0	17.68182
M12Glns.140683	61.0	7.73622
M12Knel.140275	145.0	15.26403
M11Glns.140664	65.0	7.13485
F33Fotr.140629	364.0	36.48604
M24Plml.140651	191.0	18.73189
F32Fotl.140455	161.0	20.87281
F14Fotl.140552	52.0	6.75118
F11Fcsw.140616	258.0	23.27951
F33Frhd.140757	138.0	17.92519
F33Knee.140702	233.0	26.83674
M21Glns.140311	167.0	16.03487
M21Plmr.140842	244.0	24.10754
M33Knee.140298	170.0	18.78437
M23Knee.140621	199.0	21.31364
F11Mout.140583	173.0	15.91199
M31Mout.140342	207.0	20.37395
M41Mout.140367	196.0	17.94408
F11Indr.140809	220.0	24.24608
M42Nose.140308	109.0	13.13115
M42Forr.140521	240.0	28.84845
M21Mout.140501	177.0	16.67663
M54Plmr.140626	224.0	21.36228
M31Indr.140588	177.0	19.32332
F12Indl.140710	177.0	21.3347
F12Plml.140300	265.0	31.66382
M32Mout.140657	174.0	16.25751
M31Indl.140291	165.0	19.1249
F12Indr.140556	263.0	31.42878
F22Indr.140640	175.0	20.8398
F22Knel.140720	187.0	23.69042
F21Fotl.140348	32.0	3.40297
F12Plmr.140839	263.0	28.83294
F11Forr.140422	256.0	31.79571
F12Pinl.140479	93.0	13.36922
F21Navl.140840	128.0	14.53452
M31Plmr.140505	221.0	20.52845
M12Indr.140762	147.0	18.79648
F12Nstl.140831	88.0	10.71646
M31Knel.140873	153.0	17.88039
F22Plmr.140357	157.0	21.92142
M32Nstl.140853	94.0	12.7885
F22Mout.140788	181.0	16.60418
M31Plml.140743	167.0	20.94808
M21Indr.140425	246.0	23.9332
M42Indl.140869	193.0	21.29312
F32Plmr.140529	216.0	23.05781
M42Frhd.140770	119.0	14.03854
M21Indl.140576	260.0	24.64107
