	observed_species	PD_whole_tree
L2S143.273631	1373.0	121.09314
L2S324.274843	996.0	90.80652
L2S371.274597	881.0	80.02765
L2S174.274862	885.0	81.49209
L2S164.274096	1001.0	94.72173
L2S308.274146	888.0	81.29828
L2S197.275032	1405.0	128.46062
L2S228.273850	1214.0	107.66431
L2S134.275076	1355.0	116.53174
L2S214.275121	1403.0	116.8547
L2S212.274232	1348.0	119.91467
L2S345.273609	1042.0	97.88542
L2S199.273944	1287.0	116.99418
L2S334.273744	972.0	93.75188
L2S367.275059	711.0	72.00846
L2S203.273915	1235.0	111.8937
L2S378.273921	1043.0	98.48659
L2S273.274755	937.0	86.80766
L2S193.274142	1162.0	106.95468
L2S166.274382	1343.0	116.75298
L2S173.273804	1419.0	131.21509
L2S285.274068	746.0	73.66703
L2S341.273465	1171.0	105.33532
L2S364.275173	921.0	84.7875
L2S216.273851	1665.0	136.18959
L2S159.273882	981.0	93.27162
L2S229.274131	1443.0	119.36431
L2S167.274135	1103.0	99.89038
L2S224.275168	1546.0	131.26017
L2S294.273818	842.0	81.47933
L2S155.273430	850.0	81.14844
L2S335.273456	1056.0	94.96817
L2S227.275054	1427.0	123.88592
L2S361.273372	1396.0	128.59956
L2S370.273996	1421.0	123.28524
L2S376.273627	557.0	45.47076
L2S176.274685	1593.0	135.81207
L2S365.274608	1423.0	127.59024
L2S331.274731	424.0	40.27981
L2S201.273251	1487.0	130.33488
L2S156.274830	1368.0	124.52505
L2S165.273826	1805.0	144.38263
L2S219.273918	1156.0	102.63766
L2S355.274178	1503.0	124.0038
L2S108.274917	1269.0	114.20977
L2S126.273811	833.0	82.70328
L2S185.274170	1428.0	127.84033
L2S207.274643	1869.0	153.97466
L2S215.274614	1340.0	114.04677
L2S289.275164	938.0	93.60412
L2S218.274421	1021.0	97.00323
L2S179.274237	1039.0	101.92197
L2S154.273597	992.0	89.61429
L2S211.274302	1363.0	123.10007
L2S113.273234	1165.0	101.83172
L2S98.274156	1388.0	119.60587
L2S293.274140	870.0	79.54616
L2S100.273994	962.0	87.50956
L2S217.274124	1442.0	129.67774
L2S127.273578	972.0	93.5307
L2S103.274678	1370.0	116.98067
L2S151.274704	1185.0	106.19414
L2S377.274512	1067.0	97.08204
L2S330.275005	911.0	86.5916
L2S372.275084	1249.0	111.43746
L2S347.275157	1097.0	106.76524
L2S296.273441	715.0	68.49922
L2S210.273444	1760.0	148.33491
L2S311.274660	679.0	66.0651
L2S265.273653	797.0	77.8025
L2S198.273998	1211.0	113.52883
L2S208.274717	1807.0	148.70749
L2S200.273345	1205.0	106.68811
L2S157.274738	1309.0	119.26106
L2S299.274778	904.0	85.8914
L2S178.274740	1247.0	117.15328
L2S187.273503	1274.0	114.28504
L2S158.273322	1563.0	139.96446
L2S222.273793	1389.0	123.04334
L2S315.275112	807.0	84.13424
L2S137.273277	1329.0	117.50659
L2S220.274533	1627.0	140.65858
L2S162.274593	998.0	94.31277
L2S194.274054	1344.0	122.99232
L2S150.273249	1369.0	118.62149
L2S230.274079	1332.0	117.91051
L2S357.274102	732.0	71.83321
L2S125.274921	1226.0	112.42384
L2S190.273784	1133.0	104.52702
L2S152.273834	1234.0	110.87527
L2S115.273884	1409.0	123.32023
L2S124.273871	1285.0	115.96656
L2S209.275051	1642.0	137.84764
L2S226.273622	1408.0	120.77611
L2S313.274461	627.0	63.89809
L2S116.274289	965.0	89.66815
L2S374.274430	620.0	58.82739
L2S170.274497	1492.0	128.96153
L2S140.275066	1141.0	107.85943
L2S213.273541	863.0	78.86959
L2S279.273856	826.0	84.10852
L2S172.273405	1284.0	119.41569
L2S123.273268	1334.0	117.64393
L2S120.274680	983.0	91.67115
L2S379.273801	484.0	42.52277
L2S181.275050	804.0	77.6922
L2S111.273340	1124.0	101.56132
L2S188.274490	1412.0	121.13615
L2S171.274467	1366.0	125.58608
L2S260.273463	824.0	74.41703
L2S380.274540	1126.0	103.39567
L2S336.273961	849.0	82.18173
L2S253.274272	931.0	84.14983
L2S189.274133	1352.0	120.54656
L2S290.274503	792.0	78.813
L2S362.273633	1664.0	143.376
L2S358.274273	1054.0	95.90177
L2S135.274833	1079.0	100.83085
L2S246.273825	898.0	82.43427
L2S307.273507	564.0	63.29446
L2S274.274264	743.0	73.62175
L2S169.274366	889.0	83.951
L2S110.274511	1210.0	106.22678
L2S280.274825	625.0	58.80811
L3S348.275040	1602.0	134.59238
L3S354.274774	915.0	87.65514
L3S366.274441	1219.0	108.24198
L3S349.273342	1333.0	118.30573
L3S13.274353	1408.0	117.80699
L3S49.274309	1209.0	109.20929
L3S352.273402	1385.0	119.81384
L3S14.273678	1067.0	97.93089
L4S143.274451	1251.0	112.32975
L3S236.274861	1130.0	104.37074
L3S316.273550	894.0	86.98432
L3S283.274703	763.0	81.50931
L3S272.273223	1225.0	110.86444
L3S345.275161	1815.0	157.2845
L4S163.274482	829.0	73.27812
L4S266.274150	817.0	81.12398
L4S113.274623	1287.0	113.7297
L2S350.274395	882.0	90.82124
L3S18.274069	673.0	68.58849
L3S60.273457	1453.0	122.21707
L3S298.274359	1022.0	104.10273
L3S323.273475	1174.0	107.97119
L3S292.273460	1326.0	123.31005
L3S277.274737	1152.0	102.53686
L3S351.274147	1021.0	97.15687
L3S5.273971	1225.0	112.41457
L3S12.274558	1292.0	119.68848
L3S338.273995	1409.0	124.68226
L3S339.274517	1024.0	99.16801
L3S235.274938	1170.0	109.23401
L4S95.275048	1331.0	120.24601
L4S265.274767	898.0	93.66381
L2S175.273504	786.0	75.60616
L4S162.273791	1179.0	107.02575
L3S322.274182	1456.0	131.41655
L3S291.273654	1347.0	118.70712
L3S61.274866	1094.0	96.5803
L3S64.274657	1139.0	106.90787
L3S335.274841	1209.0	110.54104
L3S334.274682	1351.0	123.3533
L2S183.273458	1137.0	104.58262
L3S341.273777	1098.0	99.25201
L4S63.274255	1034.0	93.94674
L3S311.275000	1420.0	122.72552
L3S347.273603	1372.0	122.45075
L4S69.274668	622.0	65.7176
L4S164.274024	992.0	96.06143
L3S19.274337	924.0	89.60502
L3S368.273619	1226.0	114.20332
L3S331.274038	1383.0	125.89848
L3S112.273498	586.0	59.5021
L3S309.273407	1457.0	131.1859
L4S263.274538	907.0	85.39162
L3S127.274265	1229.0	112.89916
L4S52.273378	1038.0	98.85121
L3S306.274286	1434.0	127.37443
L4S217.274713	368.0	30.56065
L3S295.274807	1220.0	110.71623
L3S23.273548	1224.0	104.47236
L4S147.274736	1312.0	113.39064
L3S364.274972	1391.0	126.71751
L3S321.273466	1487.0	131.41286
L4S121.273488	1132.0	112.22604
L3S8.274112	552.0	53.6973
L3S261.274895	1537.0	135.13996
L4S125.274323	1529.0	132.60321
L3S314.273254	1645.0	139.49487
L4S116.274550	1738.0	154.70628
L4S151.274948	1259.0	114.02294
L4S157.274913	1100.0	107.79614
L3S9.274798	1184.0	107.7734
L3S111.275165	987.0	92.75273
L3S361.273656	1276.0	116.0766
L4S53.273343	909.0	84.86524
L3S173.274644	733.0	72.39554
L4S255.273681	899.0	91.68759
L3S343.273923	1107.0	104.24348
L3S253.273835	1414.0	127.08949
L3S356.273592	926.0	91.83383
L3S62.274808	997.0	99.42438
L3S254.275029	948.0	90.79877
L4S110.274943	1667.0	142.97198
L3S274.275030	1166.0	108.58178
L4S58.274981	838.0	82.94669
L3S280.273981	995.0	98.63428
L3S77.274010	1092.0	98.3841
L3S360.273388	1260.0	117.09155
L3S175.273516	590.0	58.69008
L3S17.274662	978.0	95.76261
L2S255.274361	1154.0	110.57196
L3S336.275081	1107.0	109.28712
L4S229.273698	1278.0	111.58933
L3S296.274568	1278.0	118.95593
L4S167.274554	671.0	64.73256
L4S274.273701	1099.0	100.09496
L3S308.273771	1204.0	112.30258
L3S128.274530	1080.0	101.29471
L3S267.273984	1160.0	103.65172
L3S95.273785	781.0	73.76269
L4S231.273354	1285.0	111.42932
L2S129.273959	1182.0	105.45055
L4S129.275011	555.0	47.0099
L4S133.273639	1056.0	100.52059
L4S187.274677	1140.0	103.3405
L4S48.273908	939.0	93.51855
L4S89.274390	1293.0	109.23226
L4S174.273514	548.0	59.61406
L4S23.275107	1312.0	118.9331
L4S6.274137	1071.0	98.1106
L4S112.273401	840.0	80.2701
L4S150.273537	1386.0	123.9796
L4S120.274601	1567.0	135.50168
L4S257.274976	1142.0	103.16187
L4S102.275028	1251.0	123.92627
L4S201.274355	1550.0	137.38699
L4S249.273807	700.0	65.47321
L4S114.273756	1036.0	95.57287
L4S135.273226	1062.0	95.99189
L4S124.274897	827.0	79.77608
L4S261.274930	839.0	80.35167
L4S170.273867	645.0	59.78381
L4S16.274238	927.0	84.75657
L4S109.273641	754.0	79.56462
L4S155.273702	776.0	76.97242
L4S175.274654	578.0	56.71138
L4S72.274334	732.0	75.96288
L4S77.273849	641.0	61.44999
L4S194.275019	675.0	66.95775
L4S123.274541	848.0	85.6805
L4S87.274154	939.0	88.03023
L4S80.274159	916.0	87.29958
L4S27.273795	889.0	85.36633
L4S202.273235	1161.0	109.08904
L4S78.273629	1047.0	99.97945
L4S45.274753	805.0	76.46624
L4S107.275064	595.0	60.70407
L4S68.275042	819.0	77.67652
L4S127.274754	922.0	89.02097
L4S75.274965	1048.0	96.48356
L4S82.275123	638.0	63.12327
L4S85.273674	1032.0	98.74919
L4S62.274646	857.0	80.93311
L4S218.275057	1107.0	101.17628
L4S256.274495	723.0	69.95076
L4S88.273311	855.0	86.01576
L4S17.273844	990.0	100.67792
L4S9.275080	1155.0	106.1367
L4S57.274432	623.0	65.67099
L4S227.273305	1278.0	104.13664
L4S216.273617	1071.0	96.20533
L4S248.274393	952.0	92.57865
L4S30.274615	1103.0	101.992
L4S81.273408	989.0	91.80537
L4S153.273928	988.0	95.45195
L4S138.274376	531.0	52.76827
L4S119.274207	1126.0	110.83346
L4S152.274701	1216.0	99.33261
L4S91.274790	483.0	49.41008
L4S56.273478	1205.0	119.22754
L4S161.275088	1358.0	117.78084
L4S117.273939	1293.0	116.9361
L4S15.275110	831.0	77.06028
L4S172.273773	568.0	54.37088
L4S144.274046	711.0	75.3263
L4S108.274991	707.0	70.05743
L4S247.273983	1375.0	121.79582
