	observed_species	PD_whole_tree
F21Plml.140704	193.0	23.68801
F21Forr.140353	181.0	22.25728
M22Pinr.140692	104.0	11.69783
M43Knee.140412	231.0	26.26799
M12Glns.140683	65.0	8.45496
M11Glns.140664	61.0	7.39888
M11Nstl.140810	63.0	6.26424
M32Glns.140441	95.0	10.78672
M12Navl.140334	213.0	23.38994
M12Knel.140275	148.0	16.75307
M31Urin.140563	128.0	16.10409
M12Frhd.140766	91.0	12.54056
M31Indl.140291	154.0	17.67749
M12Fotl.140774	134.0	15.46765
M31Kner.140321	203.0	21.02292
M11Forl.140337	185.0	21.63577
M12Fotr.140278	117.0	13.73444
F11Forr.140422	258.0	31.64622
M11Knel.140676	161.0	17.02299
M32Plml.140507	191.0	20.6151
M21Forr.140361	199.0	24.1023
F31Labi.140819	50.0	8.82177
F32Kner.140397	235.0	28.85638
F32Hair.140769	55.0	8.66798
F31Nstr.140608	85.0	10.4078
M42Plmr.140511	224.0	26.38818
F32Labi.140727	53.0	7.32983
F32Plml.140737	179.0	24.64074
M22Plml.140625	229.0	22.33428
F31Knel.140379	122.0	20.76748
M34Knee.140362	155.0	16.0622
M14Knee.140681	181.0	17.76385
M41Frhd.140449	73.0	8.58471
M13Urin.140575	33.0	4.48205
M33Knee.140298	161.0	15.93309
M13Plmr.140301	175.0	19.75451
M14Frhd.140825	86.0	7.11359
F34Fotl.140856	398.0	38.92589
M14Fotr.140729	105.0	12.92533
M54Fotl.140823	266.0	30.25678
M43Plmr.140716	261.0	28.08678
M13Uric.140340	71.0	11.28354
M14Plmr.140579	135.0	13.80799
M33Frhd.140580	92.0	10.79031
M54Fotr.140667	271.0	29.65392
M13Plml.140472	142.0	16.23305
M43Plml.140405	256.0	27.91778
M24Knee.140796	192.0	23.55426
M34Plmr.140826	219.0	23.49932
F33Fotr.140629	372.0	34.2531
M24Plml.140651	185.0	19.8868
F21Labi.140606	61.0	9.10196
M54Uric.140775	117.0	17.53224
M44Urin.140414	37.0	3.98312
M63Urin.140645	35.0	6.37301
F33Urin.140518	10.0	1.32354
F23Urin.140495	18.0	2.16458
F32Fotl.140455	158.0	20.934
M22Frhd.140287	143.0	16.24981
F14Fotl.140552	58.0	6.22828
F22Mout.140788	195.0	18.44039
F11Indr.140809	219.0	27.76323
F22Indl.140644	145.0	19.73107
F12Indr.140556	262.0	28.71653
F22Knel.140720	188.0	24.13527
M32Nstl.140853	106.0	13.30062
M21Plmr.140842	249.0	26.26478
M22Forl.140587	234.0	26.18629
M21Plml.140352	282.0	26.97304
F32Nstl.140804	115.0	15.55093
M21Nstl.140369	241.0	23.58685
M24Plmr.140833	201.0	21.78173
F23Nost.140510	91.0	12.65321
F31Fotr.140874	243.0	30.58217
F33Plml.140709	314.0	30.33684
F32Nose.140543	49.0	7.9791
F12Nstl.140831	85.0	12.41212
F21Navl.140840	129.0	15.89215
F12Mout.140450	146.0	15.21918
M31Indr.140588	151.0	18.71031
F21Knel.140372	180.0	21.53717
M31Plmr.140505	202.0	22.05868
M12Mout.140350	190.0	20.69656
F22Hair.140512	116.0	16.3496
M11Mout.140852	205.0	20.26357
M31Tong.140808	112.0	13.29467
M32Nstr.140494	126.0	16.27805
F11Mout.140583	165.0	16.94323
M32Mout.140657	167.0	17.51101
F12Pinr.140498	113.0	16.75285
M11Indl.140749	158.0	18.53497
M31Mout.140342	194.0	21.44974
M41Knel.140855	232.0	29.63245
M42Pinl.140354	139.0	15.11581
M42Forl.140600	234.0	27.0715
M42Nstr.140784	133.0	14.41968
M22Mout.140541	160.0	18.71823
M42Indl.140869	217.0	26.75721
F32Indr.140459	127.0	18.516
M21Indr.140425	254.0	25.59165
F32Plmr.140529	211.0	25.31278
M41Indl.140854	205.0	21.64042
M42Nstl.140363	132.0	15.06258
M21Mout.140501	172.0	17.20801
F32Aptr.140339	144.0	20.93471
M42Frhd.140770	107.0	11.9563
M54Plmr.140626	205.0	23.46173
M23Knee.140621	202.0	20.67739
F24Frhd.140858	25.0	4.1913
F23Plmr.140435	197.0	21.09307
F14Plml.140525	165.0	19.14205
M33Plml.140822	203.0	25.39592
F24Plml.140452	165.0	19.97243
M54Urin.140480	160.0	18.97791
M44Plml.140614	223.0	24.59278
F12Fcsw.140400	258.0	22.15933
M12Fcsw.140326	188.0	19.31912
M42Fcsw.140447	222.0	19.90291
M22Nstl.140860	225.0	21.29609
F31Fcsw.140492	208.0	15.95845
F32Fcsw.140706	223.0	18.25739
F33Fcsw.140662	164.0	15.00414
F31Fotl.140715	195.0	23.92114
M53Fotl.140376	372.0	38.2885
M34Plml.140373	199.0	23.05713
F22Plml.140347	150.0	18.77798
M11Fotl.140711	91.0	9.78847
M21Knel.140490	263.0	31.0415
M22Fotr.140381	299.0	35.20066
M42Knel.140699	189.0	22.46102
M24Fotl.140320	270.0	27.42958
M21Fotl.140499	250.0	28.21476
F34Plml.140846	187.0	19.71206
F34Fotr.140673	376.0	36.42188
F33Plmr.140674	379.0	33.63874
M23Fotr.140344	157.0	18.57882
M23Plmr.140648	176.0	18.69973
F33Fotl.140406	364.0	37.79572
M43Fotr.140475	125.0	15.63547
M32Fotr.140562	288.0	31.25623
F13Plmr.140454	266.0	29.21081
M64Plmr.140356	198.0	24.49563
F22Navl.140838	93.0	12.44177
F12Hair.140386	41.0	5.20039
F22Forr.140732	198.0	24.12122
F21Forl.140295	208.0	27.13476
M32Forl.140592	160.0	21.21606
F12Pinl.140479	119.0	14.51475
M32Pinl.140666	108.0	13.80774
F12Indl.140710	162.0	20.54557
F11Pinl.140315	172.0	24.43267
M31Hair.140713	67.0	8.23009
F21Hair.140524	92.0	12.06996
M32Fotl.140843	215.0	25.00129
F11Indl.140283	177.0	21.75197
F11Forl.140437	207.0	27.08754
F12Plmr.140839	270.0	31.32041
M32Frhd.140776	54.0	8.34065
F22Forl.140279	193.0	23.97395
F22Plmr.140357	156.0	22.30799
M32Pinr.140389	79.0	9.22224
F11Plml.140803	286.0	33.26682
M32Hair.140734	80.0	10.11818
F12Forr.140302	220.0	26.64171
F11Nose.140325	69.0	10.16052
M31Frhd.140336	41.0	5.1856
F21Pinr.140773	44.0	4.83989
M31Pinr.140627	61.0	7.7727
F22Kner.140705	216.0	27.36556
M31Pinl.140703	102.0	13.10695
F12Plml.140300	270.0	32.76941
F22Pinl.140717	38.0	4.89529
F12Navl.140828	49.0	4.72669
F22Ewxr.140747	31.0	4.04543
F11Frhd.140508	119.0	16.38949
F12Nose.140365	76.0	12.22363
F12Aptl.140591	150.0	21.26772
M31Plml.140743	164.0	20.93045
M12Pinr.140598	84.0	8.74349
M41Plml.140691	154.0	17.49884
M42Hair.140700	131.0	16.28036
M22Hair.140456	193.0	21.16509
M21Hair.140504	250.0	25.92091
M21Aptl.140554	126.0	16.96724
M21Forl.140771	242.0	28.31292
M41Forr.140728	233.0	27.73311
M22Ewxr.140787	99.0	14.71996
M42Plml.140513	200.0	24.68784
M22Forr.140708	231.0	27.42587
M22Glns.140314	156.0	18.99541
M21Kner.140721	206.0	25.42269
M42Indr.140519	194.0	23.83355
M41Nose.140779	69.0	7.95279
F31Hair.140753	88.0	14.12354
F31Frhd.140832	71.0	10.8745
F31Forr.140586	188.0	24.9306
M22Nose.140594	181.0	18.60322
F31Plmr.140385	205.0	27.31326
M21Pinl.140313	95.0	13.0909
M22Nstr.140393	216.0	20.42692
F31Indr.140675	186.0	22.77942
M41Kner.140735	197.0	24.96774
M22Navl.140637	75.0	11.05983
F31Indl.140679	167.0	21.08745
M22Fotl.140555	307.0	35.39593
M21Aptr.140329	130.0	18.47197
M41Hair.140413	114.0	14.37847
M22Indr.140471	217.0	24.99254
M41Plmr.140782	206.0	26.8671
M42Nose.140308	100.0	11.92223
F32Forr.140528	127.0	17.55855
M41Pinr.140509	78.0	8.55782
M21Nstr.140593	231.0	23.82964
M22Plmr.140574	298.0	33.64422
F32Forl.140724	133.0	18.97047
M42Forr.140521	239.0	28.98407
M22Pinl.140526	121.0	14.92692
M22Ewxl.140750	142.0	17.58928
M41Pinl.140284	75.0	8.89888
F32Indl.140607	164.0	19.68492
M42Pinr.140457	63.0	7.36964
M21Fotr.140859	242.0	27.3908
M42Glns.140719	152.0	16.76209
M21Frhd.140641	164.0	19.58879
M21Indl.140576	262.0	25.52485
F33Frhd.140757	140.0	17.59669
F33Knee.140702	233.0	29.12622
F34Plmr.140416	151.0	15.24097
M23Frhd.140404	60.0	6.99282
M23Nost.140669	105.0	12.73889
F13Plml.140601	157.0	18.7122
F23Knee.140816	187.0	22.95459
F13Frhd.140649	70.0	10.42323
M64Knee.140570	205.0	22.76293
M13Frhd.140349	85.0	8.92694
M43Nost.140345	94.0	10.88419
M21Pinr.140516	122.0	17.11003
M44Knee.140736	224.0	25.25442
M41Forl.140496	178.0	21.04238
M43Frhd.140486	88.0	11.28286
F23Frhd.140622	26.0	3.73927
M63Knee.140419	204.0	25.89418
F13Knee.140670	187.0	22.49046
F14Plmr.140786	209.0	25.18875
F34Ewax.140285	80.0	9.91334
F34Frhd.140568	70.0	8.33379
F14Frhd.140741	73.0	9.83677
M44Frhd.140730	88.0	11.28261
M44Plmr.140868	203.0	20.33908
F33Nost.140487	72.0	9.09483
M64Plml.140628	199.0	25.26065
M44Ewax.140411	60.0	5.35628
M33Plmr.140723	162.0	19.56255
M63Frhd.140286	58.0	6.23684
M24Nost.140862	108.0	13.40563
F34Nost.140282	63.0	7.12061
F23Plml.140585	172.0	21.18329
M64Frhd.140834	35.0	4.47909
F11Pinr.140867	86.0	12.23473
M44Nost.140343	90.0	9.5493
F13Ewax.140760	26.0	2.72776
F34Knee.140341	179.0	20.54288
F14Ewax.140371	44.0	5.04004
M64Nost.140402	67.0	7.79777
F24Nost.140792	117.0	17.24114
M11Fcsw.140610	178.0	19.50347
F21Fcsw.140506	230.0	21.33322
M21Fcsw.140493	234.0	16.91186
M22Indl.140813	266.0	25.88278
M53Fcsw.140426	158.0	11.69814
M13Fcsw.140390	221.0	19.71683
F31Fcsp.140571	184.0	16.38313
M23Fcsw.140821	253.0	20.86557
M33Fcsw.140557	222.0	19.391
M54Fcsw.140330	172.0	12.5995
M63Fcsw.140818	181.0	17.43783
M14Fcsw.140443	238.0	20.49681
F34Fcsw.140733	200.0	15.76684
F21Fcsp.140536	227.0	19.22893
F24Fcsw.140765	182.0	15.81717
F21Nstl.140383	93.0	12.63897
M12Nstr.140690	70.0	8.84472
F21Kner.140678	124.0	17.62984
M31Fotr.140572	187.0	20.91248
M12Pinl.140722	77.0	9.18954
M12Nstl.140399	62.0	7.77287
F22Nstl.140534	69.0	9.63398
M12Forr.140849	144.0	13.74421
F22Labi.140560	120.0	15.53246
M11Kner.140517	185.0	21.17847
M31Knel.140873	152.0	18.09607
M11Plml.140620	174.0	19.89666
M12Plmr.140584	141.0	16.58416
F12Labi.140407	125.0	12.69734
F22Nose.140758	44.0	5.46621
F12Kner.140545	219.0	27.55785
F21Urin.140569	28.0	4.71498
F11Labi.140687	89.0	10.36378
F11Aptl.140780	208.0	24.25991
F22Nstr.140671	74.0	9.60148
