OTU	Test-Statistic	P	FDR_P	Bonferroni_P	skin/other_mean	oral_mean	gut_mean	taxonomy
New.CleanUp.ReferenceOTU258	433.214166271	8.48670395953e-95	1.65422833579e-90	1.65422833579e-90	0.0020964360587	1.95652173913	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica
3866487	367.877394243	1.30749137165e-80	1.27428109081e-76	2.54856218162e-76	0.0796645702306	4.95652173913	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__
572476	354.394844578	1.10697367317e-77	7.19237694582e-74	2.15771308374e-73	0.0041928721174	0.0	1.78571428571	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
New.CleanUp.ReferenceOTU20025	347.464333925	3.54061381151e-76	1.72534111035e-72	6.90136444139e-72	0.0062893081761	1.52173913043	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula
176108	344.072579753	1.93013914888e-75	7.524454458e-72	3.762227229e-71	0.0335429769392	0.0	11.1428571429	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
589071	342.29266539	4.69993782414e-75	1.52685313447e-71	9.16111880681e-71	0.220125786164	0.0	18.4047619048	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
1616059	315.725457949	2.76113669817e-69	7.6885823601e-66	5.38200765207e-65	0.0712788259958	6.10869565217	0.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__
370098	304.372482787	8.06037303198e-67	1.96390988924e-63	1.57112791139e-62	0.041928721174	0.0	4.80952380952	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__
772282	294.879085002	9.2858203556e-65	2.00783052977e-61	1.80999210371e-60	0.0104821802935	0.0	1.78571428571	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
526682	294.671620366	1.03007927856e-64	2.00783052977e-61	2.00783052977e-60	0.0230607966457	1.26086956522	0.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
524848	293.242856167	2.10437364737e-64	3.72895010313e-61	4.10184511345e-60	0.0398322851153	0.0	6.45238095238	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
195508	291.428744049	5.21257474866e-64	8.46695891673e-61	1.01603507001e-59	0.0083857442348	0.0	3.09523809524	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae
518743	290.516748223	8.22412444271e-64	1.23311256644e-60	1.60304633637e-59	0.148846960168	9.0652173913	0.214285714286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella
499019	286.402364683	6.43452817673e-63	8.95870165863e-60	1.25421823221e-58	0.0398322851153	4.02173913043	0.0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__
799024	281.470029696	7.57808794297e-62	9.84747267896e-59	1.47712090184e-57	0.0272536687631	1.63043478261	0.0	k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__
359809	272.661935233	6.19745028665e-60	7.55004381171e-57	1.20800700987e-55	0.0062893081761	0.0	4.59523809524	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__
2662130	258.514923374	7.31471895559e-57	8.38697069897e-54	1.42578501882e-52	0.213836477987	7.58695652174	0.119047619048	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar
1060104	253.214880279	1.03535045721e-55	1.12116950622e-52	2.0181051112e-51	0.041928721174	2.15217391304	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
1671682	252.322641883	1.61746348655e-55	1.65934727789e-52	3.15275982798e-51	0.266247379455	14.8260869565	0.142857142857	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula
2163609	251.130556618	2.93557047963e-55	2.86100698945e-52	5.7220139789e-51	0.0964360587002	4.41304347826	0.0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;s__
196590	250.229041624	4.60737970974e-55	4.27652596677e-52	8.98070453022e-51	0.0125786163522	0.0	1.54761904762	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__
4354870	249.421288238	6.90010063247e-55	6.11348916036e-52	1.34496761528e-50	0.0943396226415	3.80434782609	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__
184725	246.075907322	3.67532425304e-54	3.1147574061e-51	7.16394203403e-50	0.0041928721174	0.0	2.19047619048	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
520413	244.563430759	7.82935117197e-54	6.3587380435e-51	1.52609713044e-49	0.197064989518	0.0	6.38095238095	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii
361722	244.444365213	8.30960782939e-54	6.47883503242e-51	1.61970875811e-49	0.0020964360587	0.0	1.2380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
367977	244.305300221	8.90795689966e-54	6.67822676493e-51	1.73633895888e-49	0.0	0.0	1.45238095238	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
369996	241.883683028	2.98968614877e-53	2.15833194118e-50	5.82749624118e-49	0.0691823899371	0.0	3.14285714286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii
New.ReferenceOTU8	241.567714492	3.5013642653e-53	2.43744972355e-50	6.82485922593e-49	0.123689727463	9.13043478261	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica
3825935	237.701667841	2.41957260569e-52	1.62628652518e-49	4.71623092301e-48	0.0712788259958	4.30434782609	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae
714766	237.205593412	3.10070073599e-52	2.01462862486e-49	6.04388587459e-48	0.0545073375262	1.82608695652	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__
554436	235.626717453	6.82823423489e-52	4.2934174744e-49	1.33095941706e-47	0.375262054507	0.0	6.7380952381	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii
360518	234.935003751	9.64966269022e-52	5.87785078618e-49	1.88091225158e-47	0.0062893081761	0.0	2.54761904762	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
215855	232.802095961	2.80328449054e-51	1.65580670574e-48	5.46416212895e-47	0.0272536687631	0.0	2.97619047619	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
354850	232.558546444	3.16630888791e-51	1.81522626009e-48	6.17176928432e-47	0.0125786163522	0.0	2.35714285714	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
