	observed_species	PD_whole_tree
L2S296.273441	731.0	67.09613
L2S210.273444	1656.0	142.11518
L2S311.274660	626.0	64.68272
L2S265.273653	789.0	74.57157
L2S198.273998	1170.0	110.53577
L2S208.274717	1754.0	148.03513
L2S200.273345	1156.0	108.38719
L2S157.274738	1241.0	115.06725
L2S299.274778	829.0	84.2327
L2S178.274740	1267.0	119.66505
L2S187.273503	1208.0	113.54574
L2S158.273322	1471.0	130.33884
L2S222.273793	1356.0	125.01194
L2S315.275112	841.0	82.17366
L2S137.273277	1297.0	119.10293
L2S220.274533	1610.0	134.6789
L2S162.274593	957.0	89.59345
L2S194.274054	1245.0	120.62087
L2S150.273249	1330.0	118.74279
L2S230.274079	1296.0	117.29135
L2S357.274102	694.0	68.43981
L2S125.274921	1225.0	113.83891
L2S190.273784	1094.0	103.54179
L2S152.273834	1153.0	105.57194
L2S115.273884	1363.0	125.77661
L2S124.273871	1222.0	109.90735
L2S209.275051	1552.0	135.8835
L2S226.273622	1433.0	125.63757
L2S313.274461	586.0	61.23563
L2S116.274289	934.0	89.00015
L2S374.274430	594.0	61.57168
L2S170.274497	1439.0	127.08715
L2S140.275066	1108.0	101.28599
L2S213.273541	882.0	81.59028
L2S279.273856	799.0	77.98792
L2S172.273405	1272.0	116.92759
L2S123.273268	1297.0	113.70685
L2S120.274680	978.0	89.6491
L2S181.275050	805.0	77.97768
L2S111.273340	1029.0	94.36038
L2S188.274490	1325.0	121.47031
L2S171.274467	1339.0	122.24085
L2S260.273463	814.0	75.08326
L2S380.274540	1145.0	110.21532
L2S336.273961	848.0	82.38368
L2S253.274272	874.0	76.45982
L2S189.274133	1270.0	119.72499
L2S290.274503	805.0	83.93849
L2S362.273633	1657.0	139.75644
L2S358.274273	1042.0	97.46693
L2S135.274833	1108.0	100.96091
L2S246.273825	902.0	83.47437
L2S307.273507	563.0	66.77728
L2S274.274264	734.0	73.49389
L2S169.274366	849.0	81.89375
L2S110.274511	1165.0	104.22646
L2S280.274825	601.0	63.08473
L3S348.275040	1590.0	137.05059
L3S354.274774	891.0	83.64559
L3S366.274441	1193.0	107.36089
L3S349.273342	1309.0	124.56192
L3S13.274353	1415.0	120.15102
L3S49.274309	1253.0	114.42795
L3S352.273402	1358.0	119.66152
L3S14.273678	1087.0	99.02942
L4S143.274451	1252.0	111.61921
L3S236.274861	1109.0	110.39545
L3S316.273550	897.0	88.81167
L3S283.274703	748.0	79.87955
L3S272.273223	1175.0	109.82432
L3S345.275161	1792.0	158.89564
L4S163.274482	864.0	83.38724
L4S266.274150	844.0	81.80254
L4S113.274623	1267.0	116.13742
L2S350.274395	919.0	91.09985
L3S18.274069	643.0	66.59904
L3S60.273457	1411.0	122.05015
L3S298.274359	1009.0	100.28034
L3S323.273475	1172.0	109.0821
L3S292.273460	1278.0	118.52468
L3S277.274737	1126.0	99.22455
L3S351.274147	1030.0	99.75892
L3S5.273971	1175.0	106.63897
L3S12.274558	1286.0	119.7345
L3S338.273995	1381.0	121.39126
L3S339.274517	995.0	97.4454
L3S235.274938	1148.0	105.35305
L4S95.275048	1352.0	122.29598
L4S265.274767	889.0	88.24293
L2S175.273504	785.0	79.6768
L4S162.273791	1155.0	105.25724
L3S322.274182	1437.0	129.95957
L3S291.273654	1295.0	116.10902
L3S61.274866	1049.0	97.03445
L3S64.274657	1155.0	105.80082
L3S335.274841	1205.0	108.38581
L3S334.274682	1339.0	122.85766
L2S183.273458	1128.0	106.53123
L3S341.273777	1075.0	99.34237
L4S63.274255	1005.0	94.96554
L3S311.275000	1427.0	123.83197
L3S347.273603	1367.0	120.35396
L4S69.274668	611.0	65.33879
L4S164.274024	972.0	88.70132
L3S19.274337	918.0	92.7801
L3S368.273619	1245.0	117.30172
L3S331.274038	1363.0	124.87775
L3S112.273498	574.0	58.3663
L3S309.273407	1470.0	131.65566
L4S263.274538	866.0	83.34726
L3S127.274265	1178.0	107.38146
L4S52.273378	1021.0	98.04602
L3S306.274286	1403.0	123.71318
L4S217.274713	380.0	33.43121
L3S295.274807	1173.0	110.28487
L3S23.273548	1195.0	103.98318
L4S147.274736	1336.0	119.7568
L3S364.274972	1375.0	125.36667
L3S321.273466	1483.0	126.69664
L4S121.273488	1138.0	104.95033
L3S8.274112	556.0	57.19727
L3S261.274895	1572.0	134.93756
L4S125.274323	1470.0	129.54505
L3S314.273254	1624.0	139.20401
L4S151.274948	1245.0	108.37899
L4S157.274913	1087.0	104.71722
L3S9.274798	1177.0	108.40557
L3S111.275165	945.0	92.27897
L3S361.273656	1275.0	116.98186
L4S53.273343	930.0	90.4168
L3S173.274644	735.0	76.15166
L4S255.273681	869.0	85.33741
L3S343.273923	1106.0	105.87937
L3S253.273835	1393.0	124.4087
L3S356.273592	952.0	91.95528
L3S62.274808	1009.0	100.51609
L3S254.275029	967.0	93.51619
L4S110.274943	1614.0	136.3957
L3S274.275030	1118.0	108.2691
L4S58.274981	863.0	84.94117
L3S280.273981	1013.0	95.77697
L3S175.273516	583.0	57.55323
L3S17.274662	977.0	93.2112
L2S255.274361	1113.0	104.83105
L3S336.275081	1074.0	105.52118
L4S229.273698	1235.0	108.65574
L3S296.274568	1231.0	115.13058
L4S167.274554	673.0	64.2009
L4S274.273701	1123.0	101.51663
L3S308.273771	1195.0	109.02854
L3S128.274530	1084.0	101.63996
L3S267.273984	1152.0	104.40784
L3S95.273785	764.0	74.15272
L4S231.273354	1254.0	116.45075
L2S129.273959	1199.0	108.50193
L4S129.275011	542.0	48.85421
L4S133.273639	1039.0	97.51542
L4S187.274677	1146.0	107.46598
L4S48.273908	942.0	90.42827
L4S89.274390	1188.0	104.21564
L4S174.273514	569.0	63.55245
L4S23.275107	1286.0	118.2365
L4S6.274137	1049.0	98.71501
L4S112.273401	854.0	82.21392
L4S150.273537	1358.0	118.28561
L4S120.274601	1560.0	137.85536
L4S116.274550	1744.0	149.61389
L4S257.274976	1097.0	102.5158
L4S102.275028	1309.0	120.85435
L4S201.274355	1513.0	133.31904
L4S249.273807	648.0	66.72532
L4S114.273756	996.0	91.60178
L4S135.273226	1055.0	97.66678
L4S124.274897	811.0	79.51356
L4S261.274930	834.0	80.27667
L4S170.273867	662.0	63.89836
L4S16.274238	926.0	84.28366
L4S109.273641	736.0	75.8513
L4S155.273702	786.0	81.72463
L4S175.274654	621.0	62.07515
L4S72.274334	762.0	76.35088
L4S77.273849	600.0	56.35979
L4S194.275019	670.0	68.66071
L4S123.274541	859.0	80.89916
L4S87.274154	995.0	94.60557
L4S80.274159	876.0	84.31203
L4S27.273795	860.0	85.0153
L4S202.273235	1104.0	102.99145
L4S78.273629	1001.0	95.13964
L4S45.274753	823.0	79.42777
L4S107.275064	636.0	59.22957
L4S68.275042	764.0	79.59118
L4S127.274754	942.0	91.50459
L4S75.274965	1073.0	100.90716
L4S82.275123	615.0	63.74312
L4S85.273674	1046.0	98.6418
L4S62.274646	855.0	82.93344
L4S218.275057	1102.0	100.95142
L4S256.274495	709.0	71.32733
L4S88.273311	886.0	92.36002
L4S17.273844	999.0	98.27996
L4S9.275080	1148.0	107.72658
L4S57.274432	613.0	64.85627
L4S227.273305	1230.0	107.46662
L4S216.273617	1044.0	96.06867
L4S248.274393	916.0	87.56231
L4S30.274615	1150.0	104.06022
L4S81.273408	991.0	88.6902
L4S153.273928	942.0	92.90265
L4S138.274376	540.0	51.22795
L4S119.274207	1128.0	108.47145
L4S152.274701	1192.0	104.17976
L4S91.274790	539.0	57.29667
L4S56.273478	1184.0	114.92276
L4S161.275088	1288.0	113.51613
L4S117.273939	1294.0	116.02845
L4S15.275110	807.0	75.54096
L4S172.273773	590.0	56.83899
L4S144.274046	694.0	68.63001
L4S108.274991	683.0	66.44701
L4S247.273983	1359.0	123.8679
L4S159.274898	949.0	80.05317
L4S7.273295	585.0	56.99282
L4S28.274864	1118.0	100.17244
L4S189.275114	651.0	61.54539
L4S209.274347	879.0	87.69659
L4S5.273376	871.0	84.48484
L4S195.274073	1175.0	109.65954
L4S258.273669	1014.0	97.40759
L4S25.274037	1157.0	105.12002
L4S186.273861	898.0	87.27555
L4S203.274402	1107.0	101.05096
L4S132.273739	1075.0	101.22376
L4S83.274391	597.0	66.17899
L4S273.274149	1259.0	114.93861
L4S71.274481	813.0	77.89641
L4S260.274084	839.0	82.61444
L4S47.273816	937.0	89.2874
L4S122.274726	834.0	81.1832
L4S103.273853	695.0	65.47104
L4S66.273817	954.0	95.65795
L4S199.273553	764.0	77.53188
L4S185.274210	819.0	81.42777
L4S130.274090	762.0	73.11527
L4S259.274847	1060.0	100.73401
L4S142.273680	532.0	58.65627
L4S2.275115	831.0	72.48056
L4S169.274837	577.0	58.36475
L4S284.273517	462.0	53.06603
L4S246.274195	644.0	68.5326
L5S5.274290	1663.0	134.64334
L4S106.273395	684.0	69.29565
L4S93.273870	429.0	41.27259
L4S60.274173	615.0	66.88249
L4S118.273855	552.0	52.33342
L5S1.274015	527.0	51.23988
L4S10.274622	1173.0	106.28616
L1S365.273336	599.0	44.45797
L1S142.273722	449.0	39.92216
L2S258.274781	370.0	35.28368
L2S250.274151	664.0	62.40249
L2S114.274971	662.0	65.27035
L2S243.274397	584.0	53.77209
L2S206.274681	1117.0	100.23676
L2S149.273233	685.0	64.17973
L2S241.274532	552.0	45.28441
L2S291.274923	830.0	84.32622
L2S109.274119	839.0	80.11511
L2S121.274618	967.0	92.98377
L2S248.274500	603.0	50.23689
L2S97.273709	1094.0	98.37724
L2S163.275092	1154.0	109.835
L2S298.274162	957.0	91.93747
L2S356.273913	270.0	23.38408
L2S195.275103	1308.0	118.54332
L2S282.273560	613.0	55.6995
L2S302.273675	815.0	74.38413
L2S319.273895	512.0	55.29318
L2S180.273868	1327.0	113.67978
L2S383.274828	639.0	58.51514
L2S262.273847	953.0	91.67865
L2S242.274275	501.0	45.84652
L2S281.274734	614.0	58.62189
L2S304.274990	512.0	57.67837
L2S221.273916	1019.0	93.9416
L2S300.273787	637.0	66.47598
L2S301.275033	445.0	43.29113
L2S323.273891	569.0	56.22926
L2S327.274876	834.0	84.17607
L2S349.273530	512.0	56.92033
L2S252.274922	787.0	71.30675
L2S145.274590	986.0	95.89325
L2S373.274175	1123.0	101.78038
L2S112.273209	1044.0	91.79679
L2S264.274728	588.0	60.24635
L2S245.274823	475.0	51.13803
L2S283.274083	731.0	63.7242
L3S263.274471	1148.0	111.4185
L3S222.273213	565.0	54.0827
L3S358.274034	1386.0	123.91674
L3S94.274418	606.0	63.25976
L3S204.274452	397.0	34.71804
L3S122.274454	958.0	93.73726
L3S177.273753	598.0	53.76365
L3S119.273566	932.0	89.19491
L4S44.274578	587.0	65.47955
L4S12.275133	345.0	36.86641
L3S355.274967	954.0	93.22951
L3S319.274074	725.0	73.85186
L3S264.274946	868.0	90.12053
L3S120.274633	938.0	87.60915
L2S318.275058	817.0	82.65475
L2S28.274711	518.0	50.554
L3S56.275137	902.0	86.56411
L3S256.274419	1334.0	123.49437
L4S235.274693	686.0	57.88732
L4S13.273883	400.0	38.36797
L3S126.274724	885.0	84.39435
L3S333.274099	1295.0	124.03638
L3S198.274139	808.0	76.53957
L3S376.274011	545.0	46.39137
L3S307.275118	830.0	82.98592
L4S188.274117	696.0	70.15114
L3S249.274882	1182.0	107.96465
L3S252.274993	788.0	76.59684
L2S366.275139	1001.0	94.52889
L3S196.274937	698.0	64.75624
L3S36.274919	446.0	49.02348
L4S104.274716	286.0	34.14778
L3S38.274968	592.0	56.35562
L3S145.274276	799.0	73.21056
L3S363.273899	1163.0	103.08519
L3S90.273210	641.0	63.60423
L3S4.273960	631.0	66.18891
L3S140.273555	569.0	54.98452
L2S196.273424	1204.0	117.77019
L4S90.274104	655.0	64.74721
L4S34.273419	682.0	69.23364
L4S275.273953	575.0	60.71175
L4S51.273968	588.0	59.89372
L4S252.273716	477.0	51.6116
L4S22.273742	672.0	62.5431
L4S3.274049	595.0	50.40801
L4S8.274786	739.0	71.50108
L4S39.274588	819.0	80.0616
L4S240.275147	494.0	49.28245
L4S200.274383	1098.0	103.9355
L4S270.273519	790.0	76.20786
L4S241.273621	500.0	52.43053
L4S214.273364	793.0	75.03833
L4S228.274625	702.0	70.2681
L4S224.273365	1092.0	95.67235
L4S219.273703	713.0	65.93761
L4S100.273740	924.0	86.52519
L4S36.273864	462.0	44.68389
L4S18.274426	517.0	50.56291
L4S250.273987	555.0	59.27561
L4S24.274064	688.0	68.48992
L4S20.274959	1016.0	92.69606
L4S73.274762	496.0	49.3051
L4S154.274326	657.0	67.60115
L4S208.273997	701.0	71.019
L4S238.273642	613.0	63.45133
L4S223.273496	1071.0	99.93431
L4S14.273726	635.0	61.89539
L5S12.273358	1026.0	98.31416
L5S8.273635	541.0	46.36538
L5S49.274316	714.0	67.86114
L5S17.275120	873.0	84.12692
L4S204.274577	540.0	54.92737
L4S239.275052	478.0	44.0913
L5S37.273534	1168.0	102.99282
L6S43.274193	276.0	25.64985
L4S220.274525	1096.0	99.75688
L5S16.273599	947.0	85.36299
L3S109.273665	708.0	72.33443
L4S134.275056	678.0	65.14426
L4S101.274773	761.0	74.48367
L2S128.274420	822.0	80.1432
L1S259.273813	546.0	41.83591
L1S219.274012	551.0	39.75573
L1S44.274905	600.0	40.49281
L1S336.273230	559.0	42.96843
L1S342.273734	580.0	45.78837
L1S294.273585	558.0	41.56546
L1S271.274887	636.0	46.9266
L1S326.273313	625.0	43.78081
L1S318.274878	593.0	42.26815
L1S347.273632	558.0	48.48551
L1S231.274180	526.0	39.70683
L1S246.273352	515.0	39.66358
L1S312.273453	553.0	41.42185
L1S279.274262	448.0	43.06078
L1S348.273330	499.0	41.78725
L1S297.274827	617.0	45.7396
L1S372.273563	434.0	34.12967
L1S262.273236	605.0	52.92739
L1S290.274811	560.0	43.19288
L1S369.274936	679.0	55.88861
L1S254.273387	565.0	42.75132
L1S180.274231	409.0	30.11213
L1S139.274985	553.0	41.00118
L1S160.274321	615.0	47.02155
L1S376.273829	605.0	51.07795
L1S214.274105	725.0	54.00868
L1S378.274245	597.0	52.49139
L1S315.273440	515.0	39.40464
L1S168.274809	494.0	38.14565
L1S273.274399	561.0	43.29885
L1S359.274297	431.0	32.69353
L1S298.274209	516.0	39.00838
L1S291.274814	584.0	42.41272
L1S269.274498	602.0	42.57333
L1S237.274775	581.0	43.36156
L1S296.273278	590.0	46.01985
L1S313.273714	632.0	52.56951
L1S328.274091	557.0	40.52775
L1S255.274966	602.0	46.32891
L1S181.274221	450.0	33.86956
L1S277.273248	565.0	44.93455
L1S283.273819	453.0	43.60965
L1S295.274567	507.0	38.13751
L1S213.274333	542.0	42.17015
L1S280.274513	448.0	42.49153
L1S202.273285	462.0	42.55892
L1S135.274571	452.0	30.1285
L1S148.273970	506.0	41.97685
L1S322.273615	487.0	35.97887
L1S56.273967	456.0	34.1913
L1S272.274746	373.0	36.60843
L1S285.274434	639.0	47.27267
L1S278.274121	606.0	46.32161
L1S261.274799	644.0	52.92799
L1S220.273571	555.0	40.96084
L1S146.273215	493.0	33.95475
L1S276.273690	538.0	38.98365
L1S293.275143	586.0	47.5208
L1S215.273708	572.0	45.64054
L1S19.274514	397.0	29.01588
L1S314.273495	607.0	51.62632
L1S217.273917	365.0	27.75084
L1S321.273286	617.0	52.97789
L1S289.274926	592.0	48.13365
L1S209.273658	555.0	40.87596
L1S270.273598	545.0	44.41312
L1S354.274130	444.0	36.90104
L1S144.273302	482.0	41.63244
L1S338.273528	501.0	40.30016
L1S292.273647	535.0	37.87742
L1S339.274501	574.0	46.04281
L1S383.274632	615.0	47.94916
L1S363.274890	563.0	43.59521
L1S150.274261	554.0	45.71126
L1S256.274285	525.0	39.54084
L1S116.274735	465.0	30.6443
L1S284.274692	633.0	51.38656
L1S368.274020	560.0	44.31997
L1S244.274295	536.0	40.14773
L1S303.273579	502.0	40.87259
L1S242.273860	569.0	44.37017
L1S346.273710	540.0	41.81077
L2S77.275174	568.0	46.94802
L2S46.274196	495.0	40.06558
L1S143.273938	502.0	34.52815
L1S233.274924	580.0	45.1249
L2S58.275074	433.0	36.64594
L2S4.274408	474.0	39.66141
L2S65.273492	550.0	52.27104
L2S74.275009	473.0	38.18901
L2S68.274198	469.0	43.0554
L2S102.273640	1177.0	109.65799
L1S274.273705	318.0	26.21267
L1S118.274243	570.0	39.85518
L1S1.275106	398.0	33.60411
L2S160.274499	656.0	60.27547
L2S321.273280	939.0	87.89756
L2S263.274998	772.0	75.51693
L2S136.274044	1128.0	108.773
L2S119.273810	861.0	83.12033
L2S314.274562	765.0	78.36143
L2S346.274797	880.0	86.56723
L2S142.274028	1078.0	101.85433
L2S184.273588	1359.0	129.38215
L2S278.273562	867.0	82.48679
L2S317.274723	681.0	67.84456
L2S381.273428	953.0	91.15901
L2S351.273316	743.0	75.64396
L2S339.274279	392.0	42.191
L2S268.274328	1126.0	104.4246
L2S141.273404	966.0	101.08937
L2S168.274483	1432.0	127.67888
L2S232.273319	1351.0	116.66607
L2S161.273767	925.0	89.9063
L2S297.273357	683.0	65.88019
L2S144.273964	1063.0	103.92081
L2S106.274109	751.0	75.57348
L2S310.273814	367.0	41.99477
L2S320.274818	451.0	44.64451
L2S105.273526	1115.0	101.94755
L2S254.273957	1162.0	112.43316
L2S182.273544	1332.0	120.05302
L2S231.274183	1035.0	96.54577
L2S153.273823	1283.0	119.05165
L2S247.274365	602.0	53.04733
L2S148.274630	858.0	82.75358
L2S287.274190	682.0	65.75015
L2S267.274489	729.0	71.3902
L2S233.274840	552.0	48.89876
L2S99.273432	994.0	87.98385
L2S359.274772	1167.0	105.2864
L2S338.274929	773.0	76.65701
L2S270.273301	952.0	89.57334
L2S348.273779	612.0	58.39461
L2S191.274169	592.0	58.83675
L2S130.274473	951.0	93.91575
L2S329.273288	709.0	72.39453
L2S352.273618	811.0	79.33646
L2S369.274208	972.0	87.90217
L2S276.273904	532.0	48.52256
L2S269.274477	704.0	67.77905
L2S147.273854	943.0	86.55097
L2S325.273636	454.0	42.93537
L2S309.273691	783.0	73.734
L2S292.274340	845.0	82.53881
L2S333.273582	881.0	84.99618
L2S249.273863	769.0	68.94436
L2S295.274733	717.0	65.32537
L2S271.274172	601.0	54.63511
L2S277.274780	568.0	49.19431
L2S306.274298	746.0	75.33329
L2S107.274394	1301.0	112.16828
L2S225.273366	1309.0	117.7387
L2S146.274684	1047.0	100.29335
L2S275.274761	998.0	90.60125
L2S382.274508	623.0	57.07841
L2S244.274518	471.0	46.8873
L2S344.274314	664.0	65.92184
L3S41.275001	518.0	48.30919
L3S227.273614	560.0	53.39942
L3S65.273270	806.0	75.59451
L3S187.273361	1059.0	99.67214
L3S312.274058	836.0	78.8163
L3S43.274572	476.0	48.908
L3S217.273947	797.0	73.53403
L3S233.273356	354.0	33.33612
L3S213.274031	401.0	44.68367
L3S107.273949	537.0	56.01999
L3S205.274158	369.0	32.94361
L4S50.274371	827.0	79.36003
L3S293.275055	1010.0	95.03307
L3S286.274095	862.0	80.99279
L3S304.275091	629.0	70.45835
L2S122.275099	1144.0	108.58706
L3S318.273933	945.0	88.92085
L3S257.273445	981.0	93.00006
L3S57.274956	960.0	85.08297
L3S185.273706	562.0	50.04116
L3S29.273794	698.0	67.48832
L2S261.273625	1005.0	97.19215
L3S76.273267	1054.0	90.59339
L3S44.274749	696.0	65.91884
L3S84.274061	978.0	94.08659
L3S320.273326	1309.0	123.69846
L3S362.275096	1450.0	128.28305
L4S38.275158	620.0	58.35738
L3S325.273412	1428.0	125.04641
L3S279.273431	928.0	90.99607
L3S282.273655	1180.0	110.4959
L3S246.273437	1176.0	109.84099
L3S250.273486	1035.0	95.17368
L4S181.274912	544.0	51.07736
L3S223.274889	731.0	69.11652
L4S242.275018	425.0	44.14564
L4S33.274689	946.0	92.29418
L3S284.274446	1047.0	100.8494
L2S202.273648	1151.0	109.55913
L4S177.274729	652.0	63.61107
L4S40.274573	654.0	63.06133
L3S210.274557	683.0	72.53844
L4S184.274599	738.0	75.58403
L4S179.274591	555.0	52.92491
L4S126.273575	650.0	63.90659
L3S195.274992	566.0	58.54703
L3S159.274097	575.0	56.99736
L4S94.273505	512.0	46.22349
L4S105.274484	875.0	83.35118
L3S209.273999	291.0	26.91653
L3S287.273761	844.0	77.21029
L3S231.273355	578.0	48.81491
L3S381.273470	494.0	44.2898
L2S286.274871	807.0	74.08425
L3S297.275024	1329.0	122.39362
L4S193.273943	747.0	76.19325
L4S253.274274	772.0	71.9976
L4S191.273409	1135.0	106.0154
L2S205.273328	937.0	84.25828
L4S31.274252	612.0	59.85055
L4S287.274631	557.0	55.85828
L3S310.273940	1117.0	105.82461
L3S193.273890	831.0	74.83586
L3S220.274691	407.0	40.57261
L4S207.274801	959.0	95.0436
L3S80.273494	546.0	48.56054
L3S191.275109	999.0	93.29037
L3S289.274683	962.0	90.35522
L3S275.274900	1273.0	114.4662
L3S302.273750	869.0	87.33774
L3S332.273713	1350.0	126.31658
L3S379.274043	398.0	34.79967
L3S219.274311	531.0	49.70933
L2S257.273450	457.0	43.3406
L3S34.273781	506.0	51.81251
L4S141.274652	606.0	60.80912
L4S245.273426	525.0	49.96079
L4S43.274641	876.0	86.1085
L4S26.274218	443.0	44.63229
L4S182.274989	740.0	70.7022
L4S269.275022	554.0	56.52122
L4S35.274301	718.0	63.96036
L4S176.275098	571.0	55.81743
L4S1.273228	829.0	77.03333
L4S29.274036	723.0	73.35561
L4S236.274820	680.0	66.47833
L4S74.273368	446.0	43.39071
L4S92.274560	763.0	76.23055
L4S37.274769	597.0	51.5093
L4S180.275094	556.0	53.02396
L4S196.273506	1197.0	103.21373
L4S171.273212	539.0	52.16723
L4S244.273659	511.0	49.4002
L4S198.273770	875.0	86.34749
L4S178.274459	586.0	53.50566
L4S282.273852	656.0	59.67176
L4S11.274407	667.0	63.48145
L4S97.273347	452.0	46.98881
L4S32.274443	613.0	57.51399
L4S190.274189	461.0	47.08503
L4S84.274980	855.0	79.48842
L4S67.274944	607.0	62.91075
L4S61.274575	497.0	58.375
L4S64.273421	247.0	28.8357
L4S137.274447	636.0	56.56871
L4S42.273513	598.0	53.70503
L4S165.274427	592.0	55.82159
L4S233.273529	643.0	59.81844
L4S225.274377	650.0	61.44351
L4S243.274813	522.0	55.95381
L4S41.273728	695.0	64.41904
L4S4.273869	731.0	64.52603
L4S54.274756	635.0	61.83895
L4S46.274317	441.0	50.79958
L4S222.274752	674.0	67.44824
L4S65.275071	588.0	63.77002
L4S166.274315	547.0	52.48467
L4S183.273842	571.0	57.50841
L4S156.274308	725.0	73.30396
L4S279.273227	531.0	54.52633
L4S234.273397	452.0	45.14307
L4S139.273988	787.0	74.48333
L4S283.274460	654.0	60.21545
L5S64.273276	593.0	54.21646
L5S51.274396	919.0	86.55176
L5S47.273876	778.0	74.03983
L4S160.274108	751.0	74.83539
L5S9.274983	390.0	40.98643
L5S55.274213	270.0	31.01621
L4S19.274791	439.0	48.12791
L5S74.273257	613.0	63.45018
L5S58.273931	414.0	34.80242
L5S57.274776	339.0	26.8555
L4S206.273845	930.0	92.41089
L4S168.274699	461.0	51.63613
L5S73.274439	579.0	57.73948
L5S60.274531	712.0	66.72015
L5S13.274019	1113.0	105.20488
L5S22.274008	639.0	66.97294
L5S65.273339	768.0	77.725
L6S133.273898	332.0	30.80541
L2S117.275169	1085.0	98.96223
L3S27.273556	733.0	72.82403
L3S303.274230	1447.0	124.6866
L3S330.274669	1303.0	118.19412
L3S108.274542	841.0	75.71455
L3S131.274089	1387.0	117.79463
L3S324.273476	1458.0	129.42657
L3S39.274751	701.0	69.66769
L3S81.275006	1024.0	92.97862
L3S285.274320	1095.0	101.05103
L3S89.273551	1328.0	112.61301
L3S16.274675	487.0	50.72711
L3S51.274805	752.0	71.90888
L2S101.274931	1128.0	95.42588
L4S55.273741	496.0	52.05442
L4S146.273317	480.0	48.01765
L4S128.273697	1026.0	94.24639
L3S155.274831	1440.0	121.88942
L3S98.273272	726.0	62.74968
L1S199.274339	535.0	40.10056
L1S200.273384	542.0	40.05954
L1S82.274709	440.0	35.93939
L4S278.274739	691.0	68.81766
L5S19.273381	971.0	92.4223
L2S223.274381	1244.0	112.68331
L2S133.274795	748.0	74.28436
L3S113.273888	718.0	68.33738
L3S207.274676	324.0	29.00946
L3S374.274233	938.0	87.98974
L3S63.273769	1215.0	110.82455
L3S245.274413	1135.0	101.59954
L3S342.274115	822.0	78.08929
L3S301.274885	1120.0	107.28099
L4S70.275142	784.0	73.65769
L4S148.274292	688.0	73.68423
L1S374.273604	465.0	38.13678
L1S177.273454	533.0	42.09762
L1S30.273279	366.0	26.53038
L1S128.274455	573.0	40.59056
L1S15.273775	336.0	26.19339
L1S76.274250	454.0	30.26895
L1S124.274955	393.0	29.66068
L1S31.274299	390.0	28.89654
L1S113.274445	477.0	38.84886
L1S171.273375	523.0	40.79783
L1S117.275153	404.0	29.47754
L1S98.273755	490.0	34.05274
L1S32.273346	377.0	26.45745
L1S173.274765	484.0	34.55163
L1S8.273930	312.0	22.9998
L1S172.273802	383.0	32.25695
L1S103.273727	514.0	36.33109
L1S13.273294	362.0	25.61789
L1S14.273420	388.0	28.18027
L1S114.274060	468.0	32.04392
L1S7.274850	255.0	21.22663
L1S25.273273	362.0	28.44031
L1S28.273497	392.0	26.74166
L1S75.273762	432.0	29.78329
L1S89.273535	446.0	31.31763
L1S126.274219	482.0	38.20075
L1S34.274509	533.0	34.44639
