OTU	Test-Statistic	P	FDR_P	Bonferroni_P	acidic_mean	neutral_mean	basic/neutral_mean	acidic/neutral_mean	basic_mean	taxonomy
766178	58.3021290798	6.59410987044e-12	3.49224058739e-08	3.49224058739e-08	5.0	0.411764705882	0.117647058824	2.88888888889	0.0	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__;s__
151172	56.5312846558	1.55147781572e-11	4.10831325603e-08	8.21662651206e-08	0.0	0.117647058824	2.29411764706	0.0	9.82352941176	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__
831520	55.6040374478	2.42750208062e-11	4.28535033965e-08	1.2856051019e-07	0.0	0.0588235294118	0.411764705882	0.0	4.88235294118	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__
78839	51.5285513361	1.73090304334e-10	2.29171562939e-07	9.16686251755e-07	6.76470588235	0.294117647059	0.0588235294118	1.77777777778	0.0	k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__;s__
137617	50.7856867222	2.47465367624e-10	2.62115317388e-07	1.31057658694e-06	0.0	0.0	0.941176470588	0.0	3.35294117647	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__
550467	46.400954438	2.03228539611e-09	1.7938305763e-06	1.07629834578e-05	0.0	1.70588235294	3.11764705882	0.0	5.41176470588	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__;s__
515709	45.2825005342	3.47296483611e-09	2.62754596743e-06	1.8392821772e-05	0.0	0.0	0.0	0.0	0.941176470588	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__
280233	44.7572778807	4.4658056566e-09	2.95636334467e-06	2.36509067574e-05	3.58823529412	0.0588235294118	0.0	1.61111111111	0.0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__
114022	44.0329341007	6.31551121529e-09	3.52858513702e-06	3.34469473962e-05	4.23529411765	0.117647058824	0.0	0.277777777778	0.0588235294118	k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__;s__
279138	43.8717889207	6.82146667459e-09	3.52858513702e-06	3.61264875086e-05	7.0	2.47058823529	0.176470588235	6.22222222222	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__;s__
512382	43.7217026013	7.3290099145e-09	3.52858513702e-06	3.88144365072e-05	2.23529411765	0.0588235294118	0.0	0.333333333333	0.0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__
112795	42.8088787657	1.13371572117e-08	4.75803840718e-06	6.00415845931e-05	3.88235294118	0.411764705882	0.235294117647	1.61111111111	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__
154519	42.7466022983	1.16794749421e-08	4.75803840718e-06	6.18544992933e-05	3.82352941176	0.117647058824	0.0	2.0	0.0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__
521208	42.5599045439	1.27687507439e-08	4.81365935341e-06	6.76233039395e-05	1.52941176471	0.0	0.0	0.277777777778	0.0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__
209825	42.422623137	1.36338539088e-08	4.81365935341e-06	7.22048903011e-05	2.05882352941	0.117647058824	0.0588235294118	1.0	0.0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__
4466061	42.168460959	1.53927890819e-08	5.09501318612e-06	8.1520210978e-05	0.0	0.0588235294118	0.0588235294118	0.0	1.76470588235	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__
627321	41.3321753073	2.29410169247e-08	6.86209433002e-06	0.000121495625633	0.0	0.0	0.352941176471	0.0	4.11764705882	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas;s__
319907	41.2975648405	2.33228281609e-08	6.86209433002e-06	0.00012351769794	6.17647058824	0.705882352941	0.294117647059	2.83333333333	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__
1129210	41.0094248421	2.67577863478e-08	7.4583808683e-06	0.000141709236498	8.70588235294	0.647058823529	0.0	1.05555555556	0.0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__
