,uc,ucr,ucrC,ucrss,ucrss_wfilter,uc_fast,ucr_fast,ucrC_fast,ucrss_fast,ucrss_fast_wfilter
uc,,0.9398307811543067,0.8512260483524651,0.939813211267953,0.939815605488472,0.9997337615435509,0.940377824388995,0.8402269408755042,0.9402573649668492,0.940456740419264
ucr,,,0.8220457447898831,0.9999931565353543,0.9999897010424644,0.9399586853079325,0.9984495360086325,0.9235098968538002,0.9983328601529673,0.9983987050121514
ucrC,,,,0.8220226646271449,0.822077719647167,0.8515628841637514,0.8210352772577556,0.819610399949907,0.8210583736428285,0.821577474432268
ucrss,,,,,0.9999824471812623,0.9399433259228155,0.9984433753339713,0.9235090646838015,0.9983270820964417,0.9983921272036462
ucrss_wfilter,,,,,,0.9399469961982908,0.9984411069294085,0.9235165037956136,0.9983245987982613,0.9983927585195463
uc_fast,,,,,,,0.9405670818480919,0.8409161347929018,0.9404499658412262,0.9406586550131525
ucr_fast,,,,,,,,0.9213457351310511,0.9998825673692786,0.999943645097443
ucrC_fast,,,,,,,,,0.9213876354398736,0.9215427129532863
ucrss_fast,,,,,,,,,,0.9998274626395588
ucrss_fast_wfilter,,,,,,,,,,
