	observed_species	PD_whole_tree
M63Fcsw.140818	147.0	14.134
F33Fcsw.140662	137.0	12.41545
M54Fcsw.140330	141.0	11.10607
M43Fcsw.140714	175.0	15.02895
M13Fcsw.140390	178.0	17.19142
M14Fcsw.140443	169.0	16.16532
M44Fcsw.140418	188.0	16.27782
M11Hair.140577	56.0	7.3744
F21Indl.140446	122.0	13.79296
F21Indr.140440	124.0	13.64828
F21Plmr.140745	106.0	12.73643
M32Pinl.140666	70.0	9.70604
F11Nose.140325	63.0	8.17368
F12Mout.140450	106.0	9.20027
F21Forr.140353	156.0	15.89061
F21Mout.140380	129.0	9.36639
F22Kner.140705	183.0	18.45156
F21Forl.140295	175.0	18.08721
M31Fotr.140572	169.0	15.75825
M32Forl.140592	138.0	16.26174
M32Hair.140734	51.0	7.00802
M12Navl.140334	175.0	16.87493
M32Forr.140802	124.0	12.58259
F11Nstl.140539	51.0	6.92619
F22Tong.140837	93.0	9.08988
F21Aptr.140500	49.0	6.59797
F22Hair.140512	91.0	11.93146
F21Tong.140655	100.0	10.22619
F21Hair.140524	76.0	8.92124
M32Pinr.140389	54.0	7.03274
M11Kner.140517	153.0	16.20202
F22Plml.140347	117.0	11.46839
M31Hair.140713	54.0	7.03008
F12Nstr.140310	71.0	7.71498
F22Forl.140279	155.0	15.73547
M32Plmr.140307	139.0	12.96616
M32Ewxl.140473	26.0	3.88303
F22Navl.140838	74.0	8.87974
M41Tong.140317	105.0	10.16566
M12Forr.140849	106.0	11.23213
M21Ewxr.140654	45.0	6.98187
M22Plml.140625	212.0	17.69919
M42Hair.140700	88.0	10.73906
M22Nose.140594	179.0	17.1098
M42Urin.140778	42.0	7.85
M22Nstr.140393	200.0	16.77552
M21Pinl.140313	91.0	10.42134
M41Indl.140854	170.0	14.86612
M42Plmr.140511	176.0	16.20002
M42Tong.140857	76.0	7.69032
M41Nose.140779	49.0	6.01967
M31Urin.140563	87.0	10.68324
F21Nstl.140383	62.0	8.84465
F22Indl.140644	108.0	12.40287
M41Plml.140691	121.0	13.35451
F31Ewxr.140289	71.0	9.94622
M22Forr.140708	198.0	18.99173
M21Knel.140490	216.0	21.16572
M21Frhd.140641	151.0	15.82215
M22Ewxl.140750	103.0	12.48485
M42Nstl.140363	94.0	9.57354
M41Kner.140735	129.0	14.43503
M42Pinl.140354	94.0	8.65884
M22Hair.140456	170.0	17.71746
M21Navl.140850	36.0	4.86381
M41Hair.140413	99.0	11.36076
M41Forr.140728	178.0	16.7851
M41Navl.140280	34.0	5.73646
M41Pinl.140284	55.0	7.79238
F31Indl.140679	142.0	13.78956
M42Forl.140600	179.0	16.40275
M41Nstr.140549	69.0	7.47428
F32Frhd.140444	68.0	10.15322
M41Nstl.140739	65.0	7.93275
F31Plmr.140385	144.0	15.42537
M44Urin.140414	26.0	3.7231
M23Nost.140669	88.0	9.35062
M64Plml.140628	157.0	16.5907
M43Urin.140463	61.0	8.34216
M23Plmr.140648	138.0	12.22419
M44Uric.140688	54.0	8.6182
M43Knee.140412	210.0	19.30913
M43Nost.140345	75.0	8.32149
M43Plml.140405	215.0	18.19025
M54Plml.140636	166.0	16.2688
M24Plmr.140833	172.0	15.23329
M13Uric.140340	59.0	9.001
M44Plml.140614	196.0	17.94692
F24Knee.140744	127.0	12.57607
M22Plmr.140574	235.0	22.8437
F13Plmr.140454	219.0	20.54577
F23Tong.140417	85.0	7.58683
F23Plml.140585	155.0	16.41935
M23Ewax.140338	43.0	5.19123
F23Knee.140816	156.0	16.83339
M13Plmr.140301	137.0	13.81571
M53Plmr.140520	100.0	11.70685
F34Fotr.140673	298.0	22.53788
M23Plml.140503	102.0	10.03781
M24Frhd.140442	78.0	7.54946
M34Tong.140540	77.0	9.15422
M53Uric.140515	92.0	12.54658
M54Tong.140619	95.0	10.14434
M24Nost.140862	97.0	9.05562
F34Knee.140341	160.0	14.63007
F14Knee.140634	185.0	17.67307
M63Fotr.140467	207.0	19.16031
F34Fotl.140856	321.0	25.48305
M34Fotr.140476	137.0	16.18828
M63Frhd.140286	41.0	4.62512
F14Plmr.140786	171.0	17.71737
M43Frhd.140486	82.0	9.03098
M44Knee.140736	208.0	19.44516
M53Tong.140327	86.0	10.1437
F24Plml.140452	114.0	10.57838
F34Frhd.140568	63.0	6.40606
F34Plml.140846	182.0	16.02509
F24Frhd.140858	26.0	4.6444
M33Nost.140351	76.0	10.541
F23Nost.140510	81.0	10.23665
F24Nost.140792	91.0	11.94031
M13Plml.140472	108.0	11.60345
M34Plml.140373	182.0	17.73728
M54Fotr.140667	224.0	21.98198
F24Tong.140829	93.0	8.68791
M22Fotl.140555	230.0	19.54584
M33Fotr.140533	104.0	12.42337
M64Plmr.140356	145.0	14.94723
M31Fcsw.140368	184.0	15.1156
F12Fcsw.140400	227.0	21.09152
F12Fcsp.140694	176.0	18.73814
F22Labi.140560	86.0	10.8331
F22Fcsp.140783	167.0	14.99395
M12Fcsp.140668	128.0	14.61257
M11Fcsw.140610	142.0	15.26732
M22Glns.140314	139.0	15.27193
M21Fcsw.140493	205.0	16.35889
F32Fcsp.140464	144.0	13.12972
M22Frhd.140287	140.0	14.07849
M41Fcsp.140643	102.0	9.78303
M21Aptr.140329	113.0	12.77035
M21Pinr.140516	74.0	10.37324
F31Fcsp.140571	146.0	13.88984
F13Fcsw.140387	201.0	20.11435
F14Fcsw.140752	180.0	17.49777
M64Fotl.140777	279.0	23.72844
M34Urin.140663	96.0	13.84405
F31Fcsw.140492	178.0	15.79881
M24Knee.140796	186.0	18.08258
M33Fcsw.140557	168.0	14.72319
M64Fcsw.140360	113.0	10.76622
F24Fcsw.140765	125.0	12.30657
M24Fcsw.140647	188.0	16.44356
M11Fotl.140711	57.0	6.31964
M22Fotr.140381	223.0	20.26321
M42Knel.140699	147.0	16.71295
M24Fotl.140320	220.0	17.66736
M21Fotl.140499	206.0	19.26389
F33Plmr.140674	309.0	22.19675
M23Fotr.140344	117.0	11.8679
F14Plml.140525	138.0	14.47303
F33Fotl.140406	293.0	24.38834
M33Urin.140845	178.0	18.62012
M21Fotr.140859	178.0	15.93995
M11Urin.140484	62.0	9.38199
M63Fotl.140731	207.0	19.85578
F11Pinl.140315	127.0	15.7565
M22Aptr.140827	68.0	9.5066
M42Glns.140719	128.0	11.79957
F14Fotr.140665	64.0	6.09567
M64Fotr.140624	145.0	14.11772
F13Fotr.140798	45.0	5.9342
M32Fotr.140562	192.0	17.70613
F12Hair.140386	25.0	5.20712
F22Forr.140732	171.0	17.88205
M32Fotl.140843	164.0	15.39337
F11Indl.140283	162.0	15.76519
F11Forl.140437	175.0	17.76544
M32Frhd.140776	39.0	6.30398
F12Pinr.140498	81.0	10.67382
M31Pinr.140627	46.0	6.12323
M31Pinl.140703	77.0	9.08985
F22Pinl.140717	27.0	3.42187
F12Navl.140828	39.0	4.659
F22Ewxr.140747	15.0	2.15148
M11Forl.140337	143.0	14.12003
F11Frhd.140508	97.0	11.77364
F12Nose.140365	62.0	7.84993
M12Pinr.140598	57.0	7.5993
F21Nose.140573	27.0	4.55365
F21Knel.140372	143.0	15.59843
F32Hair.140769	34.0	5.90647
M22Ewxr.140787	72.0	9.3578
F31Frhd.140832	53.0	8.60237
F31Knel.140379	82.0	11.29293
F31Indr.140675	165.0	15.68624
M22Navl.140637	62.0	9.26876
F31Nstr.140608	71.0	9.07445
F32Forr.140528	99.0	11.88628
M41Frhd.140449	60.0	7.25438
M22Pinl.140526	99.0	11.99251
F32Kner.140397	186.0	18.86893
F31Fotl.140715	147.0	17.02671
M41Pinr.140509	60.0	7.31479
F32Ewxr.140535	61.0	8.71906
F34Plmr.140416	126.0	11.56145
M23Frhd.140404	52.0	6.58262
F13Plml.140601	138.0	14.04485
F13Frhd.140649	55.0	7.54137
M54Uric.140775	100.0	13.04204
M64Knee.140570	179.0	19.00103
F23Frhd.140622	18.0	2.98959
M63Knee.140419	161.0	17.00504
F13Knee.140670	155.0	16.76624
F34Ewax.140285	71.0	8.81465
F14Frhd.140741	61.0	8.72132
M44Frhd.140730	76.0	8.79962
F33Nost.140487	58.0	7.55843
M44Ewax.140411	33.0	3.11378
F34Nost.140282	61.0	6.15902
M64Frhd.140834	32.0	3.98952
F11Pinr.140867	76.0	9.16624
M44Nost.140343	62.0	7.76668
F13Ewax.140760	17.0	2.49722
F13Tong.140677	72.0	8.37948
F21Fcsw.140506	169.0	14.86877
M54Urin.140480	162.0	16.10773
M23Fcsw.140821	195.0	17.29285
M22Fcsp.140527	127.0	11.3794
M34Fotl.140468	104.0	12.74362
M34Knee.140362	133.0	14.82221
F23Fcsw.140551	125.0	12.75678
M42Kner.140502	208.0	21.14737
M31Glns.140477	40.0	5.25956
F12Labi.140407	64.0	7.85281
F31Labi.140819	20.0	3.59177
M32Plml.140507	160.0	15.85551
M12Fotr.140278	85.0	10.27184
F12Aptr.140530	148.0	17.40494
F12Kner.140545	166.0	19.18509
M12Ewxr.140434	16.0	2.44129
M54Fotl.140823	256.0	23.22553
M41Plmr.140782	160.0	16.12955
M53Fotr.140451	280.0	23.60345
M53Knee.140318	197.0	18.93537
F31Aptl.140409	59.0	9.16261
M14Fotr.140729	74.0	9.08433
M33Plml.140822	173.0	17.10607
M34Plmr.140826	175.0	15.99271
M13Fotr.140755	106.0	10.98341
M14Plmr.140579	86.0	8.84478
M13Fotl.140685	78.0	9.28058
M11Knel.140676	135.0	14.04769
M11Mout.140852	141.0	13.19917
M31Nose.140415	23.0	3.45311
M32Indl.140814	150.0	14.46696
M32Tong.140309	74.0	8.62301
M41Knel.140855	174.0	18.86102
M21Ewxl.140436	34.0	4.91512
M22Tong.140364	73.0	7.768
M14Tong.140420	81.0	9.14916
F31Forl.140333	129.0	14.05274
F11Tong.140366	70.0	6.65584
F21Kner.140678	91.0	11.17533
M31Kner.140321	166.0	15.97314
M11Fotr.140751	67.0	7.65362
M11Aptr.140378	46.0	5.82869
M32Fcsw.140646	134.0	11.45905
M32Fcsp.140470	92.0	8.77393
F31Kner.140761	144.0	14.76886
F31Tong.140785	78.0	8.07867
M43Tong.140396	93.0	8.55015
M13Tong.140491	84.0	9.38388
F22Urin.140306	25.0	5.47773
F21Urin.140569	13.0	3.53863
F21Labi.140606	37.0	6.16556
F21Ewxr.140299	18.0	2.78636
M21Urin.140335	93.0	10.79712
M22Urin.140805	39.0	6.33548
F21Aptl.140686	54.0	7.0553
F22Nose.140758	36.0	5.08715
M54Knee.140481	169.0	16.53505
M14Knee.140681	125.0	12.58134
M14Fotl.140639	54.0	7.44421
M33Frhd.140580	75.0	8.46885
M33Uric.140581	45.0	7.2169
M11Nstl.140810	47.0	4.98331
M12Frhd.140766	73.0	9.1134
M12Fotl.140774	88.0	9.90627
F32Labi.140727	22.0	4.48517
M13Urin.140575	19.0	4.68764
M14Frhd.140825	47.0	4.61682
M14Nost.140445	38.0	3.87776
M32Nstr.140494	86.0	10.30393
M31Tong.140808	68.0	7.81151
M11Tong.140453	92.0	9.53528
M12Mout.140350	137.0	13.03119
M12Tong.140559	93.0	9.41855
F32Pinr.140328	32.0	5.36402
M53Urin.140277	83.0	11.84491
M33Tong.140346	78.0	8.83242
M64Tong.140427	68.0	8.74624
M63Tong.140865	81.0	9.57312
F33Tong.140358	61.0	7.47902
M23Tong.140462	66.0	7.11996
M12Aptr.140800	33.0	4.38682
F11Fotl.140558	55.0	7.5312
M12Forl.140812	91.0	8.03585
F12Fotr.140597	44.0	4.58423
F12Fotl.140294	39.0	4.99755
F24Fotl.140630	21.0	2.83347
F13Fotl.140488	56.0	6.59185
M33Fotl.140701	71.0	8.82262
F24Fotr.140273	22.0	2.90621
M42Ewxr.140604	29.0	3.8887
M12Plmr.140584	118.0	12.92051
M11Pinr.140546	82.0	10.06691
M11Pinl.140316	70.0	7.7404
M12Plml.140817	114.0	12.39908
M14Plml.140544	94.0	9.10462
M34Ewax.140864	20.0	2.60683
M31Nstl.140392	57.0	7.77693
F32Pinl.140578	36.0	5.42536
M11Frhd.140548	72.0	7.75959
M12Aptl.140844	41.0	4.35534
F31Pinl.140395	63.0	8.92915
F21Fcsp.140536	154.0	13.43224
M21Tong.140323	64.0	6.996
M44Tong.140642	86.0	8.08683
F12Tong.140538	68.0	6.49319
F22Frhd.140836	27.0	5.06847
M32Indr.140748	104.0	11.63457
F32Tong.140410	68.0	7.22063
F32Aptr.140339	119.0	12.79998
F34Tong.140848	60.0	6.94104
F14Tong.140430	74.0	7.15731
M14Uric.140532	126.0	14.24832
M54Nost.140835	48.0	6.25951
M14Urin.140599	58.0	8.91949
M24Uric.140635	69.0	9.80201
M24Ewax.140460	23.0	2.85864
M63Nost.140870	47.0	5.62874
M33Ewax.140613	26.0	4.15846
M64Nost.140402	40.0	5.12854
M12Hair.140590	45.0	5.21208
F14Uric.140596	30.0	6.02094
F22Aptr.140609	42.0	6.49637
M12Nstr.140690	52.0	5.18547
F22Nstl.140534	45.0	5.87449
M12Nstl.140399	40.0	4.67348
M12Indl.140438	65.0	7.4457
F22Nstr.140671	69.0	7.89573
M11Nose.140428	37.0	4.0516
M32Aptr.140847	24.0	3.96074
M31Nstr.140461	71.0	9.39416
M12Nose.140763	28.0	3.71377
M31Aptr.140474	42.0	5.49804
F11Nstr.140303	52.0	6.9019
F22Aptl.140370	48.0	5.58423
M31Frhd.140336	29.0	4.36033
F11Labi.140687	42.0	7.07687
M11Plml.140620	153.0	14.80805
F11Navl.140566	44.0	6.06786
M42Aptl.140537	53.0	5.76843
M42Aptr.140377	41.0	4.85361
M41Aptl.140841	30.0	3.73158
M41Aptr.140772	40.0	4.97373
M63Ewax.140384	28.0	3.14941
M53Nost.140611	45.0	4.5853
M13Nost.140290	47.0	5.94976
M34Nost.140408	74.0	10.19318
F21Nstr.140791	45.0	6.03267
F14Nost.140522	58.0	7.8985
M64Ewax.140550	35.0	4.17254
F13Nost.140811	37.0	5.34462
M34Frhd.140638	47.0	5.00522
M53Ewax.140448	18.0	2.58234
M54Frhd.140695	40.0	7.26009
M63Plmr.140815	132.0	13.03393
M12Pinl.140722	55.0	7.3745
M24Fotr.140398	183.0	15.65495
M64Urin.140764	104.0	12.13052
F21Frhd.140623	19.0	3.43998
M43Fotr.140475	97.0	9.75455
M43Ewax.140650	10.0	1.63404
F32Fotr.140582	96.0	12.20027
F11Urin.140632	29.0	6.07562
F32Navl.140293	81.0	10.00974
F31Nose.140465	67.0	8.48282
M42Ewxl.140553	27.0	4.85332
F31Pinr.140799	46.0	5.46596
F22Fotr.140698	42.0	6.33368
M43Fotl.140659	112.0	11.37631
F12Urin.140382	20.0	4.84919
F24Uric.140658	16.0	2.84326
M63Uric.140617	29.0	5.58291
M63Urin.140645	29.0	5.54952
F22Fotl.140421	31.0	3.70123
M13Frhd.140349	46.0	5.45514
M44Fotl.140595	50.0	5.70165
M13Knee.140288	85.0	8.59472
F12Ewxl.140466	33.0	5.75041
M42Pinr.140457	42.0	5.86608
M23Uric.140523	52.0	8.34211
F13Urin.140615	26.0	5.42797
F13Uric.140806	33.0	6.41819
M24Urin.140388	35.0	6.34121
M41Ewxr.140794	26.0	5.04887
M53Plml.140660	106.0	12.92952
M11Aptl.140830	59.0	6.30835
F21Fotr.140485	27.0	2.26364
M32Nose.140531	31.0	3.71324
M32Ewxr.140697	16.0	3.00477
M41Fotl.140801	27.0	2.77043
M41Fotr.140652	32.0	4.06085
M42Fotr.140861	42.0	6.04213
M42Fotl.140742	41.0	6.68639
F23Fotr.140680	19.0	1.90354
M44Fotr.140394	41.0	3.67868
M23Fotl.140684	133.0	12.54465
M53Frhd.140768	34.0	4.17015
M64Uric.140672	89.0	10.2796
F14Urin.140297	15.0	4.21786
F21Pinr.140773	27.0	3.27003
M11Ewxl.140424	24.0	3.95663
F33Ewax.140872	62.0	8.73143
F11Ewxr.140797	44.0	6.89899
M13Ewax.140391	14.0	1.96931
F32Ewxl.140542	43.0	6.46783
F22Pinr.140355	15.0	2.03661
F11Ewxl.140795	36.0	6.10018
M31Ewxl.140375	14.0	2.4386
F22Ewxl.140693	10.0	1.93815
F21Ewxl.140312	12.0	2.59086
M31Ewxr.140754	14.0	3.41513
M41Ewxl.140482	13.0	1.80783
F24Ewax.140807	17.0	3.5113
F14Ewax.140371	17.0	2.09628
F23Ewax.140304	10.0	1.63069
M14Ewax.140489	11.0	1.66388
M54Ewax.140661	18.0	2.21181
M23Urin.140740	61.0	7.99412
F23Uric.140274	13.0	3.35306
M31Aptl.140756	19.0	3.18474
F23Fotl.140863	18.0	2.26991
M32Aptl.140296	16.0	3.03215
F34Urin.140432	7.0	1.7637
F31Urin.140602	4.0	1.05846
F23Urin.140495	7.0	1.27838
F34Uric.140423	9.0	1.90163
F32Urin.140725	3.0	0.81339
F33Uric.140793	10.0	1.99014
F33Urin.140518	3.0	0.8166
F24Urin.140403	8.0	2.0124
