	observed_species	PD_whole_tree
F21Plml.140704	185.0	22.14711
F21Forr.140353	190.0	24.37918
M22Pinr.140692	95.0	10.445
M43Knee.140412	230.0	27.08118
M12Glns.140683	62.0	8.51302
M11Glns.140664	65.0	7.83076
M11Nstl.140810	66.0	6.70896
M32Glns.140441	87.0	9.97309
M12Navl.140334	214.0	25.07562
M12Knel.140275	144.0	16.50962
M31Urin.140563	127.0	17.09924
M12Frhd.140766	95.0	12.45432
M31Indl.140291	146.0	17.01103
M12Fotl.140774	131.0	14.70416
M31Kner.140321	202.0	20.58707
M11Forl.140337	182.0	21.34847
M12Fotr.140278	126.0	14.31873
F11Forr.140422	260.0	32.54048
M11Knel.140676	158.0	18.42259
M32Plml.140507	207.0	22.58136
M21Forr.140361	221.0	25.70861
F31Labi.140819	56.0	8.31462
F32Kner.140397	246.0	30.01195
F32Hair.140769	56.0	7.13917
F31Nstr.140608	85.0	12.31447
M42Plmr.140511	230.0	28.59296
F32Labi.140727	47.0	6.73144
F32Plml.140737	204.0	25.8447
M22Plml.140625	240.0	22.20499
F31Knel.140379	122.0	17.70918
M34Knee.140362	158.0	16.4863
M14Knee.140681	176.0	16.867
M41Frhd.140449	79.0	10.88618
M13Urin.140575	36.0	5.43435
M33Knee.140298	161.0	15.06532
M13Plmr.140301	174.0	18.59748
M14Frhd.140825	82.0	7.33106
F34Fotl.140856	370.0	35.73842
M14Fotr.140729	120.0	14.58224
M54Fotl.140823	285.0	31.6928
M43Plmr.140716	250.0	28.90868
M13Uric.140340	71.0	11.65989
M14Plmr.140579	133.0	13.63954
M33Frhd.140580	87.0	11.2213
M54Fotr.140667	280.0	30.94078
M13Plml.140472	148.0	16.89632
M43Plml.140405	244.0	25.33699
M24Knee.140796	198.0	22.86644
M34Plmr.140826	221.0	24.60276
F33Fotr.140629	371.0	36.12277
M24Plml.140651	178.0	19.42538
F21Labi.140606	53.0	8.54839
M54Uric.140775	121.0	17.90329
M44Urin.140414	37.0	4.91577
M63Urin.140645	36.0	7.14596
F33Urin.140518	8.0	1.17655
F23Urin.140495	17.0	2.30604
F32Fotl.140455	159.0	19.98655
M22Frhd.140287	145.0	14.71478
F14Fotl.140552	59.0	6.27568
F22Mout.140788	181.0	17.4311
F11Indr.140809	214.0	27.52234
F22Indl.140644	144.0	20.31962
F12Indr.140556	269.0	32.87944
F22Knel.140720	180.0	23.21101
M32Nstl.140853	104.0	12.281
M21Plmr.140842	246.0	25.72567
M22Forl.140587	247.0	27.18482
M21Plml.140352	276.0	26.27801
F32Nstl.140804	116.0	15.24354
M21Nstl.140369	280.0	25.03061
M24Plmr.140833	199.0	22.05689
F23Nost.140510	89.0	11.92698
F31Fotr.140874	240.0	31.50621
F33Plml.140709	329.0	31.50861
F32Nose.140543	58.0	9.51953
F12Nstl.140831	90.0	11.79559
F21Navl.140840	129.0	18.45714
F12Mout.140450	153.0	16.56394
M31Indr.140588	168.0	19.99359
F21Knel.140372	175.0	22.3293
M31Plmr.140505	186.0	20.35843
M12Mout.140350	180.0	20.46706
F22Hair.140512	111.0	17.02346
M11Mout.140852	200.0	21.45138
M31Tong.140808	120.0	14.58704
M32Nstr.140494	129.0	16.14277
F11Mout.140583	162.0	17.02353
M32Mout.140657	170.0	17.60965
F12Pinr.140498	102.0	16.5793
M11Indl.140749	157.0	18.64891
M31Mout.140342	196.0	20.26949
M41Knel.140855	237.0	28.51055
M42Pinl.140354	129.0	13.90287
M42Forl.140600	231.0	26.41658
M42Nstr.140784	134.0	14.38086
M22Mout.140541	150.0	16.36721
M42Indl.140869	186.0	23.18479
F32Indr.140459	115.0	15.8842
M21Indr.140425	254.0	25.45232
F32Plmr.140529	215.0	25.56434
M41Indl.140854	206.0	20.07679
M42Nstl.140363	133.0	14.81811
M21Mout.140501	168.0	18.96993
F32Aptr.140339	153.0	19.75025
M42Frhd.140770	128.0	13.36601
M54Plmr.140626	213.0	22.41597
M23Knee.140621	188.0	20.83298
F24Frhd.140858	27.0	4.39267
F23Plmr.140435	205.0	23.79013
