OTU	Test-Statistic	P	FDR_P	Bonferroni_P	skin/other_mean	oral_mean	gut_mean	taxonomy
DeNovoOTU258	471.057448181	5.14250588896e-103	1.01086238259e-98	1.01086238259e-98	0.0	2.36956521739	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica
3866487	365.588832669	4.10576098249e-80	4.03534718164e-76	8.07069436328e-76	0.0712788259958	5.17391304348	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__
DeNovoOTU20314	358.682620366	1.29735434353e-78	8.50069811024e-75	2.55020943307e-74	0.0041928721174	1.76086956522	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula
1616059	347.715914262	3.1221127518e-76	1.53428425905e-72	6.13713703622e-72	0.0712788259958	6.04347826087	0.0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__
176108	344.274104993	1.74513074484e-75	6.86080701028e-72	3.43040350514e-71	0.0272536687631	0.0	11.0238095238	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
195508	339.512201336	1.88739243718e-74	6.18341218959e-71	3.71004731376e-70	0.0125786163522	0.0	3.21428571429	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae
772282	332.052453762	7.86549056286e-73	2.2087421142e-69	1.54611947994e-68	0.0083857442348	0.0	1.90476190476	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
572476	329.196772727	3.27966188151e-72	8.05853920061e-69	6.44683136049e-68	0.0062893081761	0.0	1.80952380952	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
370098	319.571396079	4.03601762828e-70	8.81511094656e-67	7.9335998519e-66	0.0314465408805	0.0	5.54761904762	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__
589071	314.091240762	6.25105991386e-69	1.22877084727e-65	1.22877084727e-64	0.224318658281	0.0	19.4285714286	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
360518	291.765369167	4.40509298541e-64	7.87190116493e-61	8.65909128143e-60	0.0083857442348	0.0	2.78571428571	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
851323	287.944995604	2.97535409859e-63	4.87387795967e-60	5.84865355161e-59	0.0083857442348	0.0	2.45238095238	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis
