	observed_species	PD_whole_tree
L2S143.273631	1379.0	121.43863
L2S324.274843	953.0	86.67599
L2S371.274597	898.0	88.36366
L2S174.274862	865.0	83.5346
L2S164.274096	1031.0	104.54963
L2S308.274146	865.0	87.47943
L2S197.275032	1478.0	137.72457
L2S228.273850	1214.0	111.45023
L2S134.275076	1381.0	125.82145
L2S214.275121	1441.0	124.97599
L2S212.274232	1310.0	122.0122
L2S345.273609	1032.0	103.93038
L2S199.273944	1374.0	124.47416
L2S334.273744	986.0	96.44539
L2S367.275059	733.0	80.82851
L2S203.273915	1229.0	113.14588
L2S378.273921	989.0	95.3597
L2S273.274755	974.0	90.81851
L2S193.274142	1180.0	115.03333
L2S166.274382	1349.0	118.86165
L2S173.273804	1409.0	129.43403
L2S285.274068	790.0	69.39894
L2S341.273465	1161.0	110.81152
L2S364.275173	948.0	88.41231
L2S216.273851	1693.0	141.04207
L2S159.273882	1007.0	100.07728
L2S229.274131	1467.0	124.94725
L2S167.274135	1123.0	102.18157
L2S224.275168	1579.0	137.95888
L2S294.273818	818.0	85.13743
L2S155.273430	858.0	85.59393
L2S335.273456	1068.0	96.66245
L2S227.275054	1432.0	127.21596
L2S361.273372	1409.0	135.08565
L2S370.273996	1388.0	123.26034
L2S376.273627	551.0	47.54917
L2S176.274685	1640.0	140.59604
L2S365.274608	1456.0	134.37719
L2S331.274731	462.0	46.23931
L2S201.273251	1483.0	132.25491
L2S156.274830	1424.0	129.98832
L2S165.273826	1762.0	149.88475
L2S219.273918	1175.0	107.89263
L2S355.274178	1473.0	123.27866
L2S108.274917	1299.0	116.7615
L2S126.273811	832.0	82.86661
L2S185.274170	1403.0	126.27538
L2S207.274643	1914.0	161.91435
L2S215.274614	1338.0	115.00054
L2S289.275164	982.0	97.42434
L2S218.274421	1051.0	102.9063
L2S179.274237	994.0	99.26544
L2S154.273597	957.0	92.26032
L2S211.274302	1360.0	126.551
L2S113.273234	1116.0	100.91496
L2S98.274156	1407.0	123.1715
L2S293.274140	887.0	84.51603
L2S100.273994	954.0	89.17605
L2S217.274124	1493.0	133.64072
L2S127.273578	960.0	92.55269
L2S103.274678	1396.0	116.84193
L2S151.274704	1202.0	113.91665
L2S377.274512	1082.0	99.54786
L2S330.275005	922.0	88.49989
L2S372.275084	1241.0	112.3096
L2S347.275157	1062.0	104.10228
L2S296.273441	717.0	70.55226
L2S210.273444	1693.0	151.63351
L2S311.274660	697.0	70.089
L2S265.273653	811.0	81.7989
L2S198.273998	1190.0	109.97063
L2S208.274717	1803.0	149.64617
L2S200.273345	1182.0	111.70222
L2S157.274738	1296.0	123.78561
L2S299.274778	862.0	84.57623
L2S178.274740	1236.0	115.61438
L2S187.273503	1295.0	116.18861
L2S158.273322	1537.0	135.55341
L2S222.273793	1364.0	123.77971
L2S315.275112	830.0	84.83962
L2S137.273277	1354.0	118.94744
L2S220.274533	1604.0	138.74789
L2S162.274593	975.0	93.76958
L2S194.274054	1330.0	123.73759
L2S150.273249	1340.0	119.98449
L2S230.274079	1296.0	117.67149
L2S357.274102	735.0	71.01231
L2S125.274921	1277.0	122.08942
L2S190.273784	1157.0	108.72136
L2S152.273834	1163.0	107.96662
L2S115.273884	1400.0	126.88062
L2S124.273871	1218.0	114.31772
L2S209.275051	1654.0	145.56584
L2S226.273622	1448.0	125.4009
L2S313.274461	622.0	63.17543
L2S116.274289	973.0	91.36592
L2S374.274430	627.0	60.02186
L2S170.274497	1515.0	133.14959
L2S140.275066	1172.0	110.9146
L2S213.273541	934.0	89.64646
L2S279.273856	822.0	86.75914
L2S172.273405	1327.0	125.40494
L2S123.273268	1336.0	117.96104
L2S120.274680	990.0	96.75342
L2S379.273801	457.0	41.62627
L2S181.275050	784.0	80.67381
L2S111.273340	1101.0	99.39542
L2S188.274490	1371.0	122.74699
L2S171.274467	1398.0	126.07036
L2S260.273463	836.0	80.08443
L2S380.274540	1145.0	109.94733
L2S336.273961	875.0	86.58714
L2S253.274272	932.0	87.1203
L2S189.274133	1309.0	121.9759
L2S290.274503	834.0	84.51986
L2S362.273633	1678.0	146.3976
L2S358.274273	1050.0	98.20968
L2S135.274833	1099.0	100.79344
L2S246.273825	916.0	86.20323
L2S307.273507	563.0	62.38873
L2S274.274264	721.0	71.67856
L2S169.274366	905.0	85.02831
L2S110.274511	1219.0	106.40441
L2S280.274825	629.0	67.05802
L3S348.275040	1619.0	141.80511
L3S354.274774	910.0	89.59681
L3S366.274441	1193.0	106.23727
L3S349.273342	1338.0	128.76314
L3S13.274353	1437.0	123.76697
L3S49.274309	1254.0	119.7412
L3S352.273402	1374.0	121.97002
L3S14.273678	1051.0	98.75917
L4S143.274451	1181.0	110.43189
L3S236.274861	1139.0	109.10732
L3S316.273550	861.0	84.07148
L3S283.274703	766.0	81.5854
L3S272.273223	1228.0	112.73996
L3S345.275161	1831.0	162.86205
